If they cannot find you they will surely call.|Pokud vás nenajdou, určitě vám zavolají.|human
Baerbock said Iran had resumed the talks with a position that set the negotiations back six months.|Baerbock řekl, že Írán znovu zahájil debatu, která vrátila jednání zpět o šest měsíců.|human
Baerbock said Iran had resumed the talks with a position that set the negotiations back six months.|Baerbocková uvedla, že Írán obnovil rozhovory s postojem, který jednání vrátil o šest měsíců zpět.|human
A senior State Department official said there was an "intense" conversation among the G7 countries, which were united in their position on the nuclear talks.|Vysoký představitel ministerstva zahraničí řekl, že proběhly „intenzivní“ rozhovory mezi zeměmi G7, během kterých panovala jednota ohledně rozhovorů na téma nukleárních zbraní.|human
The official added that U.S. Special Envoy for Iran Robert Malley was heading back to Vienna for talks.|Úředník dodal, že zvláštní vyslanec USA pro Írán Robert Malley se vrátil na jednání do Vídně.|human
The official added that U.S. Special Envoy for Iran Robert Malley was heading back to Vienna for talks.|Dodal, že americký zvláštní vyslanec pro Írán Robert Malley je na cestě do Vídně, kde se zúčastní rozhovorů.|human
Thank you for the information.|Děkuji za informace.|human
Thank you for the information.|Děkuji za poskytnuté informace.|human
I will be more than happy to assist you.|Velmi rád vám pomohu.|human
I'll review your account, one moment, please.|Okamžik, prosím, ověřím váš účet.|human
I'll review your account, one moment, please.|Okamžik, prosím, zkontroluji váš účet.|human
Thank you for your waiting time, I have checked the information into your account.|Děkujeme za čekací dobu, zkontrolovali jsme informace ve vašem účtu.|human
Thank you for your waiting time, I have checked the information into your account.|Děkuji za strpení, ověřil jsem informace o vašem účtu.|human
I'm really sorry to know that you are having this issue with your eBook , however, I'm willing to help you.|Je mi opravdu líto, že máte tento problém se svým eBookem, jsem však ochoten vám pomoci.|human
I'm really sorry to know that you are having this issue with your eBook , however, I'm willing to help you.|Velmi mě mrzí, že máte tyto potíže se svojí eKnihou , nicméně vám s nimi velmi rád pomohu.|human
I'll share a couple of steps to perform into your eReader, okay?|Podělím se o pár kroků, které je třeba provést ve vaší čtečce elektronických knih, ano?|human
I'll share a couple of steps to perform into your eReader, okay?|Zašlu Vám pokyny, které je potřeba aplikovat do vaší čtečky eKnih, ano?|human
Guess where Nixon and Carter fell, and his golden boy Reagan could do no ills.|Zkuste hádat, kam patřili Nixon a Carter a jeho drahý Reagan.|human
While I have long since known that this world view is complete BS and in fact I despise each of those megalomaniacs from Caesar through Bonaparte, Nixon, Reagan, Bush and Trump,|I když vím už dávno, že takový názor na svět je totální nesmysl a ve skutečnosti pohrdám všemi těmito megalomany od Caesara až po Bonaparta, Nixona, Reagana, Bushe a Trumpa.|human
I can appreciate the historical significance of Caesar or Napoleon, but the quasi-sacred nature of their sanitized histories turned me off them later on in life.|Uznávám historický význam Caesara nebo Napoleona, ale kvazi-posvátná povaha jejich přikrášlených životů mě začala později odpuzovat.|human
To this day, I still refuse to study the history of Poland as that would just allow the paranoid conspiracies of my dad to bubble forward.|Stále se odmítám zabývat dějinami Polska, neboť to by pouze umocnilo paranoidní konspirace mého otce.|human
Returning to this article, I love the small details that remind you that there actually was one good choice (despite smaller flaws - but mostly acting in good faith) and one side that was not good, did not act in good faith, and where malice was and is the more likely explanation than stupidity.|Ale zpět k tomuto článku, miluji malé detaily, které člověku připomínají, že ve skutečnosti existovala pouze jedna správná volba (i přes menší nedostatky – ale vesměs v dobré víře) a jedna strana, která nebyl správná, nejednala v dobré víře, a kde bylo zlo, a je to pravděpodobnější vysvětlení než hloupost.|human
That's the thing.|To je jádro pudla.|human
Republicans love to hide behind stupidity rather than admit malice, but make no mistake if the ideological basis of a party is being under siege.|Republikáni se raději schovávají za hloupost, než aby připustili zlo, ale nechybují, pokud je jejich strana vystavena útokům.|human
Then coincidence, serendipity, etc. rarely exist.|Potom prakticky neexistuje souhra okolností, náhoda atd.|human
The besieged mentality means that every action must count, or else you are expensing limited energy on frivolous acts.|Ohrožená mentalita znamená, že každá činnost se musí zvážit, jinak vynaložíte zbytečnou energii na lehkomyslné počínání.|human
But Republicans love to hide behind our more nuanced understanding of the world and try to throw back the various philosophical razors.|Ale Republikáni se rádi schovávají za naše mírně odlišné chápání světa a snaží se odrážet různé filozofické břitvy.|human
On the days the office is closed, we will not be able dispatch your orders.|Ve dnech, kdy je kancelář zavřená, nebudeme moci vaše objednávky expedovat.|human
On the days the office is closed, we will not be able dispatch your orders.|V době, kdy máme zavřeno, nemůžeme odesílat žádné zásilky.|human
Also all orders placed on the weekends will be dispatched within the next working days.|Také všechny objednávky zadané o víkendech budou expedovány během následujících pracovních dnů.|human
Also all orders placed on the weekends will be dispatched within the next working days.|Také všechny objednávky, které budou zadané během víkendu, odesíláme v následujících pracovních dnech.|human
Our aim is to offer our customers the best service possible.|Naším cílem je nabídnout našim zákazníkům ty nejlepší možné služby.|human
Our aim is to offer our customers the best service possible.|Naším cílem je poskytovat zákazníkům co nejlepší služby.|human
That is why we dispatch our orders within 1 working day once the payment has cleared.|Proto naše objednávky expedujeme do 1 pracovního dne po připsání platby.|human
That is why we dispatch our orders within 1 working day once the payment has cleared.|Proto odesíláme zboží během 1 pracovního dne, jakmile obdržíme platbu.|human
The delivery services we offer is standard tracked post (2-3 working days), first class service, as well as an express service.|Doručovací služby, které nabízíme, jsou standardní sledovaná pošta (2-3 pracovní dny), prvotřídní služba a také expresní služba.|human
The delivery services we offer is standard tracked post (2-3 working days), first class service, as well as an express service.|Zásilky odesíláme standardní poštou (2-3 pracovní dny), poštovní službou první třídy a také jako expresní doručení.|human
Please note, there may be slight delays from the courier service during festive occasions (e.g. Christmas).|Berte prosím na vědomí, že doručení se může o několik dnů opozdit v době svátků (např. Vánoce).|human
Please note, there may be slight delays from the courier service during festive occasions (e.g. Christmas).|Upozorňujeme, že během slavnostních příležitostí (např. Vánoce) může dojít k mírnému zpoždění kurýrní služby.|human
Returns must be within 30 days of delivery in the exact same condition as they were sent.|Vrácené zboží musí být do 30 dnů od doručení v přesně stejném stavu, v jakém bylo odesláno.|human
Returns must be within 30 days of delivery in the exact same condition as they were sent.|Zboží lze vrátit do 30 dnů od doručení ve stejném stavu, v jakém bylo doručeno.|human
Please kindly message us via eBay messages regarding your return.|V případě vrácení zboží nám prosím zašlete zprávu přes eBay.|human
Please kindly message us via eBay messages regarding your return.|Prosím, laskavě nám napište prostřednictvím zpráv eBay ohledně vašeho vrácení.|human
Please include your eBay user name and a reason for return on a note to the parcel to speed up your refund or exchange process.|Do poznámky k zásilce uveďte své uživatelské jméno eBay a důvod vrácení, abyste urychlili proces vrácení peněz nebo výměny.|human
Please include your eBay user name and a reason for return on a note to the parcel to speed up your refund or exchange process.|Pro urychlení procesu uveďte prosím na eBay své uživatelské jméno a důvod vrácení zboží do poznámky na balíku.|human
We will refund delivery costs if the goods are faulty, but for all other returns, this will not apply.|Pokud je zboží vadné, vrátíme náklady na doručení, ale u všech ostatních vrácených zboží to nebude platit.|human
We will refund delivery costs if the goods are faulty, but for all other returns, this will not apply.|Poplatek za dopravu vám uhradíme zpětně v případě vrácení nepoškozeného zboží, jiné náklady však zpětně hrazeny nejsou.|human
We treat the disabled like crap.|Zacházíme s invalidy jako s odpadem.|human
We treat the disabled like crap.|Chováme se k postiženým lidem jako k odpadu.|human
We treat the poor like crap.|Chováme se k chudým lidem jako k odpadu.|human
We treat the poor like crap.|Zacházíme s chudými jako s odpadem.|human
Everyone in the US should be ashamed.|Každý v USA by se měl stydět.|human
Everyone in the US should be ashamed.|Každý v USA by se mě stydět.|human
You're correct that our society needs to value human life more.|Máte pravdu, že naše společnost by si měla víc cenit lidského života.|human
You're correct that our society needs to value human life more.|Máte pravdu, že naše společnost by si měla víc vážit lidského života.|human
We'd see fewer traffic accidents and deaths.|Ubylo by dopravních nehod a úmrtí.|human
We'd see fewer traffic accidents and deaths.|Viděli bychom méně nehod a úmrtí.|human
Health care and child care would be affordable and much easier access, and so on.|Zdravotní péče a péče o děti by byla mnohem dostupnější, atd.|human
Health care and child care would be affordable and much easier access, and so on.|Zdravotné péče a péče o děti by byla cenově dostupnější a mnohem snadněji přístupná, atd.|human
Unfortunately, American society has "accepted" the statistics of hardship, deaths and other casualties as just "a way of life"...in exchange for "freedom" or some such BS.|Bohužel, americká společnost „přijala“ utrpení, úmrtí a další smrtelné nehody jako „životní styl“... místo „svobody“ atd.|human
I see your comment about being disabled and not being supported as just another example of how America just doesn't support people.|Čtu váš komentář o tom, že jste postižený a nemáte dostatečnou péči jako další příklad toho, že se Amerika nestará o postižené lidi.|human
It's in the same vein as the author's point, not a conflict.|Je to ve stejném duchu jako autorova myšlenka, nikoli konfliktním.|human
When I returned the car, the agent found scratches under the car (which I did not cause).|Když jsem vracel auto, objevil prodejce pár škrábanců na podvozku (které jsem ale nezpůsobil já).|human
Had to sign to acknowledge the “damage”.|Musel jsem podepsat potvrzení o „škodě“.|human
Had to sign to acknowledge the “damage”.|Musel jsem podepsat prohlášení o „škodě“.|human
I also had videos and photos which didn’t cover the bottom of the car.|Měl jsem i videa a fotky, na kterých nebyl vidět podvozek.|human
A few weeks after I returned home, I received a letter listing a bunch of other damage I’d be charged for as well—including scratches to the door which supposedly required repainting the rear of the car a few days after I returned my rental.|Když jsem se o několik týdnů později vrátil domů, našel jsem dopis, ve kterém byl seznam dalších škod, které mi měly být naúčtovány včetně škrábanců na dveřích, kvůli kterým prý muselo být celé auto přelakováno několik dnů potom, co jsem ho vrátil.|human
None of that damage was visible to me (or the agent when I returned the vehicle).|Žádnou z těchto škod jsem neviděl (ani zástupce, když jsem auto vracel).|human
None of that damage was visible to me (or the agent when I returned the vehicle).|Žádnou z těch škod jsem na autě neviděl (ani prodejce, když jsem mu vůz vracel).|human
None of it was visible on the photos I took when I returned the car so I disputed the claim.|Nic z toho nebylo vidět ani na fotkách, které jsem si pořídil, abych se vyhnul případné reklamaci.|human
They denied the dispute and demanded immediate payment for the damage.|Odmítli se se mnou bavit a požadovali okamžitou náhradu škody.|human
They denied the dispute and demanded immediate payment for the damage.|Zamítli tuto námitku a požadovali okamžité zaplacení škody.|human
Since it was a work trip, I turned my photos over to our legal department.|Protože se jednalo o služební cestu, předal jsem fotodokumentaci našemu právnímu oddělení.|human
Since it was a work trip, I turned my photos over to our legal department.|Protože to byla pracovní cesta, předal jsem fotky našemu právnímu oddělení.|human
I received a letter from Alamo a short while later saying that they were going to waive the charges in the interest of customer satisfaction.|Z Alama mi krátce poté poslali dopis, ve kterém stálo, že se v zájmu spokojenosti zákazníka zříkají nároku na náhradu škody.|human
I received a letter from Alamo a short while later saying that they were going to waive the charges in the interest of customer satisfaction.|Zakrátko jsem obdržel jsem dopis od společnosti Alamo uvádějící, že od poplatků upustí v zájmu spokojenosti zákazníka.|human
If I had been on my own, I certainly would have wound up paying the bill for damage which I am certain didn’t happen while the car was in my care.|Kdybych byl sám, určitě bych se zapletl do platby účtu za škodu, o které jsem si jistý, že se nestala, když bylo auto v mojí péči.|human
If I had been on my own, I certainly would have wound up paying the bill for damage which I am certain didn’t happen while the car was in my care.|Pokud bych to řešil sám, určitě bych nakonec zaplatil za škodu, kterou jsem nezpůsobil, když jsem auto používal.|human
For Moscow, the growing NATO embrace of a neighbouring former Soviet republic - and what it sees as the nightmare possibility of alliance missiles in Ukraine targeted against Russia - is a "red line" it will not allow to be crossed.|Moskva vnímá rozpínavost NATO v těsné blízkosti bývalých sovětských republik – a jeho noční můrou je případné umístění raket na Ukrajině, které by byly namířeny proti Rusku – jako pomyslnou „červenou linii“, kterou není dovoleno překročit.|human
For Moscow, the growing NATO embrace of a neighbouring former Soviet republic - and what it sees as the nightmare possibility of alliance missiles in Ukraine targeted against Russia - is a "red line" it will not allow to be crossed.|Pro Moskvu je narůstající sevření NATO bývalých sovětských republik - a to, co vidí jako noční můru možnosti raketových střel aliance na Ukrajině zacílených proti Rusku - „červenou linii“, kterou nedovolí překročit.|human
The Kremlin said today that Mr Putin told US President Joe Biden that Russian troops posed no threat and that Moscow was being demonised for moving troops around its own territory.|Kreml dnes prohlásil, že Putin řekl americkému prezidentovi Joe Bidenovi, že ruské vojenské jednotky nepředstavují hrozbu a že Moskva je pranýřovaná za to, že rozmisťuje jednotky na svém vlastním území.|human
The Kremlin said today that Mr Putin told US President Joe Biden that Russian troops posed no threat and that Moscow was being demonised for moving troops around its own territory.|Kreml dnes řekl, že pan Putin řekl americkému prezidentovi Joe Bidenovi, že ruská vojska nepředstavují žádnou hrozbu a že Moskva byla démonizovaná za to, že přesouvala vojska na svém vlastním území.|human
Kremlin spokesman Dmitry Peskov said there were very serious conceptual differences between Russia and the United States on Moscow's "red lines."|Tiskový mluvčí Kremlu Dmitry Peskov uvedl, že mezi Ruskem a Spojenými státy existují značné koncepční rozpory co se týče Moskevské červené linie.“|human
Kremlin spokesman Dmitry Peskov said there were very serious conceptual differences between Russia and the United States on Moscow's "red lines."|Mluvčí Kremlu Dmitry Peskov řekl, že mezi Ruskem a Spojenými státy byly velmi závažné koncepční rozdíly na moskevskou „červenou linii“.|human
The G7 comprises Britain, France, Germany, Italy, Japan, Canada and the United States, and includes a representative from the European Union.|G7 se skládá z Británie, Německa, Itálie, Japonska, Kanady a Spojených států a zahrnuje zástupce Evropské Unie.|human
The G7 comprises Britain, France, Germany, Italy, Japan, Canada and the United States, and includes a representative from the European Union.|Skupinu G7 tvoří Velká Británie, Francie, Německo, Itálie, Japonsko, Kanada a Spojené státy, a dále zástupci zemí Evropské unie.|human
"We call on Russia to de-escalate, pursue diplomatic channels and abide by its international commitments on transparency of military activities," the G7 said in the draft.|„Vyzýváme Rusko, aby přestalo prohlubovat napětí, komunikovalo prostřednictvím diplomatických jednání a dodržovalo své mezinárodní závazky týkající se transparentnosti jeho vojenských aktivit,“ uvádí G7 v konceptu.|human
"We reconfirm our support for the efforts of France and Germany in the Normandy Format to achieve full implementation of the Minsk Agreements in order to resolve the conflict in eastern Ukraine," the draft said.|„Znovu potvrzujeme naši podporu úsilí Francie a Německa v rámci Normandské skupiny dosáhnout kompletní implementace dohod z Minsku, aby byl vyřešen konflikt na východní Ukrajině,“ stojí v konceptu.|human
Pope calls for 'serious international dialogue' to defuse Ukraine tensions|Papež vyzval, aby proběhla ‚řádná mezinárodní jednání‘ a uvolnilo se tak napětí na Ukrajině.|human
Pope calls for 'serious international dialogue' to defuse Ukraine tensions|Papež volá po „vážném mezinárodním dialogu“ ke zmírnění napětí na Ukrajině|human
Pope Francis, in his first comments on the tensions between the West and Russia over Ukraine, today called for serious international dialogue to resolve tensions and urged both sides to avoid an armed conflict.|Papež František ve svých prvních komentářích k napětí mezi Západem a Ruskem na Ukrajině dnes volal po vážném mezinárodním dialogu k vyřešení napětí a nabádal obě strany, aby se vyhnuly ozbrojenému konfliktu.|human
Pope Francis, in his first comments on the tensions between the West and Russia over Ukraine, today called for serious international dialogue to resolve tensions and urged both sides to avoid an armed conflict.|Papež František ve svém prvním vyjádření k napětí mezi Západem a Ruskem kvůli Ukrajině dnes vyzval, aby proběhla řádná mezinárodní jednání a došlo k uvolnění napětí a vyzval obě strany, aby se vyhnuly vojenskému konfliktu.|human
Allow me a moment to look for you|Okamžik, hned se podívám.|human
At the moment it appears we have no further pieces, I will check to see when we are expecting more.|V tuto chvíli zřejmě nemáme už ani jeden kus, podívám se, kdy mají dorazit další.|human
It doesn't look like there are any future plans to manufacture the single sections regrettably|Bohužel to vypadá, že do budoucna se neplánuje výroba jednotlivých dílů.|human
Is there anything else I can help with please?|Mohu vám ještě s něčím pomoci?|human
However if you want to open a recent purchased book from #PRS_ORG# in your #PRS_ORG# e reader you would only need to sync your e reader via WiFi and download the book in your e reader to start reading, computer or email transfer is not necessary.|Nicméně pokud chcete ve vaší čtečce #PRS_ORG# otevřít aktuálně zakoupenou knihu z #PRS_ORG#, budete svou čtečku muset synchronizovat pomocí wi-fi připojení a stáhnout knihu do vaší čtečky, abyste ji mohl začít číst, není potřeba stahovat ji do počítače nebo emailu.|human
If the book still has issues to open after sync in your e reader we can try some trouble shooting process.|Pokud máte i po provedení synchronizace problémy s otevřením knihy ve vaší čtečce, zkusíme potíže odstranit.|human
I would need to know if the book shows error message, seem blocked or not even appearing in your #PRS_ORG# account inside your #PRS_ORG# e reader.|Potřebuji vědět, zda se v knize zobrazuje nějaká chybová hláška, přístup do ní je zablokován nebo se vůbec nezobrazuje ve vašem #PRS_ORG# účtě ve vaší #PRS_ORG# čtečce eKnih.|human
It was prior to 2018.|Stalo se to před rokem 2018.|human
It was prior to 2018.|Bylo to před rokem 2018.|human
The counter people were the worst I have ever seen.|Lidi u přepážek byli nejhorší, jaké jsem kdy zažil.|human
A line out the door and they were taking breaks and talking about random non-work related stuff like we weren’t even here.|Ve dveřích fronta a oni se bavili o kravinách, které nijak nesouvisely s jejich prací, jako bychom tam nebyli.|human
A line out the door and they were taking breaks and talking about random non-work related stuff like we weren’t even here.|Řada vedla ze dveří a dělali si přestávky a hovořili o věcech zdánlivě nesouvisejících s prací, jako bychom tu ani nebyli.|human
I had a confirmed reservation went.|Měl jsem potvrzenou rezervaci.|human
I had a confirmed reservation went.|Potvrdil jsem rezervaci.|human
After an hour of waiting, I told her what I had reserved and she loudly accused me of lying to her and told me off.|Po hodině čekání jsem řekl jedné ze zaměstnankyň, že mám rezervaci a ona mě hlasitě obvinila, že jsem lhář a vynadala mi.|human
After an hour of waiting, I told her what I had reserved and she loudly accused me of lying to her and told me off.|Po hodině čekání jsem jí řekl, co jsem zarezervoval a ona mne hlasitě obvinila z toho že jí lžu a řekla mi, abych vypadl.|human
I finally gave up and walked over to Hertz, who charged me a fortune, but they got me a car right away.|Nakonec jsem o vzdal a odkráčel jsem k Herzu, který mi naúčtoval spoustu peněz, ale dali mi hned auto.|human
I finally gave up and walked over to Hertz, who charged me a fortune, but they got me a car right away.|Nakonec jsem to vzdal a šel jsem do Hertzu, kde mi naúčtovali majlant, ale hned mi dali auto.|human
I swore to never use Avis again.|Zapřisáhl jsem se, že už nikdy nevyužiju služeb Avisu.|human
Worst car experience ever.|Nejhorší zkušenost s autem, kterou jsem kdy měl.|human
Worst car experience ever.|To byl můj nejhorší zážitek s autem.|human
National & Hertz have always been good experiences for me.|S National & Hertz jsem měl vždy nejlepší zkušenost.|human
National & Hertz have always been good experiences for me.|National a Herz pro mne vždycky byly dobrou zkušeností.|human
Those two, followed by Enterprise.|Tyto dvě společnosti, následované Enterprise.|human
Those two, followed by Enterprise.|S nimi a ještě s Enterprise.|human
The account repair process will begin.|Proces opravy účtu bude zahájen.|human
If you have a lot of books, it may take a while.|Pokud máte více knih, bude to chvíli trvat.|human
If repairing your account didn't solve the issue:|Jestliže během opravy vašeho účtu nedojde k vyřešení tohoto problému:|human
- Sign out and signing back in to your eReader.|- Odhlašte se a přihlaste zpět do své čtečky.|human
Go to your Home screen.|Přejděte na domovskou obrazovku.|human
Go to your Home screen.|Přejděte na Domovskou stránku.|human
Tap the|Klikněte na|human
More icon at the bottom of the screen.|ikonu Další možnosti v dolní části obrazovky.|human
Tap Settings.|Klikněte na Nastavení.|human
Tap Accounts.|Klikněte na Účty.|human
Under #PRS_ORG#, tap Sign out.|Klikněte na Odhlásit se pod #PRS_ORG#.|human
It's worse to kill black people than it is to make fun of trans people.|Je horší zabíjet černochy, než si dělat legraci z trans lidí.|human
And of course that's true.|A samozřejmě je to pravda.|human
And of course that's true.|A samozřejmě to je pravda.|human
But Dave forgot something.|Ale Dave na něco zapomněl.|human
Many people who hate trans people also hate black people.|Spousta lidí, co nesnáší trans lidi, nesnáší taky černochy.|human
He hasn't endeared anyone to #blacklivesmatter.|Nezískal ničí přízeň pro #blacklivesmatter.|human
He's just given transphobes another hero and more anti-trans rhetoric.|Jen se z něj stal další hrdina v očích transfóbů a dal argumenty lidem zaměřeným proti trans gender.|human
And considering the most vulnerable trans people are trans women of colour, he has made them a target for violence.|A vzhledem k tomu, že nejzranitelnějšími trans lidmi jsou barevné trans ženy, udělal z nich terče násilí.|human
How he didn't realize he's done the exact same thing to trans people is very sad.|To, že si neuvědomil, že udělal to stejné trans lidem, je velmi smutné|human
Yes that means when I work out I really don’t care how many calories it burns, and I don’t change my numbers or macros because of how much I burned.|Ano, to znamená, že když na sobě opravdu makám, nemusí mě zajímat, kolik kalorií spálím a nemusím měnit čísla ani makra kvůli tomu, kolik jsem spálil.|human
I (try) to stick to the 1200-1300.|Snažím se udržovat na 1200-1300.|human
But if I’m extra hungry, yes I’ll eat something more to fuel my body and accept that weight-loss might be a day slower, or not.|Ale když mám hlad, tak ano, potom jím víc, abych zasytil organismus a smířím se s tím, že ten den shodím o něco méně.|human
An extra piece of pizza or bowl of ice cream though?|A co porce pizzy navíc nebo kelímek zmrzliny?|human
If you always need to eat more because of working out, consider not cutting so many calories in the first place.|Pokud máte potřebu po každém cvičení víc jíst, potom je lépe ze začátku nespalovat tolik kalorií.|human
Maybe start with 300 deficit.|Možná začněte na 300 kaloriích.|human
Hope this helps!|Doufám, že vám tohle pomůže!|human
Aisles were changing, and we were all learning where everything was.|Měnily se uličky a všichni jsme se učili, co kde je.|human
Needless to say, it was chaos.|Jedním slovem chaos.|human
Needless to say, it was chaos.|Je zbytečné říkat, že to byl chaos.|human
At the time this happened, we were pretty busy, and I had a line of customers, but Karen decides to skip the line to ask me where something was.|V době, kdy se to stalo, jsme měli všichni hodně napilno a já jsem obsluhoval dlouhou frontu zákazníků, ale Karen se rozhodla, že frontu přeskočí, aby se mě zeptala, kde je nějaký produkt.|human
I don't remember the exact item, but it was something like paper plates (or something that would be near them...plastic forks?|Nepamatuji si přesně to zboží, ale bylo to něco jako papírové talířky (nebo něco, co bylo blízko nich ... plastové vidličky,|human
I don't remember the exact item, but it was something like paper plates (or something that would be near them...plastic forks?|Nepamatuju si, o co přesně šlo, ale bylo to něco jako papírové talíře (nebo něco podobného...plastové vidličky?|human
straws?).|brčka?).|human
Since I had a line of customers, I couldn't leave to help her locate, so I told her "I believe they are now on aisle 7."|Protože jsem měl hodně zákazníků, nemohl jsem s ní odejít, ale řekl jsem jí „Myslím, že jsou v uličce 7.“|human
Since I had a line of customers, I couldn't leave to help her locate, so I told her "I believe they are now on aisle 7."|Protože jsem měla řadu zákazníků, nemohla jsem odejít, abych jí pomohla to najít, tak jsem jí řekla „myslím, že jsou teď v uličce 7“.|human
Before I can even get on my walkie to ask someone for sure, she storms off.|Než jsem se mohl někoho pro jistotu přeptat, tak nasupeně odešla.|human
Only to come storming back a couple of minutes later to tell me they are not there.|Po chvíli se opět nasupeně vrátila s tím, že v uličce 7 to není.|human
Only to come storming back a couple of minutes later to tell me they are not there.|Vrátila se jen o pár minut později, aby mi řekla, že tam nejsou.|human
A manager is now nearby, so I ask him if he can help her, and I tell him that I thought they were on 7, but she said they were not.|Teď byl poblíž manažer, tak jsem ho požádal, jestli by jí pomohl a řekl jsem mu, že jsem měl za to, že jsou v uličce 7, ale ona říká, že tam nejsou.|human
He looks confused and says "OK, maybe they are on 8.|Vypadal zmateně a řekl „OK, možná jsou v uličce 8.|human
He looks confused and says "OK, maybe they are on 8.|Podíval se zmateně a řekl: „Dobrá, možná jsou v 8.|human
I'll help you find them, ma'am."|Pomohu vám je najít, madam.“|human
I'll help you find them, ma'am."|Pomohu vám je najít, paní“.|human
Thank you, please bear with me a moment whilst I look into this for you|Děkuji, vydržte prosím chvilku, abych to mohl ověřit.|human
I do apologise about this, as the account holder is not yourself we would need #NAME# to contact us to confirm her details, once she has done this and has confirmed she is happy for us to discuss the order with yourself we can then look at the previous correspondence for you.|Velice se omlouvám, protože nejste majitelem účtu, potřebujeme znát jméno #NAME# pro potvrzení kontaktních údajů, jakmile to bude potvrzeno, můžeme s vámi probrat tuto objednávku a dohledat předchozí korespondenci.|human
To update your payment information please follow these steps:|Chcete-li aktualizovat své platební údaje, postupujte takto:|human
To update your payment information please follow these steps:|Abyste mohl aktualizovat své platební údaje, řiďte se prosím následujícími pokyny:|human
Log in to your #PRS_ORG# account.|Přihlaste se k vašemu účtu #PRS_ORG#.|human
Log in to your #PRS_ORG# account.|Zadejte své přihlašovací jméno pro #PRS_ORG#.|human
Click on "My Account" and in the menu select "Account Settings”|Klikněte na „Můj účet“ a v nabídce vyberte od „Nastavení účtu“.|human
Click on "My Account" and in the menu select "Account Settings”|Klikněte na „Můj účet“ a v nabídce vyberte „Nastavení účtu“|human
Select the “Payment Information” tab.|Vyberte možnost „Platební údaje“.|human
Select the “Payment Information” tab.|Vyberte záložku „Platební údaje“.|human
Under “Payment Information”, select the type of credit card and enter your card number, security code (CVV), name on the card, and expiration date.|V části „Platební údaje“ vyberte typ kreditní karty a zadejte číslo své karty, bezpečnostní kód (CVV), jméno na kartě a datum vypršení platnosti.|human
Under “Payment Information”, select the type of credit card and enter your card number, security code (CVV), name on the card, and expiration date.|Pod „Platebními údaji“ vyberte druh platební karty a zadejte číslo své karty, bezpečnostní kód (CVV), jméno držitele karty a datum platnosti.|human
Click "Save”|Klikněte na „Uložit“.|human
Click "Save”|Klikněte na „Uložit“|human
The order was processed as a pick up order that means you chose it to be picked up by you.|Objednávka byla zpracována jako objednávka k vyzvednutí, což znamená, že jste zvolil možnost osobního vyzvednutí.|human
