word,upos,xpos,deprel,case,gender,number,animacy,score,ner
hlasů,NOUN,NNIP2-----A----,nmod,Gen,Masc,Plur,Inan,0.2841825845356952,O
s,ADP,RR--7----------,case,Ins,,,,0.1339204023705132,O
námitkami,NOUN,NNFP7-----A----,obl,Ins,Fem,Plur,,0.0164649252731899,O
čtyř,NUM,Cl-P2----------,nummod,Gen,,Plur,,0.0638191714791536,O
poslanců,NOUN,NNMP2-----A----,nmod,Gen,Masc,Plur,Anim,0.2135465834479969,O
.,PUNCT,Z:-------------,punct,,,,,-0.4739254364459457,O
Školení,NOUN,NNNS1-----A----,nsubj,Nom,Neut,Sing,,-0.0630999596114765,O
zdarma,ADV,Db-------------,advmod,,,,,-0.0639066482793436,O
na,ADP,RR--6----------,case,Loc,,,,0.6463577809755466,O
CompTIA,PROPN,NNXXX-----A----,nmod,Nom,Fem,Sing,,0.0104546359428985,B-ic
A,NOUN,Q3-------------,nmod,,,,,-0.1698664604054462,I-ic
+,SYM,Z:-------------,nmod,,,,,0.1039048603936632,I-ic
/,PUNCT,Z:-------------,punct,,,,,-0.2315625671903605,I-ic
pokryje,VERB,VB-S---3P-AAP--,root,,,Sing,,0.2790666955358598,O
celý,ADJ,AAIS4----1A----,amod,Acc,Masc,Sing,Inan,0.3353731358946839,O
kurz,NOUN,NNIS4-----A----,obj,Acc,Masc,Sing,Inan,-0.3392701434747794,O
Omlouváme,VERB,VB-P---1P-AAI--,ccomp,,,Plur,,0.1471288966458781,O
se,PRON,P7-X4----------,expl:pv,Acc,,,,0.0667896505781317,O
za,ADP,RR--4----------,case,Acc,,,,0.0592297315140371,O
způsobenou,ADJ,AAFS4----1A----,amod,Acc,Fem,Sing,,0.028966766163513,O
bolest,NOUN,NNFS4-----A----,obl:arg,Acc,Fem,Sing,,-0.0777159951589512,O
či,CCONJ,J^-------------,cc,,,,,-0.0747926709608006,O
nejasnosti,NOUN,NNFP4-----A----,conj,Acc,Fem,Plur,,0.0508260037136763,O
",",PUNCT,Z:-------------,punct,,,,,0.0527379504135118,O
které,DET,P4FP4----------,obj,Acc,Fem,Plur,,-0.0968867022285973,O
to,DET,PDNS1----------,nsubj,Nom,Neut,Sing,,0.0236799102095297,O
přineslo,VERB,VpNS----R-AAP--,acl:relcl,,Neut,Sing,,0.0076394137647606,O
našim,DET,PSXP3-P1-------,det,Dat,,Plur,,-0.0479269112633368,O
pacientům,NOUN,NNMP3-----A----,obl:arg,Dat,Masc,Plur,Anim,0.0437902832547669,O
a,CCONJ,J^-------------,cc,,,,,0.0437793217742005,O
jejich,DET,P9XXXXP3-------,det,,,,,-0.1380058441316902,O
rodinám,NOUN,NNFP3-----A----,conj,Dat,Fem,Plur,,-0.0148911445673737,O
",",PUNCT,Z:-------------,punct,,,,,0.2698718042555783,O
“,PUNCT,Z:-------------,punct,,,,,0.0886462802453484,O
napsala,VERB,VpQW----R-AAP--,root,,"Fem,Neut","Plur,Sing",,-0.003189837574145,O
v,ADP,RR--6----------,case,Loc,,,,3.728726773204407,O
prohlášení,NOUN,NNNS6-----A----,obl,Loc,Neut,Sing,,0.1203251227502244,O
nemocnice,NOUN,NNFS1-----A----,nsubj,Nom,Fem,Sing,,0.0395904916432444,O
.,PUNCT,Z:-------------,punct,,,,,0.2566011254313164,O
Pokud,SCONJ,"J,-------------",mark,,,,,0.0124553022157345,O
jste,AUX,VB-P---2P-AAI--,aux,,,Plur,,0.1233913569675831,O
od,ADP,RR--2----------,case,Gen,,,,0.0154554892919934,O
našeho,DET,PSZS2-P1-------,det,Gen,"Masc,Neut",Sing,,0.058109998433275,O
týmu,NOUN,NNIS2-----A----,obl:arg,Gen,Masc,Sing,Inan,0.0806716543955214,O
neobdrželi,VERB,VpMP----R-NAP--,advcl,,Masc,Plur,Anim,0.048945879919943,O
dopis,NOUN,NNIS4-----A----,obj,Acc,Masc,Sing,Inan,-0.0326505737877009,O
nebo,CCONJ,J^-------------,cc,,,,,0.0770609690276288,O
telefonický,ADJ,AAIS4----1A----,amod,Acc,Masc,Sing,Inan,-0.0914737943456939,O
hovor,NOUN,NNIS4-----A----,conj,Acc,Masc,Sing,Inan,-0.024757479437386,O
",",PUNCT,Z:-------------,punct,,,,,-0.0254901330755018,O
vašeho,DET,PSZS2-P2-------,det,Gen,"Masc,Neut",Sing,,-0.038402112355502,O
dítě,NOUN,NNNS2-----A----,obl:arg,Gen,Neut,Sing,,0.1783292632252339,O
se,PRON,P7-X4----------,expl:pv,Acc,,,,-0.0005562491322833,O
věc,NOUN,NNFS1-----A----,nsubj,Nom,Fem,Sing,,0.0504540476733122,O
nijak,ADV,Db-------------,advmod,,,,,-0.0498830911124655,O
netýká,VERB,VB-S---3P-NAI--,root,,,Sing,,0.0436136615638792,O
.,PUNCT,Z:-------------,punct,,,,,0.5566817929001965,O
“,PUNCT,Z:-------------,punct,,,,,-0.317313653348542,O
Mluvčí,NOUN,NNMS1-----A----,nsubj,Nom,Masc,Sing,Anim,0.4309291092669094,O
čínského,ADJ,AANS2----1A----,amod,Gen,Neut,Sing,,0.0858563518930515,O
ministerstva,NOUN,NNNS2-----A----,nmod,Gen,Neut,Sing,,-0.0487305777491998,O
zahraničí,NOUN,NNNS2-----A----,nmod,Gen,Neut,Sing,,-0.0438123276279504,O
Wang,PROPN,NNMS1-----A----,flat,Nom,Masc,Sing,Anim,-0.0850623232175403,B-P|B-pf
Wenbin,PROPN,NNMS1-----A----,flat,Nom,Masc,Sing,Anim,0.0944604126210527,I-P|B-ps
bez,ADP,RR--2----------,case,Gen,,,,0.3626543363537732,O
jakýchkoliv,DET,PZXP2----------,det,Gen,,Plur,,0.0907077764665272,O
dalších,ADJ,AAIP2----1A----,amod,Gen,Masc,Plur,Inan,0.0313741298856747,O
detailů,NOUN,NNIP2-----A----,obl,Gen,Masc,Plur,Inan,0.163810962491415,O
uvedl,VERB,VpYS----R-AAP--,root,,Masc,Sing,,-0.3567208075966818,O
",",PUNCT,Z:-------------,punct,,,,,0.043044574507118,O
že,SCONJ,"J,-------------",mark,,,,,-0.1862131372350522,O
tyto,DET,PDFP1----------,det,Nom,Fem,Plur,,-0.0032356020832428,O
činnosti,NOUN,NNFP1-----A----,nsubj,Nom,Fem,Plur,,-0.0434594038163746,O
zasahovaly,VERB,VpTP----R-AAI--,ccomp,,"Fem,Masc",Plur,Inan,0.0856607623569233,O
do,ADP,RR--2----------,case,Gen,,,,0.0366770693692669,O
zájmů,NOUN,NNIP2-----A----,obl,Gen,Masc,Plur,Inan,0.0712310850451988,O
Číny,PROPN,NNFS2-----A----,nmod,Gen,Fem,Sing,,-0.110780228349766,B-gc
a,CCONJ,J^-------------,cc,,,,,-0.0713453244850549,O
poškozovaly,VERB,VpTP----R-AAI--,conj,,"Fem,Masc",Plur,Inan,-0.0035639167987928,O
její,DET,P9XP4FS3-------,det,Acc,,Plur,,-0.016329332186716,O
bezpečnostní,ADJ,AAIP4----1A----,amod,Acc,Masc,Plur,Inan,0.0169266965781975,O
zájmy,NOUN,NNIP4-----A----,obj,Acc,Masc,Plur,Inan,0.0264848697514188,O
.,PUNCT,Z:-------------,punct,,,,,0.2220246746649784,O
Čína,PROPN,NNFS1-----A----,nsubj,Nom,Fem,Sing,,0.0227079907243379,B-gc
se,PRON,P7-X4----------,expl:pv,Acc,,,,0.0806305422449556,O
vždy,ADV,Db-------------,advmod,,,,,0.6670953945120088,O
snažila,VERB,VpQW----R-AAI--,ccomp,,"Fem,Neut","Plur,Sing",,0.085138359549372,O
řešit,VERB,Vf--------A-I--,xcomp,,,,,-0.0264021062935644,O
spory,NOUN,NNIP4-----A----,obj,Acc,Masc,Plur,Inan,-0.0269715271170602,O
o,ADP,RR--4----------,case,Acc,,,,-0.0120714858578343,O
územní,ADJ,AAIP4----1A----,amod,Acc,Masc,Plur,Inan,-0.0563581701599405,O
i,CCONJ,J^-------------,cc,,,,,-0.1255246368597158,O
námořní,ADJ,AAIP4----1A----,conj,Acc,Masc,Plur,Inan,-0.0166609236700141,O
nároky,NOUN,NNIP4-----A----,nmod,Acc,Masc,Plur,Inan,0.0149274895887578,O
prostřednictvím,NOUN,NNNS7-----A----,case,Ins,Neut,Sing,,-0.0720406077436866,O
vyjednávání,NOUN,NNNS2-----A----,obl,Gen,Neut,Sing,,-0.1010850534070721,O
a,CCONJ,J^-------------,cc,,,,,0.0574973471876944,O
konzultací,NOUN,NNFP2-----A----,conj,Gen,Fem,Plur,,0.0258469701112578,O
",",PUNCT,Z:-------------,punct,,,,,0.191899929368784,O
“,PUNCT,Z:-------------,punct,,,,,-0.1750718279946893,O
uvedlo,VERB,VpNS----R-AAP--,root,,Neut,Sing,,-0.018072568101102,O
oficiální,ADJ,AANS1----1A----,amod,Nom,Neut,Sing,,0.0732389443966338,O
prohlášení,NOUN,NNNS1-----A----,nsubj,Nom,Neut,Sing,,-0.0498557643801684,O
",",PUNCT,Z:-------------,punct,,,,,0.1277990947474585,O
které,DET,P4NS1----------,nsubj:pass,Nom,Neut,Sing,,-0.022961640245026,O
bylo,AUX,VpNS----R-AAI--,aux:pass,,Neut,Sing,,0.0799465782542765,O
zveřejněno,ADJ,VsNS----X-APP--,amod,,Neut,Sing,,-0.0144156368629795,O
čtyři,NUM,Cl-P4----------,nummod,Acc,,Plur,,-0.0726443980775061,O
dny,NOUN,NNIP4-----A----,obl,Acc,Masc,Plur,Inan,-0.0543631156319286,O
před,ADP,RR--7----------,case,Ins,,,,-0.0906311276224555,O
oslavou,NOUN,NNFS7-----A----,nmod,Ins,Fem,Sing,,-0.0533108400141801,O
70,NUM,C=-------------,nummod,,,,,-0.035504255247572,B-no
.,PUNCT,Z:-------------,punct,,,,,0.1320890367383525,I-no
výročí,NOUN,NNNS2-----A----,nmod,Gen,Neut,Sing,,-0.1044980967006747,O
vlády,NOUN,NNFS2-----A----,nmod,Gen,Fem,Sing,,-7.633743220325983,O
Komunistické,ADJ,AAFS2----1A----,amod,Gen,Fem,Sing,,0.0077212074378435,B-io
strany,NOUN,NNFS2-----A----,nmod,Gen,Fem,Sing,,0.0558063015396196,I-io
Číny,PROPN,NNFS2-----A----,nmod,Gen,Fem,Sing,,0.0005855990921962,I-io|B-gc
(,PUNCT,Z:-------------,punct,,,,,0.0605515396144718,O
CPC,NOUN,BNXXX-----A----,appos,,,,,-0.0201258548963656,B-io
),PUNCT,Z:-------------,punct,,,,,0.0013957738433979,O
v,ADP,RR--6----------,case,Loc,,,,-0.0800358241602957,O
zemi,NOUN,NNFS6-----A----,nmod,Loc,Fem,Sing,,0.0489993556802614,O
",",PUNCT,Z:-------------,punct,,,,,0.1033318219439788,O
které,DET,P4NS1----------,nsubj,Nom,Neut,Sing,,-0.0373378873614932,O
připadá,VERB,VB-S---3P-AAI--,acl:relcl,,,Sing,,0.1055989877159602,O
na,ADP,RR--4----------,case,Acc,,,,0.0145132991315005,O
1,NUM,C=-------------,nummod,,,,,0.0711836229022437,B-T|B-td
.,PUNCT,Z:-------------,punct,,,,,0.1445036659482572,I-T|I-td
října,NOUN,NNIS2-----A----,obl,Gen,Masc,Sing,Inan,-0.0709291881677888,I-T|B-tm
.,PUNCT,Z:-------------,punct,,,,,0.254426624774,O
Dle,ADP,RR--2----------,case,Gen,,,,0.0824429994814106,O
informací,NOUN,NNFP2-----A----,obl,Gen,Fem,Plur,,-0.1334696371610578,O
z,ADP,RR--2----------,case,Gen,,,,-0.0298789919662853,O
oficiálních,ADJ,AAFP2----1A----,amod,Gen,Fem,Plur,,-0.0084362070832968,O
webových,ADJ,AAFP2----1A----,amod,Gen,Fem,Plur,,-0.2042649976942031,O
stránek,NOUN,NNFP2-----A----,nmod,Gen,Fem,Plur,,0.0464970225407712,O
zahájila,VERB,VpQW----R-AAP--,root,,"Fem,Neut","Plur,Sing",,0.1092912151894865,O
státní,ADJ,AAFS1----1A----,amod,Nom,Fem,Sing,,-0.0469148280490432,O
volební,ADJ,AAFS1----1A----,amod,Nom,Fem,Sing,,-0.0501738373897984,O
komise,NOUN,NNFS1-----A----,nsubj,Nom,Fem,Sing,,-0.0744769804317945,O
(,PUNCT,Z:-------------,punct,,,,,0.0102485613759541,O
NEA,NOUN,BNXXX-----A----,appos,,,,,0.3650851433757707,B-io
),PUNCT,Z:-------------,punct,,,,,0.0927588023386258,O
v,ADP,RR--4----------,case,Acc,,,,-0.2436944232193897,O
sobotu,NOUN,NNFS4-----A----,obl,Acc,Fem,Sing,,0.2245705512575696,O
registraci,NOUN,NNFS4-----A----,obj,Acc,Fem,Sing,,-0.1330597463613757,O
údajů,NOUN,NNIP2-----A----,nmod,Gen,Masc,Plur,Inan,0.016541895171795,O
voličů,NOUN,NNMP2-----A----,nmod,Gen,Masc,Plur,Anim,0.0959823969940341,O
v,ADP,RR--6----------,case,Loc,,,,-0.1209509082198552,O
zahraničí,NOUN,NNNS6-----A----,nmod,Loc,Neut,Sing,,-0.1250919401783975,O
",",PUNCT,Z:-------------,punct,,,,,0.1495784338729379,O
aby,AUX,Vc-------------,aux,,,,,0.0378766596567848,O
mohli,VERB,VpMP----R-AAI--,advcl,,Masc,Plur,Anim,-0.0303859452237148,O
zaslat,VERB,Vf--------A-P--,xcomp,,,,,0.036363684585695,O
svůj,DET,P8IS4----------,det,Acc,Masc,Sing,Inan,-0.0314198058511141,O
hlas,NOUN,NNIS4-----A----,obj,Acc,Masc,Sing,Inan,-0.1499464001561896,O
do,ADP,RR--2----------,case,Gen,,,,-0.0369185742852182,O
senátních,ADJ,AAFP2----1A----,amod,Gen,Fem,Plur,,0.0911997879012456,O
voleb,NOUN,NNFP2-----A----,obl,Gen,Fem,Plur,,-0.1304672121073867,O
naplánovaných,ADJ,AAFP2----1A----,amod,Gen,Fem,Plur,,-0.0259828680757372,O
na,ADP,RR--4----------,case,Acc,,,,-0.5449177117252937,O
9,NUM,C=-------------,nummod,,,,,-0.0807410708534104,B-T|B-td
.,PUNCT,Z:-------------,punct,,,,,0.2074670146397397,I-T|I-td
a,CCONJ,J^-------------,cc,,,,,-0.0612189988734212,I-T
10,NUM,C=-------------,conj,,,,,-0.1841419381835038,I-T|B-td
.,PUNCT,Z:-------------,punct,,,,,0.1592189466879422,I-T|I-td
srpna,NOUN,NNIS2-----A----,obl,Gen,Masc,Sing,Inan,-0.0849101123832215,I-T|B-tm
.,PUNCT,Z:-------------,punct,,,,,0.0813999577343081,O
Dolní,ADJ,AAFS1----1A----,amod,Nom,Fem,Sing,,-0.0021172035521426,O
sněmovna,NOUN,NNFS1-----A----,nsubj,Nom,Fem,Sing,,-0.0072246786853814,O
egyptského,ADJ,AAIS2----1A----,amod,Gen,Masc,Sing,Inan,0.0140160262568206,O
parlamentu,NOUN,NNIS2-----A----,nmod,Gen,Masc,Sing,Inan,-0.0132878034871124,O
schválila,VERB,VpQW----R-AAP--,root,,"Fem,Neut","Plur,Sing",,-0.0417446481893538,O
17,NUM,C=-------------,nummod,,,,,8.819593500733575,B-T|B-td
.,PUNCT,Z:-------------,punct,,,,,0.0164895083472257,I-T|I-td
června,NOUN,NNIS2-----A----,obl,Gen,Masc,Sing,Inan,0.0336825933241449,I-T|B-tm
zákon,NOUN,NNIS4-----A----,obj,Acc,Masc,Sing,Inan,0.0218780202575272,O
zřizující,ADJ,AGIS4-----A----,amod,Acc,Masc,Sing,Inan,0.0251850879719882,O
senát,NOUN,NNIS4-----A----,obj,Acc,Masc,Sing,Inan,-0.0051878640419527,O
",",PUNCT,Z:-------------,punct,,,,,0.1091214862572852,O
který,DET,P4YS1----------,nsubj,Nom,Masc,Sing,,-0.0177381144711852,O
má,VERB,VB-S---3P-AAI--,acl:relcl,,,Sing,,0.0233350844704185,O
fungovat,VERB,Vf--------A-I--,xcomp,,,,,0.0016817473639445,O
jako,SCONJ,"J,-------------",mark,,,,,0.0339578188358096,O
horní,ADJ,AAFS1----1A----,amod,Nom,Fem,Sing,,0.0497891800568852,O
komora,NOUN,NNFS1-----A----,xcomp,Nom,Fem,Sing,,0.0451276107397653,O
parlamentu,NOUN,NNIS2-----A----,nmod,Gen,Masc,Sing,Inan,-0.0107950128914551,O
.,PUNCT,Z:-------------,punct,,,,,0.0080779182123621,O
Bohužel,PART,TT-------------,advmod,,,,,-0.1824170552332046,O
jsem,AUX,VB-S---1P-AAI--,aux,,,Sing,,0.2733148333388112,O
od,ADP,RR--2----------,case,Gen,,,,-0.0609691900321919,O
vás,PRON,PP-P2--2-------,obl:arg,Gen,,Plur,,-0.0908651589851669,O
déle,ADV,Dg-------2A----,advmod,,,,,0.0377497216506662,O
než,SCONJ,"J,-------------",mark,,,,,0.0467014163270659,O
2,NUM,C=-------------,nummod,,,,,-0.0788140867662619,B-nc
minuty,NOUN,NNFP4-----A----,obl,Acc,Fem,Plur,,-0.0365508657458627,O
neobdržel,VERB,VpYS----R-NAP--,root,,Masc,Sing,,0.1847293588842937,O
žádnou,DET,PWFS4----------,det,Acc,Fem,Sing,,-0.468682125701742,O
odpověď,NOUN,NNFS4-----A----,obj,Acc,Fem,Sing,,-0.1951195121082284,O
.,PUNCT,Z:-------------,punct,,,,,0.2753243454360248,O
Contact,X,F%-------------,nsubj,,,,,-0.0048284692761473,B-if
Left,X,F%-------------,flat:foreign,,,,,0.240057832642634,I-if
Limited,X,F%-------------,flat:foreign,,,,,-0.0248155070460897,I-if
je,AUX,VB-S---3P-AAI--,cop,,,Sing,,-0.0294195741698048,O
oficiálním,ADJ,AAMS7----1A----,amod,Ins,Masc,Sing,Anim,0.0241163363894057,O
dodavatelem,NOUN,NNMS7-----A----,root,Ins,Masc,Sing,Anim,0.0569491750475933,O
spacáků,NOUN,NNIP2-----A----,nmod,Gen,Masc,Plur,Inan,0.0324046852308827,O
Snugpak,PROPN,NNIS1-----A----,nmod,,,,,0.078731686535564,B-op
a,CCONJ,J^-------------,cc,,,,,0.1081554198886192,O
nabízí,VERB,VB-S---3P-AAI--,conj,,,Sing,,-0.664615124380512,O
široký,ADJ,AAIS4----1A----,amod,Acc,Masc,Sing,Inan,-0.2075117651774026,O
sortiment,NOUN,NNIS4-----A----,obj,Acc,Masc,Sing,Inan,0.0326772867934227,O
jejich,DET,P9XXXXP3-------,det,,,,,-0.4883025327461913,O
výrobků,NOUN,NNIP2-----A----,nmod,Gen,Masc,Plur,Inan,0.0429887202251578,O
na,ADP,RR--6----------,case,Loc,,,,-0.0190768916413298,O
EBAY,NOUN,BNXXX-----A----,nmod,,,,,0.0216154538409219,O
.,PUNCT,Z:-------------,punct,,,,,0.2935389795820569,O
S,ADP,RR--7----------,case,Ins,,,,-0.2401813442443573,O
National,X,F%-------------,nmod,,,,,0.063578482979465,B-if
&,PUNCT,Z:-------------,punct,,,,,0.4303399817195598,I-if
Hertz,PROPN,F%-------------,conj,,,,,0.2589279902900183,I-if
jsem,AUX,VB-S---1P-AAI--,aux,,,Sing,,-0.214045983518946,O
měl,VERB,VpYS----R-AAI--,root,,Masc,Sing,,-0.0221439366280833,O
vždy,ADV,Db-------------,advmod,,,,,-0.5488820128054185,O
nejlepší,ADJ,AAFS4----3A----,amod,Acc,Fem,Sing,,-0.1282259529550387,O
zkušenost,NOUN,NNFS4-----A----,obj,Acc,Fem,Sing,,-0.3033281729682731,O
.,PUNCT,Z:-------------,punct,,,,,0.346562266205852,O
Bratr,NOUN,NNMS1-----A----,nsubj:pass,Nom,Masc,Sing,Anim,0.0150343803946095,O
pákistánské,ADJ,AAFS2----1A----,amod,Gen,Fem,Sing,,0.3873260325141046,O
hvězdy,NOUN,NNFS2-----A----,nmod,Gen,Fem,Sing,,0.0522574640509462,O
sociálních,ADJ,AAFP2----1A----,amod,Gen,Fem,Plur,,0.3375617048726919,O
sítí,NOUN,NNFP2-----A----,nmod,Gen,Fem,Plur,,0.4261032184382525,O
Qandeel,PROPN,NNMS1-----A----,flat,Nom,Masc,Sing,Anim,-0.0328059675961296,B-P|B-pf
Balochové,PROPN,NNMS1-----A----,flat,Nom,Masc,Sing,Anim,0.4100388555069624,I-P|B-ps
odsouzen,ADJ,VsYS----X-APP--,root,,Masc,Sing,,0.2983202750494585,O
na,ADP,RR--4----------,case,Acc,,,,0.0480184315675352,O
doživotí,NOUN,NNNS4-----A----,obl,Acc,Neut,Sing,,0.252467010953124,O
pro,ADP,RR--4----------,case,Acc,,,,-0.055817057733485,O
vraždu,NOUN,NNFS4-----A----,obl,Acc,Fem,Sing,,0.0448378998489165,O
ze,ADP,RV--2----------,case,Gen,,,,0.0121909055585856,O
cti,NOUN,NNFS2-----A----,nmod,Gen,Fem,Sing,,0.172288994055271,O
Walt,PROPN,NNMS1-----A----,nsubj,Nom,Masc,Sing,Anim,0.0454594715637509,B-p_
vyměňuje,VERB,VB-S---3P-AAI--,root,,,Sing,,0.1148000827380087,O
ohřívač,NOUN,NNIS4-----A----,obj,Acc,Masc,Sing,Inan,-0.0708315112506358,O
horké,ADJ,AAFS2----1A----,amod,Gen,Fem,Sing,,0.0092197421836208,O
vody,NOUN,NNFS2-----A----,nmod,Gen,Fem,Sing,,-0.1871624403271905,O
",",PUNCT,Z:-------------,punct,,,,,0.204644044407467,O
pak,ADV,Db-------------,advmod,,,,,-0.09736219969426,O
vyměňuje,VERB,VB-S---3P-AAI--,conj,,,Sing,,-0.049346805995283,O
desky,NOUN,NNFP4-----A----,obj,Acc,Fem,Plur,,-0.0453985217900038,O
",",PUNCT,Z:-------------,punct,,,,,0.2086880589280731,O
které,DET,P4FP1----------,nsubj,Nom,Fem,Plur,,-0.0258056117608005,O
zřejmě,ADV,Dg-------1A----,advmod,,,,,0.0459387950123385,O
ne,PART,TT-------------,advmod:emph,,,,,0.1057518395839315,O
nutně,ADV,Dg-------1A----,advmod,,,,,0.623116383299199,O
kazily,VERB,VpTP----R-AAI--,acl:relcl,,"Fem,Masc",Plur,Inan,0.0487417410246813,O
.,PUNCT,Z:-------------,punct,,,,,-0.0466351157918895,O
Kyberútoky,NOUN,NNIP1-----A----,nsubj:pass,Nom,Masc,Plur,Inan,0.1671618233549652,O
jsou,AUX,VB-P---3P-AAI--,aux:pass,,,Plur,,0.1934866202352684,O
v,ADP,RR--6----------,case,Loc,,,,-0.1609277335019902,O
současné,ADJ,AAFS6----1A----,amod,Loc,Fem,Sing,,0.1443201190358525,O
době,NOUN,NNFS6-----A----,obl,Loc,Fem,Sing,,0.0331474787899335,O
vnímány,ADJ,VsTP----X-API--,root,,"Fem,Masc",Plur,Inan,0.1622972567110684,O
jako,SCONJ,"J,-------------",mark,,,,,0.1396361075135916,O
největší,ADJ,AAFS1----3A----,amod,Nom,Fem,Sing,,0.122852770096788,O
hrozba,NOUN,NNFS1-----A----,xcomp,Nom,Fem,Sing,,0.0323720713587796,O
pro,ADP,RR--4----------,case,Acc,,,,0.2347567842727622,O
finanční,ADJ,AAFS4----1A----,amod,Acc,Fem,Sing,,0.0912371281399143,O
stabilitu,NOUN,NNFS4-----A----,nmod,Acc,Fem,Sing,,0.2622059708167021,O
.,PUNCT,Z:-------------,punct,,,,,0.6182707702067523,O
Abyste,AUX,Vc-P---2-------,aux,,,Plur,,0.1462627474408986,O
získali,VERB,VpMP----R-AAP--,advcl,,Masc,Plur,Anim,0.0436231968640166,O
nárok,NOUN,NNIS4-----A----,obj,Acc,Masc,Sing,Inan,0.0508822751854968,O
na,ADP,RR--4----------,case,Acc,,,,-0.1263457833739831,O
Virus,X,F%-------------,nmod,,,,,-0.1211675443522916,B-o_
Protection,X,F%-------------,flat:foreign,,,,,0.0178807782008119,I-o_
