word,upos,xpos,deprel,case,gender,number,animacy,score,ner
мире,NOUN,,nmod,Loc,Masc,Sing,Inan,0.0542718375058791,NONE
по,ADP,,case,,,,,-0.0113559490202449,NONE
рыночной,ADJ,,amod,Dat,Fem,Sing,,0.0157409704393519,NONE
капитализации,NOUN,,nmod,Dat,Fem,Sing,Inan,0.0968090733373058,NONE
.,PUNCT,,punct,,,,,-0.5088353056597261,NONE
Организация,NOUN,,nsubj,Nom,Fem,Sing,Inan,-0.0214110856768382,NONE
по,ADP,,case,,,,,-0.3313269048863593,NONE
защите,NOUN,,nmod,Dat,Fem,Sing,Inan,-0.0868831401673691,NONE
прав,NOUN,,nmod,Gen,Neut,Plur,Inan,0.0521189671027913,NONE
человека,NOUN,,nmod,Gen,Masc,Sing,Anim,0.0702458421521878,NONE
Amnesty,PROPN,,flat:foreign,,,,,0.1936282465470693,ORG
International,PROPN,,flat:foreign,,,,,0.0034716402160612,ORG
проанализировала,VERB,,root,,Fem,Sing,,0.1251002099887018,NONE
500,NUM,,nummod,,,,,-0.0345558490309678,NONE
видео,NOUN,,obl,Gen,Neut,Plur,Inan,-0.0235673548671969,NONE
с,ADP,,case,,,,,-0.1068381881849237,NONE
протестов,NOUN,,nmod,Gen,Masc,Plur,Inan,0.1387505608074727,NONE
с,ADP,,case,,,,,-0.085771613369185,NONE
26,NUM,,obl,,,,,0.3707721402016593,NONE
мая,NOUN,,flat,Gen,Masc,Sing,Inan,0.0972677032377263,NONE
по,ADP,,case,,,,,-0.0420595483934246,NONE
5,NUM,,nmod,,,,,-0.0545907995850564,NONE
июня,NOUN,,flat,Gen,Masc,Sing,Inan,0.0718712425159075,NONE
и,CCONJ,,cc,,,,,0.0647266861169012,NONE
обнаружила,VERB,,conj,,Fem,Sing,,0.1353039676692513,NONE
125,NUM,,nummod,,,,,-0.0284297724074076,NONE
случаев,NOUN,,obl,Gen,Masc,Plur,Inan,-0.0518919758789798,NONE
чрезмерного,ADJ,,amod,Gen,Neut,Sing,,0.3267745205941431,NONE
применения,NOUN,,nmod,Gen,Neut,Sing,Inan,-0.0883183473210904,NONE
силы,NOUN,,nmod,Gen,Fem,Sing,Inan,-0.0901611363351426,NONE
в,ADP,,case,,,,,0.104403081075335,NONE
40,NUM,,nummod,,,,,0.2052591855220198,NONE
штатах,NOUN,,nmod,Loc,Masc,Plur,Inan,0.2063181897876924,NONE
и,CCONJ,,cc,,,,,0.1673041048928893,NONE
округе,NOUN,,conj,Loc,Masc,Sing,Inan,0.0717170591011416,NONE
Колумбия,PROPN,,appos,Nom,Fem,Sing,Inan,0.2092742176859359,LOC
.,PUNCT,,punct,,,,,-0.1308471909423496,NONE
У,ADP,,case,,,,,-0.4238137638495893,NONE
36-летнего,ADJ,,amod,Gen,Masc,Sing,,0.2121042136118661,NONE
музыканта,NOUN,,obl,Gen,Masc,Sing,Anim,0.3584108952621705,NONE
уже,ADV,,advmod,,,,,0.1905030091374386,NONE
был,VERB,,root,,Masc,Sing,,-0.0135169484635496,NONE
ряд,NOUN,,nsubj,Nom,Masc,Sing,Inan,0.0602751463015578,NONE
неприятностей,NOUN,,nmod,Gen,Fem,Plur,Inan,-0.0244172310913432,NONE
с,ADP,,case,,,,,0.271446872807729,NONE
законом,NOUN,,nmod,Ins,Masc,Sing,Inan,-0.0612375052227565,NONE
.,PUNCT,,punct,,,,,0.3203617845281062,NONE
Особенно,ADV,,advmod,,,,,-0.0221053840942648,NONE
2,NUM,,root,,,,,0.0185469419603128,NONE
.,PUNCT,,punct,,,,,-0.0019819744343282,NONE
10,NUM,,nmod,,,,,-0.0699986833233455,NONE
«Конец»,NOUN,,nsubj,,,,,0.0176873983838383,NONE
В,ADP,,case,,,,,0.1431525871935238,NONE
США,PROPN,,obl,Loc,,Plur,Inan,0.0292706555598879,LOC
не,PART,,advmod,,,,,-0.0350429068252033,NONE
проводят,VERB,,root,,,Plur,,0.1434456588255125,NONE
масштабных,ADJ,,amod,Gen,,Plur,,0.2720628280363917,NONE
рандомизированных,VERB,,amod,Gen,,Plur,,0.1186824913444078,NONE
исследований,NOUN,,obl,Gen,Neut,Plur,Inan,-0.0494924462035794,NONE
",",PUNCT,,punct,,,,,0.5253142327291352,NONE
а,CCONJ,,cc,,,,,0.3289715885889985,NONE
в,ADP,,case,,,,,0.2648452010954258,NONE
результате,NOUN,,obl,Loc,Masc,Sing,Inan,0.3605845355300524,NONE
получают,VERB,,conj,,,Plur,,0.0880558296168007,NONE
плохие,ADJ,,amod,Acc,,Plur,Inan,0.1126759549678665,NONE
лекарства,NOUN,,obj,Acc,Neut,Plur,Inan,0.0806678365768096,NONE
Жители,NOUN,,nsubj,Nom,Masc,Plur,Anim,0.3200228517560642,NONE
Ндарагвы,PROPN,,nmod,Gen,Fem,Sing,Inan,0.6024074265082963,LOC
",",PUNCT,,punct,,,,,-0.1342600767780135,NONE
расположенной,ADJ,,amod,Gen,Fem,Sing,,0.0506066983582129,NONE
в,ADP,,case,,,,,-0.0559193200613391,NONE
самой,ADJ,,amod,Loc,Fem,Sing,,0.0428971224726657,NONE
северной,ADJ,,amod,Loc,Fem,Sing,,0.0253019785078184,NONE
части,NOUN,,obl,Loc,Fem,Sing,Inan,0.0228318446192727,NONE
округа,NOUN,,nmod,Gen,Masc,Sing,Inan,-0.100546199058735,NONE
Ньярандаруа,PROPN,,appos,Nom,Fem,Sing,Inan,0.0241659460157037,LOC
",",PUNCT,,punct,,,,,-0.0484190972166275,NONE
добывают,VERB,,root,,,Plur,,-0.0314263782233838,NONE
все,PRON,,obj,Acc,Neut,Sing,Inan,0.0613392506056916,NONE
необходимое,ADJ,,amod,Acc,Neut,Sing,,0.1008600953505271,NONE
либо,CCONJ,,cc,,,,,-0.0235571610091571,NONE
в,ADP,,case,,,,,-0.0247183752411481,NONE
городе,NOUN,,obl,Loc,Masc,Sing,Inan,0.002907080899629,NONE
Ньяхуруру,PROPN,,appos,Nom,Masc,Sing,Inan,0.0832308553879491,LOC
(,PUNCT,,punct,,,,,-0.0276970187723109,NONE
округ,NOUN,,parataxis,Nom,Masc,Sing,Inan,-0.014299770787771,NONE
Лайкипия,PROPN,,appos,Nom,Fem,Sing,Inan,0.0554339027010491,LOC
),PUNCT,,punct,,,,,-0.0034513383244996,NONE
",",PUNCT,,punct,,,,,-0.1614831059290384,NONE
либо,CCONJ,,cc,,,,,0.0942521920926617,NONE
в,ADP,,case,,,,,0.0544669922634059,NONE
городе,NOUN,,conj,Loc,Masc,Sing,Inan,0.0730497178003473,NONE
Ньери,PROPN,,appos,Nom,Masc,Sing,Inan,0.0117474325762789,LOC
в,ADP,,case,,,,,0.0218477617771043,NONE
округе,NOUN,,nmod,Loc,Masc,Sing,Inan,-0.000514375459495,NONE
Ньери,PROPN,,appos,Nom,Masc,Sing,Inan,0.0340858253824185,LOC
",",PUNCT,,punct,,,,,-0.2223722482864487,NONE
поскольку,SCONJ,,mark,,,,,-0.1001913856261439,NONE
добираться,VERB,,csubj,,,,,0.0728960182013025,NONE
до,ADP,,case,,,,,-0.0409120350938727,NONE
центра,NOUN,,obl,Gen,Masc,Sing,Inan,0.0393984026329195,NONE
их,DET,,det,,,,,-0.0039358643434503,NONE
собственного,ADJ,,amod,Gen,Masc,Sing,,0.1138103147744363,NONE
округа,NOUN,,nmod,Gen,Masc,Sing,Inan,0.0252734984093161,NONE
Ол,PROPN,,appos,Nom,Masc,Sing,Inan,0.0801659879401964,LOC
Калу,PROPN,,flat:name,Nom,Masc,Sing,Inan,0.0341998890827011,LOC
слишком,ADV,,obl,,,,,0.0227928196243847,NONE
дорого,ADJ,,advcl,,Neut,Sing,,0.0991330963076948,NONE
.,PUNCT,,punct,,,,,0.0776472214845236,NONE
«Риэлторы,NOUN,,nsubj,Nom,Masc,Plur,Anim,0.2255330638235669,NONE
не,PART,,advmod,,,,,-0.0515787658759128,NONE
сразу,ADV,,advmod,,,,,-0.1074950998177726,NONE
реагируют,VERB,,root,,,Plur,,-0.1139208169954157,NONE
на,ADP,,case,,,,,-0.1046407982512943,NONE
изменения,NOUN,,obl,Acc,Neut,Plur,Inan,-0.0874035290665511,NONE
рынка,NOUN,,nmod,Gen,Masc,Sing,Inan,-0.0584592730256565,NONE
",",PUNCT,,punct,,,,,0.0335747716993068,NONE
поэтому,ADV,,advmod,,,,,0.0249612440914035,NONE
их,DET,,det,,,,,-0.0859923991380333,NONE
оценка,NOUN,,nsubj,Nom,Fem,Sing,Inan,-0.0117346338339479,NONE
стоимости,NOUN,,nmod,Gen,Fem,Sing,Inan,-0.050677683098516,NONE
может,VERB,,conj,,,Sing,,-0.2135617814088258,NONE
не,PART,,advmod,,,,,-0.0568976361929475,NONE
полностью,ADV,,advmod,,,,,0.0915247021784205,NONE
совпадать,VERB,,xcomp,,,,,0.06348390848087,NONE
с,ADP,,case,,,,,0.0378801003029345,NONE
реальными,ADJ,,amod,Ins,,Plur,,0.0896989568100281,NONE
настроениями»,NOUN,,obl,Ins,Neut,Plur,Inan,0.0084881922562755,NONE
",",PUNCT,,punct,,,,,-0.1838555106032266,NONE
–,PUNCT,,punct,,,,,-0.3058005849266753,NONE
сказала,VERB,,parataxis,,Fem,Sing,,-0.0688424180687007,NONE
Косинби,PROPN,,nsubj,Nom,Fem,Sing,Anim,-0.0083268196903599,PER
.,PUNCT,,punct,,,,,-0.0108423185401647,NONE
Ограничения,NOUN,,nsubj,Nom,Neut,Plur,Inan,0.5753207328830512,NONE
",",PUNCT,,punct,,,,,0.0928415313177459,NONE
введенные,VERB,,acl,Nom,,Plur,,-0.0447938978580739,NONE
с,ADP,,case,,,,,-0.025472469402717,NONE
целью,NOUN,,obl,Ins,Fem,Sing,Inan,0.0236257332638273,NONE
предотвратить,VERB,,obl,,,,,0.1153399764938854,NONE
распространение,NOUN,,obj,Acc,Neut,Sing,Inan,-0.0052456043009059,NONE
COVID-19,PROPN,,flat:foreign,,,,,0.1596403830441145,NONE
",",PUNCT,,punct,,,,,0.1241832174760955,NONE
сказались,VERB,,root,,,Plur,,0.110448965500323,NONE
на,ADP,,case,,,,,-0.0080776258147561,NONE
проведении,NOUN,,obl,Loc,Neut,Sing,Inan,-0.0215893797578756,NONE
фестивалей,NOUN,,nmod,Gen,Masc,Plur,Inan,0.2541535669692585,NONE
и,CCONJ,,cc,,,,,0.1644825819737569,NONE
спортивных,ADJ,,amod,Gen,,Plur,,0.207487298347192,NONE
мероприятий,NOUN,,conj,Gen,Neut,Plur,Inan,0.1807950561198677,NONE
в,ADP,,case,,,,,-0.0164592179134387,NONE
Шотландии,PROPN,,nmod,Loc,Fem,Sing,Inan,0.1425033735201704,LOC
",",PUNCT,,punct,,,,,0.0768106572276832,NONE
в,ADP,,discourse,,,,,0.1035814419779238,NONE
частности,NOUN,,fixed,Loc,Fem,Sing,Inan,-0.0654763895333835,NONE
",",PUNCT,,punct,,,,,0.0406813661326687,NONE
Игр,PROPN,,parataxis,Gen,Fem,Plur,Inan,0.1635485581212233,NONE
горцев,NOUN,,nmod,Gen,Masc,Plur,Anim,0.1184063549233014,NONE
.,PUNCT,,punct,,,,,0.1053210405189584,NONE
Но,CCONJ,,cc,,,,,-0.5372904934545601,NONE
есть,VERB,,root,,,Sing,,-0.0951847201326905,NONE
проблема,NOUN,,nsubj,Nom,Fem,Sing,Inan,-0.0107445440807418,NONE
:,PUNCT,,punct,,,,,0.1015121731295762,NONE
структуры,NOUN,,nsubj,Nom,Fem,Plur,Inan,-0.0819669721421974,NONE
вроде,ADP,,case,,,,,-0.0573334524373212,NONE
плодов,NOUN,,nmod,Gen,Masc,Plur,Inan,0.0903168125038639,NONE
и,CCONJ,,cc,,,,,-0.0205671661318953,NONE
корней,NOUN,,conj,Gen,Masc,Plur,Inan,0.013049282715126,NONE
требуют,VERB,,parataxis,,,Plur,,0.0779728908095658,NONE
много,ADV,,advmod,,,,,0.0599688087829996,NONE
ресурсов,NOUN,,obl,Gen,Masc,Plur,Inan,0.0107347739313351,NONE
и,CCONJ,,cc,,,,,0.0052059486679506,NONE
обменной,ADJ,,amod,Gen,Fem,Sing,,0.0969550328422352,NONE
энергии,NOUN,,conj,Gen,Fem,Sing,Inan,0.0429936248225803,NONE
",",PUNCT,,punct,,,,,-0.0331644453847589,NONE
и,CCONJ,,cc,,,,,0.0167191796902936,NONE
если,SCONJ,,mark,,,,,-0.0937058882530885,NONE
растения,NOUN,,nsubj,Nom,Neut,Plur,Inan,0.0730211413781927,NONE
пытаются,VERB,,advcl,,,Plur,,0.0252185156135076,NONE
делать,VERB,,xcomp,,,,,0.0106309612617988,NONE
все,PRON,,obj,Acc,Neut,Sing,Inan,0.053178351773401,NONE
сразу,ADV,,advmod,,,,,0.0091763786829408,NONE
",",PUNCT,,punct,,,,,0.3398662325549181,NONE
то,SCONJ,,mark,,,,,-0.050869160953657,NONE
их,DET,,det,,,,,-0.0378403378891865,NONE
ограниченный,ADJ,,amod,Nom,Masc,Sing,,0.1169265013753791,NONE
запас,NOUN,,nsubj,Nom,Masc,Sing,Inan,-0.0060530388406434,NONE
энергии,NOUN,,nmod,Gen,Fem,Sing,Inan,0.0379518236817587,NONE
в,ADP,,case,,,,,0.1464334400439105,NONE
любом,DET,,det,Loc,Masc,Sing,,0.0593625169571415,NONE
случае,NOUN,,obl,Loc,Masc,Sing,Inan,-0.1134055873575807,NONE
делится,VERB,,conj,,,Sing,,0.0522481983031777,NONE
пополам,ADV,,advmod,,,,,0.1285364611067109,NONE
.,PUNCT,,punct,,,,,0.5229691103708048,NONE
«Она,PRON,,nsubj,Nom,Fem,Sing,,-0.0327276744238933,NONE
говорила,VERB,,root,,Fem,Sing,,0.143803808428725,NONE
о,ADP,,case,,,,,0.0087635290429553,NONE
жизненных,ADJ,,amod,Loc,,Plur,,-0.0089385526061398,NONE
трудностях,NOUN,,obl,Loc,Fem,Plur,Inan,-0.051226381719383,NONE
в,ADP,,case,,,,,-0.0384984761108205,NONE
целом,NOUN,,nmod,Loc,Neut,Sing,Inan,0.052182781123926,NONE
",",PUNCT,,punct,,,,,0.2786266466692796,NONE
а,CCONJ,,cc,,,,,-0.0413676675034654,NONE
не,PART,,advmod,,,,,0.0070711206477869,NONE
тех,DET,,det,Gen,,Plur,,0.0151095595655949,NONE
",",PUNCT,,punct,,,,,0.1765421395176003,NONE
с,ADP,,case,,,,,-0.0450294615393283,NONE
которыми,PRON,,obl,Ins,,Plur,,-0.3851822863691012,NONE
сталкивается,VERB,,acl:relcl,,,Sing,,-0.0018603964402101,NONE
член,NOUN,,nsubj,Nom,Masc,Sing,Anim,0.0281822677551828,NONE
королевской,ADJ,,amod,Gen,Fem,Sing,,0.0497485768860273,NONE
семьи,NOUN,,nmod,Gen,Fem,Sing,Inan,0.1055634209264832,NONE
",",PUNCT,,punct,,,,,0.3065653713753463,NONE
»,PUNCT,,punct,,,,,0.3763240618381774,NONE
—,PUNCT,,punct,,,,,0.0575529290202896,NONE
добавила,VERB,,parataxis,,Fem,Sing,,-0.0420715905807042,NONE
Модисе,PROPN,,iobj,Dat,Fem,Sing,Anim,0.042204008961407,PER
",",PUNCT,,punct,,,,,0.0758678501821235,NONE
признавая,VERB,,advcl,,,,,-0.0546848951223041,NONE
",",PUNCT,,punct,,,,,0.0583117316236477,NONE
что,SCONJ,,mark,,,,,-0.1166307179165134,NONE
Меган,PROPN,,nsubj,Nom,Fem,Sing,Anim,0.0610619463363245,PER
вызвала,VERB,,ccomp,,Fem,Sing,,0.257648712159839,NONE
у,ADP,,case,,,,,-0.0353343470538279,NONE
нее,PRON,,obl,Gen,Fem,Sing,,0.0340379900489593,NONE
благоговение,NOUN,,obj,Acc,Neut,Sing,Inan,0.1286812208722,NONE
.,PUNCT,,punct,,,,,0.0963833654218206,NONE
Похороны,NOUN,,obj,Acc,Fem,Plur,Inan,-0.0482362437138014,NONE
бывшего,ADJ,,amod,Gen,Masc,Sing,,0.1466176686841262,NONE
президента,NOUN,,nmod,Gen,Masc,Sing,Anim,0.0059428803319685,NONE
Зимбабве,PROPN,,nmod,Gen,Neut,Sing,Inan,0.2560751686488062,LOC
Роберта,PROPN,,appos,Gen,Masc,Sing,Anim,-0.1509621143891047,PER
Мугабе,PROPN,,flat:name,Gen,Masc,Sing,Anim,0.1520271555525825,PER
перенесут,VERB,,root,,,Plur,,0.4291855471290958,NONE
в,ADP,,case,,,,,-0.0872648518986653,NONE
Звимбу,PROPN,,obl,Acc,Fem,Sing,Inan,-0.0466140803004287,LOC
по,ADP,,case,,,,,-0.1336445802540707,NONE
требованию,NOUN,,obl,Dat,Neut,Sing,Inan,0.3336577660692966,NONE
его,DET,,det,,,,,0.1997987053715106,NONE
семьи,NOUN,,nmod,Gen,Fem,Sing,Inan,0.4661289100156514,NONE
Базирующийся,VERB,,acl,Nom,Masc,Sing,,0.1560857266375948,NONE
в,ADP,,case,,,,,-0.0381942033044063,NONE
Лондоне,PROPN,,obl,Loc,Masc,Sing,Inan,0.2039745977861172,LOC
международный,ADJ,,amod,Nom,Masc,Sing,,-0.0507377657870808,NONE
банк,NOUN,,nsubj,Nom,Masc,Sing,Inan,0.0052895362694824,NONE
HSBC,PROPN,,flat:foreign,,,,,0.0332277335025862,ORG
использовал,VERB,,root,,Masc,Sing,,0.0028990097366295,NONE
социальные,ADJ,,amod,Acc,,Plur,Inan,0.0971436073536534,NONE
сети,NOUN,,obj,Acc,Fem,Plur,Inan,0.0479950876462938,NONE
",",PUNCT,,punct,,,,,0.1905858305971091,NONE
чтобы,SCONJ,,mark,,,,,-0.028193032550148,NONE
объявить,VERB,,advcl,,,,,0.1489904167332378,NONE
",",PUNCT,,punct,,,,,-0.4708539709326501,NONE
что,SCONJ,,mark,,,,,0.1338114517048514,NONE
",",PUNCT,,punct,,,,,0.1537057085548227,NONE
вопреки,ADP,,case,,,,,0.1450742529118367,NONE
заявлениям,NOUN,,parataxis,Dat,Neut,Plur,Inan,0.1192168169239508,NONE
китайских,ADJ,,amod,Gen,,Plur,,0.1447591991906476,NONE
СМИ,NOUN,,nmod,Gen,Neut,Plur,Inan,0.0174903328753711,ORG
",",PUNCT,,punct,,,,,-0.0134285703242733,NONE
он,PRON,,nsubj,Nom,Masc,Sing,,0.1591317357194228,NONE
не,PART,,advmod,,,,,0.094615346394413,NONE
«фальсифицировал,VERB,,ccomp,,Masc,Sing,,0.1772366414486305,NONE
улики»,NOUN,,obj,Acc,Masc,Sing,Inan,0.3088282799039498,NONE
против,ADP,,case,,,,,0.1127657269919196,NONE
Huawei,PROPN,,flat:foreign,,,,,0.0768769753487495,ORG
",",PUNCT,,punct,,,,,0.0074261117555899,NONE
на,ADP,,case,,,,,0.0466234198757024,NONE
основании,NOUN,,obl,Loc,Neut,Sing,Inan,-0.178664517839784,NONE
которых,PRON,,nmod,Gen,,,,-0.0123473434325838,NONE
в,ADP,,case,,,,,-0.0550462357131267,NONE
Канаде,PROPN,,obl,Loc,Fem,Sing,Inan,0.133470443836262,LOC
была,AUX,,aux:pass,,Fem,Sing,,-0.1107471504203666,NONE
арестована,VERB,,acl:relcl,,Fem,Sing,,-0.0459438188803727,NONE
финансовый,ADJ,,amod,Nom,Masc,Sing,,0.2139022081311417,NONE
директор,NOUN,,nsubj:pass,Nom,Masc,Sing,Anim,-0.0913679900319524,NONE
компании,NOUN,,nmod,Gen,Fem,Sing,Inan,0.0804250709258003,NONE
.,PUNCT,,punct,,,,,0.0799633896993852,NONE
В,ADP,,case,,,,,-0.1050263322539732,NONE
четверг,NOUN,,obl,Acc,Masc,Sing,Inan,-0.02356387713749,NONE
издательство,NOUN,,nsubj,Nom,Neut,Sing,Inan,-0.05919099658721,NONE
Skyhorse,PROPN,,flat:foreign,,,,,0.0664874656334095,ORG
Publishing,PROPN,,flat:foreign,,,,,-0.026668190144601,ORG
объявило,VERB,,root,,Neut,Sing,,0.1071997915615653,NONE
",",PUNCT,,punct,,,,,0.1096364015140146,NONE
что,SCONJ,,mark,,,,,-0.4866356090188996,NONE
книга,NOUN,,nsubj,Nom,Fem,Sing,Inan,-0.173583410847408,NONE
«Путь,NOUN,,nmod,Nom,Fem,Sing,Inan,0.2126509156867427,NONE
Нэнси,PROPN,,nmod,Gen,Masc,Sing,Anim,-0.0335780735256635,NONE
Пелоси»,PROPN,,flat:name,Gen,Fem,Sing,Anim,0.1081338892938402,NONE
поступит,VERB,,ccomp,,,Sing,,-0.0050975705658486,NONE
в,ADP,,case,,,,,0.097524773240749,NONE
продажу,NOUN,,obl,Acc,Fem,Sing,Inan,0.0377614345798304,NONE
26,NUM,,obl,,,,,-0.0920487611443044,NONE
ноября,NOUN,,flat,Gen,Masc,Sing,Inan,-0.2606405550832835,NONE
.,PUNCT,,punct,,,,,0.2482273478383733,NONE
«Чего,PRON,,nsubj,Gen,Neut,Sing,Inan,0.1788766402937297,NONE
нам,PRON,,iobj,Dat,,Plur,,0.0100431736910705,NONE
не,PART,,advmod,,,,,0.0496351242501494,NONE
нужно,ADJ,,advcl,,Neut,Sing,,-0.0618439397958422,NONE
",",PUNCT,,punct,,,,,-0.0357272163477552,NONE
так,ADV,,advmod,,,,,-0.0406473098701679,NONE
это,PART,,expl,,,,,-0.0173350421005157,NONE
чтобы,SCONJ,,mark,,,,,0.1260683794532729,NONE
федеральные,ADJ,,amod,Nom,,Plur,,0.0039513511087657,NONE
агенты,NOUN,,nsubj,Nom,Masc,Plur,Anim,0.1179317292504271,NONE
подливали,VERB,,root,,,Plur,,0.0061804983242831,NONE
масло,NOUN,,obj,Acc,Neut,Sing,Inan,-0.055794044524048,NONE
в,ADP,,case,,,,,0.1688322707804471,NONE
огонь,NOUN,,obl,Acc,Masc,Sing,Inan,0.1212008619220127,NONE
",",PUNCT,,punct,,,,,-0.5842057936319152,NONE
который,PRON,,nsubj,Nom,Masc,Sing,,-0.1891645500871325,NONE
",",PUNCT,,punct,,,,,0.194320757540708,NONE
как,SCONJ,,mark,,,,,0.347326387981747,NONE
я,PRON,,nsubj,Nom,,Sing,,0.0426782187109034,NONE
считаю,VERB,,parataxis,,,Sing,,-0.3143386733972619,NONE
",",PUNCT,,punct,,,,,0.0757907205175478,NONE
превращает,VERB,,acl:relcl,,,Sing,,0.1657188547134367,NONE
это,PRON,,obj,Acc,Neut,Sing,Inan,-0.1444595389608997,NONE
в,ADP,,case,,,,,0.0653515672487199,NONE
актуальный,ADJ,,amod,Acc,Masc,Sing,Inan,-0.0485741364337538,NONE
политический,ADJ,,amod,Acc,Masc,Sing,Inan,-0.0168726999243762,NONE
вопрос»,NOUN,,obl,Acc,Masc,Sing,Inan,-0.053453039548568,NONE
",",PUNCT,,punct,,,,,0.0452925795032818,NONE
–,PUNCT,,punct,,,,,-0.1782046871945712,NONE
сказал,VERB,,parataxis,,Masc,Sing,,0.0398006036923297,NONE
он,PRON,,nsubj,Nom,Masc,Sing,,-0.0155815432759342,NONE
.,PUNCT,,punct,,,,,0.1660781433762826,NONE
