word,upos,xpos,deprel,case,gender,number,animacy,score,ner
лидером,NOUN,,acl:relcl,Ins,Masc,Sing,Anim,0.134811264776913,NONE
Кришак,PROPN,,nmod,Gen,Masc,Sing,Inan,0.025102339990086,PER
Мукти,PROPN,,appos,,,,,0.2009645144937241,PER
Санграм,PROPN,,appos,Nom,Masc,Sing,Inan,0.2181375611194528,PER
Самити,PROPN,,appos,Gen,Masc,Sing,Anim,0.0588962284848369,PER
во,ADP,,case,,,,,0.0111438656122275,NONE
время,NOUN,,fixed,Acc,Neut,Sing,Inan,0.0062424226591655,NONE
беспорядков,NOUN,,nmod,Gen,Masc,Plur,Inan,0.192414890428877,NONE
и,CCONJ,,cc,,,,,-0.0277401357767226,NONE
был,AUX,,aux:pass,,Masc,Sing,,-0.1453069822916496,NONE
заключен,VERB,,conj,,Masc,Sing,,-0.2336667381734878,NONE
в,ADP,,case,,,,,0.1037463345329428,NONE
тюрьму,NOUN,,obl,Acc,Fem,Sing,Inan,0.2027124898669401,NONE
за,ADP,,case,,,,,-0.0124792380290038,NONE
свою,DET,,det,Acc,Fem,Sing,,-0.0469008058507175,NONE
роль,NOUN,,obl,Acc,Fem,Sing,Inan,-0.0957233210187789,NONE
в,ADP,,case,,,,,0.0235982619824291,NONE
нем,PRON,,nmod,Loc,Masc,Sing,,-0.0535677239291248,NONE
",",PUNCT,,punct,,,,,0.0854320977148763,NONE
воздавая,VERB,,advcl,,,,,0.0151665775389634,NONE
дань,NOUN,,obj,Acc,Fem,Sing,Inan,0.0751756698088092,NONE
уважения,NOUN,,nmod,Gen,Neut,Sing,Inan,0.0356010141257037,NONE
фотографиям,NOUN,,iobj,Dat,Fem,Plur,Inan,0.1084172672263076,NONE
погибших,VERB,,nmod,Gen,,Plur,,0.0319044669826128,NONE
",",PUNCT,,punct,,,,,0.1002499897214097,NONE
сказал,VERB,,root,,Masc,Sing,,-0.0870192523557297,NONE
",",PUNCT,,punct,,,,,0.1611737922815921,NONE
что,SCONJ,,mark,,,,,0.0209350124562385,NONE
политические,ADJ,,amod,Nom,,Plur,,0.2459146076467018,NONE
партии,NOUN,,nsubj,Nom,Fem,Plur,Inan,0.0983540200616641,NONE
и,CCONJ,,cc,,,,,-0.0008205672878085,NONE
«националистические,ADJ,,amod,Nom,,Plur,,0.2115817013579744,NONE
организации»,NOUN,,conj,Nom,Fem,Plur,Inan,-0.0718018805017272,NONE
должны,ADJ,,ccomp,,,Plur,,-0.0233741742129706,NONE
взять,VERB,,xcomp,,,,,-0.0220218387723464,NONE
на,ADP,,case,,,,,0.0179050894522026,NONE
себя,PRON,,obl,Acc,,,,-0.0245753942458378,NONE
инициативу,NOUN,,obj,Acc,Fem,Sing,Inan,0.0058398068853711,NONE
.,PUNCT,,punct,,,,,0.09845087767731,NONE
в,ADP,,case,,,,,0.2554806888176159,NONE
возобновлении,NOUN,,nmod,Loc,Neut,Sing,Inan,0.0803706376432829,NONE
движения,NOUN,,nmod,Gen,Neut,Sing,Inan,-0.0558044495151925,NONE
.,PUNCT,,punct,,,,,0.0767808471347895,NONE
Клакманнаншир,NOUN,,root,Nom,Masc,Sing,Inan,0.1761974692041019,NONE
:,PUNCT,,punct,,,,,0.073957781032941,NONE
Alva,PROPN,,nsubj,,,,,-0.0562985201643852,ORG
Academy,PROPN,,flat:foreign,,,,,0.0087825842987511,ORG
собрала,VERB,,parataxis,,Fem,Sing,,0.0114597971001555,NONE
более,ADV,,advmod,,,,,-0.166996390666119,NONE
300,NUM,,nummod,,,,,0.1930149128401563,NONE
000,NUM,,nummod,,,,,0.1494666825058051,NONE
фунтов,NOUN,,obl,Gen,Masc,Plur,Inan,0.2511633898739122,NONE
стерлингов,NOUN,,nmod,Gen,Masc,Plur,Inan,0.0755276227333311,NONE
для,ADP,,case,,,,,-0.0836886343186696,NONE
Макмиллана,PROPN,,nmod,Gen,Masc,Sing,Anim,-0.015893449318291,PER
.,PUNCT,,punct,,,,,0.6946629271833329,NONE
Десяткам,NOUN,,iobj,Dat,Masc,Plur,Inan,0.0608161451699625,NONE
тысяч,NOUN,,nummod,Gen,Fem,Plur,Inan,0.0337611607270098,NONE
людей,NOUN,,nmod,Gen,Masc,Plur,Anim,0.0409392556426513,NONE
уже,ADV,,advmod,,,,,-0.0291574460029812,NONE
сделали,VERB,,root,,,Plur,,0.0518163911599769,NONE
реконвалесцентную,ADJ,,amod,Acc,Fem,Sing,,0.0612738684903263,NONE
плазму,NOUN,,obj,Acc,Fem,Sing,Inan,0.0303398321123474,NONE
в,ADP,,case,,,,,-0.0134608925346029,NONE
США,PROPN,,obl,Loc,,Plur,Inan,0.1021429168003262,LOC
",",PUNCT,,punct,,,,,0.0503404663345202,NONE
но,CCONJ,,cc,,,,,-0.0084634999562601,NONE
эти,DET,,det,Nom,,Plur,,0.0094329583580119,NONE
методы,NOUN,,nsubj:pass,Nom,Masc,Plur,Inan,0.0185439463248342,NONE
лечения,NOUN,,nmod,Gen,Neut,Sing,Inan,-0.0054148997428893,NONE
не,PART,,advmod,,,,,-0.097678820443113,NONE
были,AUX,,aux:pass,,,Plur,,-0.0341688042477469,NONE
рандомизированы,VERB,,conj,,,Plur,,0.0833407309736993,NONE
",",PUNCT,,punct,,,,,0.7032262695550094,NONE
-,PUNCT,,punct,,,,,0.1457115387181138,NONE
сказал,VERB,,parataxis,,Masc,Sing,,0.0079542462955836,NONE
профессор,NOUN,,nsubj,Nom,Masc,Sing,Anim,0.0134351794710437,NONE
Мартин,PROPN,,appos,Nom,Masc,Sing,Anim,0.01279150155254,PER
Ландрей,PROPN,,flat:name,Nom,Masc,Sing,Anim,0.0131702931411229,PER
",",PUNCT,,punct,,,,,0.0143826655893845,NONE
один,NUM,,appos,Nom,Masc,,,0.0402381285679171,NONE
из,ADP,,case,,,,,-0.0198083777755763,NONE
основателей,NOUN,,nmod,Gen,Masc,Plur,Anim,0.0295959515823223,NONE
программы,NOUN,,nmod,Gen,Fem,Sing,Inan,0.0392847739015333,NONE
"""",PUNCT,,punct,,,,,0.0581642458143836,NONE
"""",PUNCT,,punct,,,,,0.0449871757497544,NONE
Восстановление,NOUN,,appos,Nom,Neut,Sing,Inan,0.0674059966593079,NONE
"""",PUNCT,,punct,,,,,-0.0161323107125985,NONE
"""",PUNCT,,punct,,,,,-0.0489765663727671,NONE
.,PUNCT,,punct,,,,,-0.0048185799442634,NONE
"""",PUNCT,,punct,,,,,-0.1051113373090158,NONE
Когда,SCONJ,,mark,,,,,0.0891404180392401,NONE
ваша,DET,,det,Nom,Fem,Sing,,-0.0658743602939565,NONE
электронная,ADJ,,amod,Nom,Fem,Sing,,0.6908200475798694,NONE
книга,NOUN,,nsubj:pass,Nom,Fem,Sing,Inan,0.0276515789374375,NONE
выключена,VERB,,advcl,,Fem,Sing,,0.2628488682982042,NONE
",",PUNCT,,punct,,,,,0.1825972688236542,NONE
вы,PRON,,nsubj,Nom,,Plur,,0.16243698840534,NONE
увидите,VERB,,root,,,Plur,,0.2704300572726671,NONE
экран,NOUN,,obj,Acc,Masc,Sing,Inan,0.2898179517344373,NONE
Выключено,VERB,,xcomp,,Neut,Sing,,0.0853303498548994,NONE
.,PUNCT,,punct,,,,,-0.0179607594402762,NONE
То,PRON,,nsubj,Nom,Neut,Sing,Inan,-0.4986861045309779,NONE
",",PUNCT,,punct,,,,,0.248945205064024,NONE
что,PRON,,nsubj,Nom,,,,-0.058605796661377,NONE
происходит,VERB,,acl,,,Sing,,-0.0474334323614451,NONE
на,ADP,,case,,,,,-0.1094068731982773,NONE
экране,NOUN,,obl,Loc,Masc,Sing,Inan,0.0320870472100115,NONE
",",PUNCT,,punct,,,,,0.0022665263878583,NONE
пугает,VERB,,root,,,Sing,,0.1720567554367019,NONE
",",PUNCT,,punct,,,,,0.0945594318050402,NONE
нервирует,VERB,,conj,,,Sing,,0.1200043106409455,NONE
",",PUNCT,,punct,,,,,-0.0094285295116963,NONE
совершенно,ADV,,advmod,,,,,-0.0838394300900747,NONE
убедительно,ADV,,advmod,,,,,0.0043061257616469,NONE
",",PUNCT,,punct,,,,,0.1181388707562759,NONE
вызывает,VERB,,conj,,,Sing,,-0.0616708859426029,NONE
беспокойство,NOUN,,obj,Acc,Neut,Sing,Inan,0.2064607881656206,NONE
",",PUNCT,,punct,,,,,0.0887635532697095,NONE
беспокоит,VERB,,conj,,,Sing,,0.0112443764818538,NONE
сон,NOUN,,obj,Acc,Masc,Sing,Inan,0.1784574619415337,NONE
и,CCONJ,,cc,,,,,-0.0094335553206268,NONE
абсолютно,ADV,,advmod,,,,,0.1066759892220136,NONE
блестяще,ADV,,conj,,,,,0.1029346673386487,NONE
.,PUNCT,,punct,,,,,0.4856871470843308,NONE
Она,PRON,,nsubj,Nom,Fem,Sing,,0.0685838514889471,NONE
утратила,VERB,,root,,Fem,Sing,,0.1098111959260296,NONE
свою,DET,,det,Acc,Fem,Sing,,0.1243428442549263,NONE
интенсивность,NOUN,,obj,Acc,Fem,Sing,Inan,0.1398440688535881,NONE
из-за,ADP,,case,,,,,0.0830338323203498,NONE
начала,NOUN,,obl,Gen,Neut,Sing,Inan,-0.0254572185883523,NONE
обследований,NOUN,,nmod,Gen,Neut,Plur,Inan,0.1366720291360308,NONE
(,PUNCT,,punct,,,,,-0.1640532535891741,NONE
в,ADP,,case,,,,,0.3565610317531253,NONE
январе,NOUN,,parataxis,Loc,Masc,Sing,Inan,0.026624023401906,NONE
2020,ADJ,,amod,,,,,0.0727351421517048,NONE
года,NOUN,,nmod,Gen,Masc,Sing,Inan,-0.5858278418474064,NONE
),PUNCT,,punct,,,,,-0.1290506577718467,NONE
",",PUNCT,,punct,,,,,0.2448214702784655,NONE
а,CCONJ,,cc,,,,,0.0907813224662544,NONE
затем,ADV,,advmod,,,,,0.1858963079063966,NONE
пандемии,NOUN,,conj,Gen,Fem,Sing,Inan,0.1396852374481438,NONE
и,CCONJ,,cc,,,,,-0.1126935816979414,NONE
карантина,NOUN,,conj,Gen,Masc,Sing,Inan,0.1182853414678287,NONE
.,PUNCT,,punct,,,,,0.296217321629269,NONE
Цикл,NOUN,,nsubj,Nom,Masc,Sing,Inan,0.1176207010443243,NONE
день,NOUN,,appos,Nom,Masc,Sing,Inan,0.0702297904913047,NONE
/,PUNCT,,punct,,,,,-0.0199984273276959,NONE
ночь,NOUN,,nmod,Nom,Fem,Sing,Inan,0.0109409096798836,NONE
-,PUNCT,,punct,,,,,0.150884766190954,NONE
Наряду,ADV,,parataxis,,,,,0.0395429136326732,NONE
с,ADP,,case,,,,,-0.0572279069825628,NONE
уникальными,ADJ,,amod,Ins,,Plur,,-0.0227028039298489,NONE
изменениями,NOUN,,obl,Ins,Neut,Plur,Inan,-0.0097621637258558,NONE
погоды,NOUN,,nmod,Gen,Fem,Sing,Inan,0.0749596211848676,NONE
и,CCONJ,,cc,,,,,-0.0074644652235159,NONE
климата,NOUN,,conj,Gen,Masc,Sing,Inan,0.0644262760157304,NONE
",",PUNCT,,punct,,,,,-0.0725331547330935,NONE
игра,NOUN,,nsubj,Nom,Fem,Sing,Inan,0.0312409998269086,NONE
вращается,VERB,,root,,,Sing,,0.1531373108432976,NONE
вокруг,ADP,,case,,,,,-0.0623027715758387,NONE
цикла,NOUN,,obl,Gen,Masc,Sing,Inan,0.065200082923052,NONE
день,NOUN,,appos,Nom,Masc,Sing,Inan,-0.0546887164733774,NONE
/,PUNCT,,punct,,,,,-0.0837175922179609,NONE
ночь,NOUN,,nmod,Nom,Fem,Sing,Inan,0.0480917855550739,NONE
",",PUNCT,,punct,,,,,-0.0536804012062537,NONE
который,PRON,,nsubj,Nom,,,,0.0305988938402448,NONE
изменяет,VERB,,acl:relcl,,,Sing,,0.0644721627890976,NONE
поведение,NOUN,,obj,Acc,Neut,Sing,Inan,0.0745713638021062,NONE
NPC,PROPN,,flat:foreign,,,,,0.0040932306474825,NONE
и,CCONJ,,cc,,,,,-0.0354495054229851,NONE
вызывает,VERB,,conj,,,Sing,,-0.0578037139463631,NONE
различные,ADJ,,amod,Acc,,Plur,Inan,0.066812540560031,NONE
события,NOUN,,obj,Acc,Neut,Plur,Inan,0.0708763327435203,NONE
в,ADP,,case,,,,,0.016025756595005,NONE
зависимости,NOUN,,obl,Loc,Fem,Sing,Inan,0.0336285063170674,NONE
от,ADP,,case,,,,,0.0831660941478339,NONE
времени,NOUN,,nmod,Gen,Neut,Sing,Inan,0.0265629779566873,NONE
суток,NOUN,,nmod,Gen,Fem,Plur,Inan,-0.0615371952770582,NONE
.,PUNCT,,punct,,,,,0.8518557720194052,NONE
По,ADP,,case,,,,,-0.0506008934877707,NONE
сути,NOUN,,parataxis,Dat,Fem,Sing,Inan,0.1348466677795586,NONE
",",PUNCT,,punct,,,,,-0.0379998010361941,NONE
они,PRON,,nsubj,Nom,,Plur,,0.0208036977195686,NONE
намекнули,VERB,,root,,,Plur,,0.0668852558728464,NONE
",",PUNCT,,punct,,,,,0.0112607306704326,NONE
что,SCONJ,,mark,,,,,0.1169688854815133,NONE
они,PRON,,nsubj,Nom,,Plur,,0.0187964687323208,NONE
были,AUX,,cop,,,Plur,,0.1082431045805124,NONE
движущей,ADJ,,amod,Ins,Fem,Sing,,0.1092795234464062,NONE
силой,NOUN,,ccomp,Ins,Fem,Sing,Inan,0.0336558201091957,NONE
",",PUNCT,,punct,,,,,0.2257403018670495,NONE
которая,PRON,,nsubj,Nom,,,,-0.0260839847194018,NONE
привела,VERB,,acl:relcl,,Fem,Sing,,0.1326817362792009,NONE
меня,PRON,,obj,Acc,,Sing,,0.073685980519143,NONE
сюда,ADV,,advmod,,,,,-0.06107941190356,NONE
",",PUNCT,,punct,,,,,0.263726042522876,NONE
под,ADP,,case,,,,,0.1527979372933089,NONE
видом,NOUN,,conj,Ins,Masc,Sing,Inan,-0.1313825206545979,NONE
поддержки,NOUN,,nmod,Gen,Fem,Sing,Inan,0.1598743325035604,NONE
",",PUNCT,,punct,,,,,0.1540570375725421,NONE
когда,SCONJ,,mark,,,,,0.0410975442572773,NONE
на,ADP,,case,,,,,0.1260211860052311,NONE
самом,ADJ,,amod,Loc,Neut,Sing,,0.0235736006304239,NONE
деле,NOUN,,obl,Loc,Neut,Sing,Inan,0.0839296469313074,NONE
они,PRON,,nsubj,Nom,,Plur,,0.0512717062592342,NONE
даже,PART,,advmod,,,,,-0.0579563659051353,NONE
не,PART,,advmod,,,,,0.1058025421931973,NONE
знали,VERB,,advcl,,,Plur,,-0.0415021423400251,NONE
",",PUNCT,,punct,,,,,0.132573089434823,NONE
что,SCONJ,,mark,,,,,0.0492645377854365,NONE
я,PRON,,nsubj,Nom,,Sing,,0.158387174028675,NONE
делаю,VERB,,ccomp,,,Sing,,0.0890167975277588,NONE
эти,DET,,det,Acc,,Plur,,0.0471207104974307,NONE
изменения,NOUN,,obj,Acc,Neut,Plur,Inan,-0.0069235005967719,NONE
",",PUNCT,,punct,,,,,0.1854784415101027,NONE
пока,SCONJ,,mark,,,,,0.0687239405465452,NONE
я,PRON,,nsubj,Nom,,Sing,,0.0679779040401263,NONE
уже,ADV,,advmod,,,,,-0.0273991644468048,NONE
не,PART,,advmod,,,,,0.0422545125200885,NONE
прошла,VERB,,advcl,,Fem,Sing,,-0.0543145995291366,NONE
через,ADP,,case,,,,,-0.0917093564008147,NONE
RNY,PROPN,,flat:foreign,,,,,0.0470866457447061,ORG
и,CCONJ,,cc,,,,,-0.0531574424612392,NONE
не,PART,,advmod,,,,,-0.0182799026715324,NONE
потеряла,VERB,,conj,,Fem,Sing,,0.030622598438494,NONE
более,ADV,,advmod,,,,,-0.046626954684303,NONE
100,NUM,,nummod,,,,,-0.3681309173324157,NONE
фунтов,NOUN,,obl,Gen,Masc,Plur,Inan,0.5118992677843345,NONE
.,PUNCT,,punct,,,,,0.1184223138777321,NONE
Она,PRON,,nsubj,Nom,Fem,Sing,,-0.2791072218914874,NONE
сказала,VERB,,root,,Fem,Sing,,0.0513711939247865,NONE
",",PUNCT,,punct,,,,,0.0192003390224928,NONE
что,SCONJ,,mark,,,,,-0.0378866382324937,NONE
княгиня,NOUN,,nsubj,Nom,Fem,Sing,Anim,0.0399873285903839,NONE
подтолкнула,VERB,,ccomp,,Fem,Sing,,0.1416186754307164,NONE
их,PRON,,obj,Acc,,Plur,,0.1651858467933095,NONE
к,ADP,,case,,,,,0.0288983806302923,NONE
плугу,NOUN,,obl,Dat,Masc,Sing,Inan,0.0336702792038087,NONE
вперед,ADV,,advmod,,,,,0.0290843652830787,NONE
с,ADP,,case,,,,,0.0424091468558714,NONE
их,DET,,det,,,,,-0.0547976669304467,NONE
новыми,ADJ,,amod,Ins,,Plur,,0.1294315736417917,NONE
идеями,NOUN,,obl,Ins,Fem,Plur,Inan,0.0441761742080596,NONE
и,CCONJ,,cc,,,,,0.0687798594915876,NONE
рассказала,VERB,,conj,,Fem,Sing,,0.0783680215947574,NONE
о,ADP,,case,,,,,0.3633119694937469,NONE
том,PRON,,obl,Loc,Neut,Sing,Inan,-0.0042931341180415,NONE
",",PUNCT,,punct,,,,,0.2250070182592299,NONE
как,ADV,,advmod,,,,,0.0940458337582249,NONE
они,PRON,,nsubj,Nom,,Plur,,0.0165638044997815,NONE
должны,ADJ,,acl,,,Plur,,-0.1373314237493135,NONE
продолжать,VERB,,xcomp,,,,,0.0079209031330507,NONE
толкать,VERB,,xcomp,,,,,0.2814212580687867,NONE
и,CCONJ,,cc,,,,,-0.0027562756740227,NONE
идти,VERB,,conj,,,,,0.2042986355529678,NONE
вперед,ADV,,advmod,,,,,0.018810134606997,NONE
",",PUNCT,,punct,,,,,0.1122773537135538,NONE
зная,VERB,,advcl,,,,,0.0988900144152648,NONE
",",PUNCT,,punct,,,,,0.1816302508146022,NONE
что,SCONJ,,mark,,,,,0.0622650896820194,NONE
они,PRON,,nsubj,Nom,,Plur,,0.0628174920955069,NONE
делают,VERB,,ccomp,,,Plur,,0.1850570891000171,NONE
это,PRON,,obj,Acc,Neut,Sing,Inan,0.0497751310485904,NONE
для,ADP,,case,,,,,-0.0414481066983908,NONE
других,DET,,obl,Gen,,Plur,,0.1929305164186325,NONE
",",PUNCT,,punct,,,,,0.2130350601339029,NONE
кто,PRON,,nsubj,Nom,,,,-0.0844687623148897,NONE
будет,AUX,,aux,,,Sing,,-0.0541890649257465,NONE
следовать,VERB,,acl:relcl,,,,,0.2288100123940653,NONE
.,PUNCT,,punct,,,,,-0.3077524056254642,NONE
Эти,DET,,det,Nom,,Plur,,-0.5400395600910326,NONE
двое,NUM,,nsubj:pass,Nom,,,,0.0225677530549268,NONE
были,AUX,,aux:pass,,,Plur,,0.0401631688178391,NONE
забронированы,VERB,,root,,,Plur,,0.0525622953351802,NONE
на,ADP,,case,,,,,-0.1644500054643939,NONE
станции,NOUN,,obl,Loc,Fem,Sing,Inan,-0.0346258490402022,NONE
шерифа,NOUN,,nmod,Gen,Masc,Sing,Anim,-0.0053791907809087,NONE
Палмдейла,PROPN,,appos,Gen,Masc,Sing,Inan,0.0824893595593122,LOC
",",PUNCT,,punct,,,,,0.1688830550682363,NONE
и,CCONJ,,cc,,,,,0.1119034167310911,NONE
в,ADP,,case,,,,,0.2570781939118964,NONE
их,DET,,det,,,,,0.0977848504357291,NONE
резиденции,NOUN,,obl,Loc,Fem,Sing,Inan,0.1673985140152427,NONE
был,AUX,,aux:pass,,Masc,Sing,,0.2306496412321781,NONE
вручен,VERB,,conj,,Masc,Sing,,0.089270480752325,NONE
ордер,NOUN,,nsubj:pass,Nom,Masc,Sing,Inan,0.0588520111574037,NONE
на,ADP,,case,,,,,0.0333652863470734,NONE
обыск,NOUN,,nmod,Acc,Masc,Sing,Inan,0.1641713313646662,NONE
в,ADP,,case,,,,,0.0269462560331714,NONE
попытке,NOUN,,nmod,Loc,Fem,Sing,Inan,0.2025683860926394,NONE
восстановить,VERB,,obl,,,,,0.0915714849664551,NONE
любые,DET,,det,Acc,,Plur,,0.0275777786587043,NONE
дополнительные,ADJ,,amod,Acc,,Plur,Inan,0.156525228633551,NONE
доказательства,NOUN,,obj,Acc,Neut,Plur,Inan,0.1910940662534639,NONE
",",PUNCT,,punct,,,,,0.2486092810008396,NONE
связанные,VERB,,acl,Acc,,Plur,Inan,-0.0554293916782745,NONE
с,ADP,,case,,,,,0.230815102015596,NONE
убийством,NOUN,,obl,Ins,Neut,Sing,Inan,0.1493990755072276,NONE
Ноя,PROPN,,nmod,Gen,Masc,Sing,Anim,0.017968209747463,PER
.,PUNCT,,punct,,,,,0.1687011108756033,NONE
Включение,NOUN,,nsubj:pass,Nom,Neut,Sing,Inan,0.3196210909766276,NONE
