word,upos,xpos,deprel,case,gender,number,animacy,score,ner
protože,SCONJ,"J,-------------",mark,,,,,-0.044432505634415,O
nevím,VERB,VB-S---1P-NAI--,advcl,,,Sing,,0.0109825905332853,O
",",PUNCT,Z:-------------,punct,,,,,0.0234002986846211,O
jaké,DET,P4FP1----------,det,Nom,Fem,Plur,,-0.0397227413450029,O
chemikálie,NOUN,NNFP1-----A----,nsubj,Nom,Fem,Plur,,0.0439101081536646,O
v,ADP,RR--6----------,case,Loc,,,,0.0975996313290281,O
něm,PRON,PEZS6--3-------,obl,Loc,"Masc,Neut",Sing,,0.0265742093219536,O
jsou,AUX,VB-P---3P-AAI--,ccomp,,,Plur,,-0.0051496255323361,O
",",PUNCT,Z:-------------,punct,,,,,0.0522780492050383,O
“,PUNCT,Z:-------------,punct,,,,,0.0129295407179615,O
řekla,VERB,VpQW----R-AAP--,root,,"Fem,Neut","Plur,Sing",,-0.0064740310006626,O
Cullis-Suzukiová,PROPN,NNFS1-----A----,flat,Nom,Fem,Sing,,0.0437310999109219,B-ps
v,ADP,RR--6----------,case,Loc,,,,0.0049990570367363,O
roce,NOUN,NNIS6-----A---1,obl,Loc,Masc,Sing,Inan,0.0172714905135523,O
1992,NUM,C=-------------,nummod,,,,,-0.054080289259681,B-ty
.,PUNCT,Z:-------------,punct,,,,,0.0774876173662064,O
Protestující,ADJ,AGMP1-----A----,amod,Nom,Masc,Plur,Anim,0.0707689901124399,O
školáci,NOUN,NNMP1-----A----,nsubj,Nom,Masc,Plur,Anim,-0.0074579811467263,O
v,ADP,RR--6----------,case,Loc,,,,0.0680262419278568,O
roce,NOUN,NNIS6-----A---1,obl,Loc,Masc,Sing,Inan,0.0213408161273448,O
2019,NUM,C=-------------,nummod,,,,,0.0483643436922003,B-ty
nesou,VERB,VB-P---3P-AAI--,root,,,Plur,,0.018173447428462,O
transparenty,NOUN,NNIP4-----A----,obj,Acc,Masc,Plur,Inan,0.0350360117793234,O
s,ADP,RR--7----------,case,Ins,,,,0.0187534354588424,O
nápisem,NOUN,NNIS7-----A----,nmod,Ins,Masc,Sing,Inan,0.0824924084738647,O
Vy,PRON,PP-P1--2-------,nsubj,Nom,,Plur,,0.0293402085481355,O
zemřete,VERB,VB-P---2P-AAP--,acl,,,Plur,,0.2795984515130595,O
stářím,NOUN,NNNS7-----A----,obl,Ins,Neut,Sing,,0.1060059047212797,O
