word,upos,xpos,deprel,case,gender,number,animacy,score,ner
projektu,NOUN,NNIS2-----A----,nmod,Gen,Masc,Sing,Inan,-0.0276188470565776,O
EverGrow,X,F%-------------,nmod,,,,,0.0876585736912397,B-o_
upozornění,NOUN,NNNS4-----A----,obj,Acc,Neut,Sing,,-0.0152869649045157,O
",",PUNCT,Z:-------------,punct,,,,,0.2378644080425573,O
v,ADP,RR--6----------,case,Loc,,,,0.2954319283105889,O
němž,PRON,P4ZS6----------,obl,Loc,"Masc,Neut",Sing,,-0.218982439324168,O
potvrdila,VERB,VpQW----R-AAP--,acl:relcl,,"Fem,Neut","Plur,Sing",,0.0661838881225502,O
",",PUNCT,Z:-------------,punct,,,,,0.2714186724908229,O
že,SCONJ,"J,-------------",mark,,,,,0.0531058320423385,O
chyba,NOUN,NNFS1-----A----,nsubj:pass,Nom,Fem,Sing,,-0.104654230753857,O
v,ADP,RR--6----------,case,Loc,,,,0.252513651534104,O
údajích,NOUN,NNIP6-----A----,nmod,Loc,Masc,Plur,Inan,-0.091543194082198,O
byla,AUX,VpQW----R-AAI--,aux:pass,,"Fem,Neut","Plur,Sing",,-0.0840624091925444,O
opravena,ADJ,VsQW----X-APP--,ccomp,,"Fem,Neut","Plur,Sing",,-0.0379481023559425,O
.,PUNCT,Z:-------------,punct,,,,,0.3341958820760404,O
Ráhul,PROPN,NNMS1-----A----,nsubj,Nom,Masc,Sing,Anim,0.3227706779579101,B-P|B-pf
Gándhí,PROPN,NNMS1-----A----,flat,Nom,Masc,Sing,Anim,0.1931188176300658,I-P|B-ps
míří,VERB,VB-S---3P-AAI--,root,,,Sing,,0.1533795852061975,O
k,ADP,RR--3----------,case,Dat,,,,0.586359393948241,O
lidem,NOUN,NNMP3-----A----,obl,Dat,Masc,Plur,Anim,0.1088908083683365,O
v,ADP,RR--6----------,case,Loc,,,,0.4514685417484491,O
rádžasthánu,NOUN,NNIS6-----A----,nmod,Loc,Masc,Sing,Inan,0.2783082894022129,O
Ve,ADP,RV--4----------,case,Acc,,,,-0.0685889415821164,O
čtvrtek,NOUN,NNIS4-----A----,obl,Acc,Masc,Sing,Inan,-0.4451638719421507,O
byla,AUX,VpQW----R-AAI--,aux:pass,,"Fem,Neut","Plur,Sing",,0.370547442304926,O
na,ADP,RR--4----------,case,Acc,,,,0.0020014303230261,O
Vidyasagar,PROPN,NNIS4-----A----,obl,Acc,Masc,Sing,Inan,0.019126170921678,B-oa
instalována,ADJ,VsQW----X-APB--,root,,"Fem,Neut","Plur,Sing",,-0.2255195440136032,O
bronzová,ADJ,AAFS1----1A----,amod,Nom,Fem,Sing,,0.2666483796836587,O
socha,NOUN,NNFS1-----A----,nsubj:pass,Nom,Fem,Sing,,0.0395547126947957,O
Vidyasagaru,PROPN,NNIS2-----A----,nmod,Gen,Masc,Sing,Inan,0.4158704343566963,B-oa
.,PUNCT,Z:-------------,punct,,,,,0.4110406484440646,O
Google,PROPN,NNIS1-----A----,nsubj,Nom,Masc,Sing,Inan,-0.0874411992376179,B-if
musel,VERB,VpYS----R-AAI--,root,,Masc,Sing,,0.0600961645939696,O
oddělit,VERB,Vf--------A-P--,xcomp,,,,,0.0736478503540281,O
",",PUNCT,Z:-------------,punct,,,,,-0.0324559613713217,O
protože,SCONJ,"J,-------------",mark,,,,,0.0579949750561647,O
ve,ADP,RV--6----------,case,Loc,,,,0.0798993171536323,O
volné,ADJ,AAFS6----1A----,amod,Loc,Fem,Sing,,-0.0162688092477745,O
přírodě,NOUN,NNFS6-----A----,obl,Loc,Fem,Sing,,0.0501554780481031,O
existovalo,VERB,VpNS----R-AAI--,advcl,,Neut,Sing,,0.0128252789567189,O
mnoho,DET,Ca--1----------,det:numgov,Nom,,,,0.0511657710377173,O
verzí,NOUN,NNFP2-----A----,nsubj,Gen,Fem,Plur,,0.00775940004535,O
Androidu,PROPN,NNIS2-----A----,nmod,Gen,Masc,Sing,Inan,-0.0302797420429815,B-op
",",PUNCT,Z:-------------,punct,,,,,0.7331752022459306,O
z,ADP,RR--2----------,case,Gen,,,,-0.3512732166774731,O
nichž,PRON,P4XP2----------,nmod,Gen,,Plur,,0.0594204549352551,O
každá,DET,AAFS1----1A----,nsubj,Nom,Fem,Sing,,0.103351484467328,O
měla,VERB,VpQW----R-AAI--,acl:relcl,,"Fem,Neut","Plur,Sing",,0.0077842995054789,O
obrovský,ADJ,AAIS4----1A----,amod,Acc,Masc,Sing,Inan,0.0120748464821996,O
podíl,NOUN,NNIS4-----A----,obj,Acc,Masc,Sing,Inan,-0.0290341966133669,O
na,ADP,RR--6----------,case,Loc,,,,-0.0173058460293047,O
trhu,NOUN,NNIS6-----A----,nmod,Loc,Masc,Sing,Inan,0.0667221832269827,O
.,PUNCT,Z:-------------,punct,,,,,0.4028765524686217,O
Vzhledem,ADP,RF-------------,case,,,,,0.2737478388572489,O
k,ADP,RR--3----------,fixed,Dat,,,,-0.0894798844104603,O
tomu,DET,PDZS3----------,obl,Dat,"Masc,Neut",Sing,,-0.1102938883772715,O
",",PUNCT,Z:-------------,punct,,,,,0.1619245712414796,O
že,SCONJ,"J,-------------",mark,,,,,0.1035980465262857,O
oba,NUM,CnYP1----------,nsubj,Nom,Masc,Plur,,-0.1143660367217071,O
pocházejí,VERB,VB-P---3P-AAI--,acl,,,Plur,,-0.2514381009059314,O
ze,ADP,RV--2----------,case,Gen,,,,-0.0925112974683727,O
stejné,ADJ,AAFS2----1A----,amod,Gen,Fem,Sing,,-0.1125909043057804,O
rodiny,NOUN,NNFS2-----A----,obl,Gen,Fem,Sing,,0.0719351117160696,O
a,CCONJ,J^-------------,cc,,,,,-0.0152027226049656,O
mají,VERB,VB-P---3P-AAI--,conj,,,Plur,,-0.0902679943231577,O
velmi,ADV,Db-------------,advmod,,,,,-0.0545013059021618,O
podobné,ADJ,AAFP4----1A----,amod,Acc,Fem,Plur,,0.0206772972029225,O
vnitřní,ADJ,AAFP4----1A----,amod,Acc,Fem,Plur,,-0.0885015021200122,O
instalace“,X,F%-------------,obj,,,,,0.1575478607777209,O
",",PUNCT,Z:-------------,punct,,,,,0.4740460934432282,O
můžete,VERB,VB-P---2P-AAI--,root,,,Plur,,-0.1739109743588312,O
skutečně,ADV,Dg-------1A----,advmod,,,,,-0.0564938039315254,O
vytvořit,VERB,Vf--------A-P--,xcomp,,,,,-0.0695083319008722,O
takové,DET,PDIP4----------,det,Acc,Masc,Plur,Inan,-0.1573818093937987,O
chirurgicky,ADV,Dg-------1A----,advmod,,,,,0.122307209934391,O
vylepšené,ADJ,AAIP4----1A----,amod,Acc,Masc,Plur,Inan,-0.0597607970660569,O
zázraky,NOUN,NNIP4-----A----,obj,Acc,Masc,Plur,Inan,0.0705214351431398,O
.,PUNCT,Z:-------------,punct,,,,,0.1420149660479588,O
Viděli,VERB,VpMP----R-AAI--,ccomp,,Masc,Plur,Anim,-0.019453055903721,O
jsme,AUX,VB-P---1P-AAI--,aux,,,Plur,,-0.0711438300397229,O
zneužití,NOUN,NNNS4-----A----,obj,Acc,Neut,Sing,,0.0945572592466421,O
slzného,ADJ,AAIS2----1A----,amod,Gen,Masc,Sing,Inan,0.1361909280055614,O
plynu,NOUN,NNIS2-----A----,nmod,Gen,Masc,Sing,Inan,0.1350405902887833,O
",",PUNCT,Z:-------------,punct,,,,,0.2275582173289995,O
pepřového,ADJ,AAIS2----1A----,amod,Gen,Masc,Sing,Inan,0.0121246377482221,O
spreje,NOUN,NNIS2-----A----,conj,Gen,Masc,Sing,Inan,0.08953204422174,O
",",PUNCT,Z:-------------,punct,,,,,0.2474660179225208,O
pepřových,ADJ,AAFP2----1A----,amod,Gen,Fem,Plur,,0.0321493897368489,O
kuliček,NOUN,NNFP2-----A----,conj,Gen,Fem,Plur,,0.0850304809182186,O
",",PUNCT,Z:-------------,punct,,,,,0.3516183992134442,O
nábojů,NOUN,NNIP2-----A----,conj,Gen,Masc,Plur,Inan,0.1877752304839592,O
ráže,NOUN,NNFS2-----A----,nmod,Gen,Fem,Sing,,0.0095014513483793,O
40,NUM,C=-------------,nummod,,,,,-0.0754577339703252,B-nc
milimetrů,NOUN,NNIP2-----A----,nmod,Gen,Masc,Plur,Inan,-0.0244226898336359,O
",",PUNCT,Z:-------------,punct,,,,,0.068046211934647,O
v,ADP,RR--6----------,case,Loc,,,,-0.0137626322500995,O
podstatě,NOUN,NNFS6-----A----,obl,Loc,Fem,Sing,,-0.0466486488859812,O
každá,DET,AAFS1----1A----,det,Nom,Fem,Sing,,-0.0149291869548577,O
kombinace,NOUN,NNFS1-----A----,nsubj:pass,Nom,Fem,Sing,,0.1717006324371081,O
méně,ADV,Dg-------2A----,advmod,,,,,0.0780786694373257,O
smrtící,ADJ,AAFS2----1A----,amod,Gen,Fem,Sing,,0.151169097065759,O
zbraně,NOUN,NNFS2-----A----,nmod,Gen,Fem,Sing,,0.0568508900672466,O
byla,AUX,VpQW----R-AAI--,aux:pass,,"Fem,Neut","Plur,Sing",,-0.0109006671347277,O
použita,ADJ,VsQW----X-APP--,conj,,"Fem,Neut","Plur,Sing",,0.1002320895090594,O
nevhodnými,ADJ,AAIP7----1N----,amod,Ins,Masc,Plur,Inan,0.1081024412652391,O
způsoby,NOUN,NNIP7-----A----,obl,Ins,Masc,Plur,Inan,-0.0018297629076545,O
",",PUNCT,Z:-------------,punct,,,,,0.124530612006927,O
“,PUNCT,Z:-------------,punct,,,,,-0.1693474669044855,O
řekl,VERB,VpYS----R-AAP--,root,,Masc,Sing,,-0.1220314484656812,O
vyšetřovatel,NOUN,NNMS1-----A----,nsubj,Nom,Masc,Sing,Anim,0.0601026890837843,O
Amnesty,X,F%-------------,nmod,,,,,0.1165629870303473,B-io
International,X,F%-------------,flat:foreign,,,,,0.011887543697259,I-io
zabývající,ADJ,AGMS1-----A----,amod,Nom,Masc,Sing,Anim,0.3662035150458968,O
se,PRON,P7-X4----------,expl:pv,Acc,,,,0.1111246460567491,O
zbraněmi,NOUN,NNFP7-----A----,obl:arg,Ins,Fem,Plur,,0.2083275053005567,O
Brian,PROPN,NNMS1-----A----,flat,Nom,Masc,Sing,Anim,0.0926465505185125,B-P|B-pf
Castner,PROPN,NNMS1-----A----,flat,Nom,Masc,Sing,Anim,-0.0531146825330255,I-P|B-ps
.,PUNCT,Z:-------------,punct,,,,,-0.2048450534364351,O
Od,ADP,RR--2----------,case,Gen,,,,-0.0386817167917877,O
té,DET,PDFS2----------,det,Gen,Fem,Sing,,-0.1483096502187058,O
doby,NOUN,NNFS2-----A----,obl,Gen,Fem,Sing,,-0.0780924381858701,O
se,PRON,P7-X4----------,expl:pv,Acc,,,,-0.0045110986839163,O
stala,VERB,VpQW----R-AAP--,root,,"Fem,Neut","Plur,Sing",,-0.0369328311377223,O
jednou,NUM,CnFS7----------,obl:arg,Ins,Fem,Sing,,-0.0620733555475879,O
z,ADP,RR--2----------,case,Gen,,,,-0.0779443381015241,O
největších,ADJ,AAFP2----3A----,amod,Gen,Fem,Plur,,-0.001464163729286,O
světových,ADJ,AAFP2----1A----,amod,Gen,Fem,Plur,,0.2624053106007298,O
prázdninových,ADJ,AAFP2----1A----,amod,Gen,Fem,Plur,,-0.0202537916104622,O
společností,NOUN,NNFP2-----A----,nmod,Gen,Fem,Plur,,0.0679839432483672,O
",",PUNCT,Z:-------------,punct,,,,,0.2390214188833041,O
která,DET,P4FS1----------,nsubj,Nom,Fem,Sing,,0.68634342885458,O
si,PRON,P7--3----------,obl,Dat,,,,-0.0163150405328266,O
připomínala,VERB,VpQW----R-AAI--,acl:relcl,,"Fem,Neut","Plur,Sing",,-0.0044859790212475,O
175,NUM,C=-------------,nummod:gov,,,,,-0.1945126279209755,B-nc
výročí,NOUN,NNNP2-----A----,obj,Gen,Neut,Plur,,-0.2865802232276022,O
před,ADP,RR--7----------,case,Ins,,,,-0.0691544853233833,O
třemi,NUM,Cl-P7----------,nummod,Ins,,Plur,,-0.0629986309216899,O
lety,NOUN,NNNP7-----A----,obl,Ins,Neut,Plur,,-0.0694306401082313,O
.,PUNCT,Z:-------------,punct,,,,,-0.0086755092656601,O
Tato,DET,PDFS1----------,det,Nom,Fem,Sing,,-0.230013153188046,O
lhůta,NOUN,NNFS1-----A----,nsubj,Nom,Fem,Sing,,0.1791085020515048,O
by,AUX,Vc----------I--,aux,,,,,0.023321952861025,O
mohla,VERB,VpQW----R-AAI--,root,,"Fem,Neut","Plur,Sing",,0.0742915884877825,O
trvat,VERB,Vf--------A-I--,xcomp,,,,,0.021113354507166,O
až,PART,TT-------------,advmod:emph,,,,,0.0017393560737347,O
dva,NUM,CnYP4----------,nummod,Acc,Masc,Plur,,-0.0391105591425179,O
roky,NOUN,NNIP4-----A----,obl,Acc,Masc,Plur,Inan,-0.0738876521888252,O
",",PUNCT,Z:-------------,punct,,,,,0.274943694669466,O
a,CCONJ,J^-------------,cc,,,,,0.1322906284913025,O
pokud,SCONJ,"J,-------------",mark,,,,,0.0358859796945226,O
se,PRON,P7-X4----------,expl:pv,Acc,,,,0.1517462985513246,O
systémy,NOUN,NNIP1-----A----,nsubj,Nom,Masc,Plur,Inan,0.1004721257711937,O
do,ADP,RR--2----------,case,Gen,,,,-0.0159858241881588,O
PPF,NOUN,BNXXX-----A----,obl,,,,,0.6417093942703618,B-i_
dostanou,VERB,VB-P---3P-AAP--,advcl,,,Plur,,0.1895721059706795,O
",",PUNCT,Z:-------------,punct,,,,,0.2234848410908405,O
povede,VERB,VB-S---3P-AAP--,conj,,,Sing,,0.022360025327155,O
ke,ADP,RV--3----------,case,Dat,,,,0.0378427993521156,O
snížení,NOUN,NNNS3-----A----,obl:arg,Dat,Neut,Sing,,0.0950839051322913,O
výplat,NOUN,NNFP2-----A----,nmod,Gen,Fem,Plur,,0.0432216862560822,O
o,ADP,RR--4----------,case,Acc,,,,-0.1244993313289887,O
zhruba,ADV,Db-------------,advmod:emph,,,,,-0.0513072683752584,O
10,NUM,C=-------------,nummod:gov,,,,,0.0346029025747964,B-nc
000,NUM,C=-------------,nummod:gov,,,,,-0.0007480796388431,I-nc
budoucích,ADJ,AAMP2----1A----,amod,Gen,Masc,Plur,Anim,0.0178750776368208,O
důchodců,NOUN,NNMP2-----A----,nmod,Gen,Masc,Plur,Anim,0.0058364395770994,O
o,ADP,RR--4----------,case,Acc,,,,-0.0674992913262413,O
10,NUM,C=-------------,nummod,,,,,-0.07234826417799,B-nc
%,SYM,Z:-------------,nmod,,,,,0.1001590595778493,O
.,PUNCT,Z:-------------,punct,,,,,0.2448829786148187,O
2,NUM,C=-------------,nmod,,,,,-0.4440999517645568,B-ni
),PUNCT,Z:-------------,punct,,,,,0.0827345608785507,O
K,ADP,RR--3----------,case,Dat,,,,-0.1396252093074356,O
vrácení,NOUN,NNNS3-----A----,obl,Dat,Neut,Sing,,-0.1092138644367462,O
zboží,NOUN,NNNS2-----A----,nmod,Gen,Neut,Sing,,-0.5900541240671724,O
použijte,VERB,Vi-P---2--A-P--,root,,,Plur,,0.3376589783175137,O
možnost,NOUN,NNFS4-----A----,obj,Acc,Fem,Sing,,-0.3136355181122201,O
eBay,NOUN,F%-------------,nmod,,,,,0.3793295106433992,O
.,PUNCT,Z:-------------,punct,,,,,0.1416869237289005,O
Tato,DET,PDNP1----------,det,Nom,Neut,Plur,,0.1631360902149906,O
ocenění,NOUN,NNNP1-----A----,nsubj,Nom,Neut,Plur,,0.0609764884880191,O
jsou,AUX,VB-P---3P-AAI--,cop,,,Plur,,0.0591329313034251,O
malým,ADJ,AAIS7----1A----,amod,Ins,Masc,Sing,Inan,0.0626060312241994,O
pokusem,NOUN,NNIS7-----A----,root,Ins,Masc,Sing,Inan,0.0937261676332627,O
skupiny,NOUN,NNFS2-----A----,nmod,Gen,Fem,Sing,,0.0581555813338506,O
lidí,NOUN,NNMP2-----A----,nmod,Gen,Masc,Plur,Anim,0.0103602238983045,O
ve,ADP,RV--6----------,case,Loc,,,,-0.0049603656357871,O
veřejném,ADJ,AAIS6----1A----,amod,Loc,Masc,Sing,Inan,0.0235434022330699,O
životě,NOUN,NNIS6-----A----,nmod,Loc,Masc,Sing,Inan,0.0213790675725782,O
–,PUNCT,Z:-------------,punct,,,,,-0.0195301030019003,O
různého,ADJ,AANS2----1A----,amod,Gen,Neut,Sing,,0.091254716538913,O
a,CCONJ,J^-------------,cc,,,,,0.0939955246030275,O
žádného,DET,PWZS2----------,conj,Gen,"Masc,Neut",Sing,,0.1251052708821738,O
politického,ADJ,AANS2----1A----,amod,Gen,Neut,Sing,,0.1258354306607487,O
přesvědčení,NOUN,NNNS2-----A----,nmod,Gen,Neut,Sing,,0.0506000994095901,O
–,PUNCT,Z:-------------,punct,,,,,-0.1702200672783585,O
vrhnout,VERB,Vf--------A-P--,csubj,,,,,-0.0726788931668238,O
světlo,NOUN,NNNS4-----A----,obj,Acc,Neut,Sing,,0.0534645422044905,O
na,ADP,RR--4----------,case,Acc,,,,0.2102927141107376,O
politiky,NOUN,NNMP4-----A----,obl,Acc,Masc,Plur,Anim,0.0156755856477477,O
",",PUNCT,Z:-------------,punct,,,,,0.1675511158490059,O
kteří,DET,P4MP1----------,nsubj,Nom,Masc,Plur,Anim,0.1953063931930334,O
argumentují,VERB,VB-P---3P-AAI--,acl:relcl,,,Plur,,0.0808787070540946,O
svým,DET,P8ZS7----------,det,Ins,"Masc,Neut",Sing,,-0.0304237735330535,O
případem,NOUN,NNIS7-----A----,obl,Ins,Masc,Sing,Inan,0.0235997937049376,O
se,ADP,RV--7----------,case,Ins,,,,0.2108410183702282,O
slušností,NOUN,NNFS7-----A----,obl,Ins,Fem,Sing,,-0.0180887437478545,O
a,CCONJ,J^-------------,cc,,,,,-0.0337394429787033,O
zdvořilostí,NOUN,NNFS7-----A----,conj,Ins,Fem,Sing,,0.1474952857303084,O
a,CCONJ,J^-------------,cc,,,,,-0.0368806107678405,O
jsou,AUX,VB-P---3P-AAI--,cop,,,Plur,,0.1465805681841293,O
schopni,ADJ,ACMP------A----,conj,,Masc,Plur,Anim,0.1369377393723772,O
se,PRON,P7-X4----------,expl:pv,Acc,,,,0.255946970792431,O
angažovat,VERB,Vf--------A-I--,xcomp,,,,,0.1166552188409866,O
a,CCONJ,J^-------------,cc,,,,,-0.0075513302847907,O
pracovat,VERB,Vf--------A-I--,conj,,,,,-0.0605083675169328,O
s,ADP,RR--7----------,case,Ins,,,,0.1059940221015336,O
lidmi,NOUN,NNMP7-----A----,obl,Ins,Masc,Plur,Anim,0.2134324614004804,O
napříč,ADP,RR--7----------,case,Ins,,,,0.2238024975734464,O
propastmi,NOUN,NNFP7-----A----,obl,Ins,Fem,Plur,,0.1759037847670085,O
",",PUNCT,Z:-------------,punct,,,,,-0.0059373212134139,O
které,DET,P4FP1----------,nsubj,Nom,Fem,Plur,,0.0781708974573335,O
se,PRON,P7-X4----------,expl:pv,Acc,,,,0.1361708252342741,O
dotýkají,VERB,VB-P---3P-AAI--,acl:relcl,,,Plur,,0.1245362127551263,O
nás,PRON,PP-P2--1-------,obl:arg,Gen,,Plur,,0.1070117382494739,O
všech,DET,PLXP2----------,det,Gen,,Plur,,-0.0024769301391066,O
.,PUNCT,Z:-------------,punct,,,,,0.2564370097431644,O
“,PUNCT,Z:-------------,punct,,,,,0.0821072645586995,O
Jak,ADV,Db-------------,advmod,,,,,0.0314535731469328,O
pokračují,VERB,VB-P---3P-AAI--,advcl,,,Plur,,0.2558565486315921,O
násilné,ADJ,AAIP1----1A----,amod,Nom,Masc,Plur,Inan,0.0391295372639704,O
střety,NOUN,NNIP1-----A----,nsubj,Nom,Masc,Plur,Inan,0.0154510682054505,O
mezi,ADP,RR--7----------,case,Ins,,,,-0.01360163134959,O
donucovacími,ADJ,AAIP7----1A----,amod,Ins,Masc,Plur,Inan,0.0262481213585276,O
orgány,NOUN,NNIP7-----A----,nmod,Ins,Masc,Plur,Inan,0.0698860753874128,O
a,CCONJ,J^-------------,cc,,,,,-0.1306742076014019,O
protestujícími,ADJ,AGMP7-----A----,conj,Ins,Masc,Plur,Anim,0.0088215656986272,O
v,ADP,RR--6----------,case,Loc,,,,0.0293923278073623,O
Portlandu,PROPN,NNIS6-----A---1,nmod,Loc,Masc,Sing,Inan,0.0817895553219812,B-gu
a,CCONJ,J^-------------,cc,,,,,0.0964775002575109,O
po,ADP,RR--6----------,case,Loc,,,,0.030202087394088,O
celé,ADJ,AAFS6----1A----,amod,Loc,Fem,Sing,,-0.016495856399424,O
zemi,NOUN,NNFS6-----A----,conj,Loc,Fem,Sing,,0.0923844170177424,O
",",PUNCT,Z:-------------,punct,,,,,0.2276874566770711,O
diskuse,NOUN,NNFS1-----A----,nsubj,Nom,Fem,Sing,,-0.0089743636366197,O
se,PRON,P7-X4----------,expl:pv,Acc,,,,-0.0611519405840004,O
točí,VERB,VB-S---3P-AAI--,root,,,Sing,,0.080843332566104,O
kolem,ADP,RR--2----------,case,Gen,,,,0.0649945558406563,O
toho,DET,PDZS2----------,obl,Gen,"Masc,Neut",Sing,,-0.027540885993193,O
",",PUNCT,Z:-------------,punct,,,,,0.0380536792408751,O
jak,ADV,Db-------------,advmod,,,,,0.0592750463150452,O
může,VERB,VB-S---3P-AAI--,acl,,,Sing,,0.0287700989399716,O
policie,NOUN,NNFS1-----A----,nsubj,Nom,Fem,Sing,,-0.0365969572217703,O
omezit,VERB,Vf--------A-P--,xcomp,,,,,0.0565920497261318,O
smrtící,ADJ,AAFP4----1A----,amod,Acc,Fem,Plur,,0.1171214900783694,O
síly,NOUN,NNFP4-----A----,obj,Acc,Fem,Plur,,0.3067047322851838,O
.,PUNCT,Z:-------------,punct,,,,,-0.691172654806448,O
Vícenásobný,ADJ,AAIS1----1A----,amod,Nom,Masc,Sing,Inan,0.437187278209911,O
výběr,NOUN,NNIS1-----A----,root,Nom,Masc,Sing,Inan,-0.0331246551345688,O
poměru,NOUN,NNIS2-----A----,nmod,Gen,Masc,Sing,Inan,-0.0444895864574032,O
stran,NOUN,NNFP2-----A----,nmod,Gen,Fem,Plur,,-0.0324891320873204,O
–,PUNCT,Z:-------------,punct,,,,,-0.3726465986794935,O
4x3,NUM,C=-------------,nummod,,,,,0.030627673018373,B-nc
nebo,CCONJ,J^-------------,cc,,,,,-0.0540838119736482,O
16x9,NUM,C=-------------,conj,,,,,0.0707777427164397,B-nc
",",PUNCT,Z:-------------,punct,,,,,0.1456878106111628,O
