num,sys
546,translator-C
547,translator-C
548,translator-C
549,translator-C
550,translator-C
551,translator-C
552,translator-C
555,translator-C
556,translator-C
558,translator-C
559,translator-C
560,translator-C
561,translator-C
562,translator-C
563,translator-C
564,translator-C
565,translator-C
576,translator-C
577,translator-C
578,translator-C
579,translator-C
583,translator-C
584,translator-C
585,translator-C
586,translator-C
587,translator-C
588,translator-C
589,translator-C
590,translator-C
591,translator-C
592,translator-C
595,translator-C
596,translator-C
597,translator-C
598,translator-C
599,translator-C
600,translator-C
601,translator-C
602,translator-C
603,translator-C
604,translator-C
605,translator-C
606,translator-C
607,translator-C
609,translator-C
610,translator-C
612,translator-C
644,translator-C
645,translator-C
646,translator-C
647,translator-C
648,translator-C
649,translator-C
650,translator-C
651,translator-C
652,translator-C
654,translator-C
677,translator-C
678,translator-C
683,translator-C
687,translator-C
688,translator-C
689,translator-C
690,translator-C
691,translator-C
692,translator-C
693,translator-C
694,translator-C
695,translator-C
696,translator-C
697,translator-C
699,translator-C
714,translator-C
716,translator-C
717,translator-C
737,translator-C
738,translator-C
739,translator-C
743,translator-C
744,translator-C
762,translator-C
763,translator-C
764,translator-C
765,translator-C
766,translator-C
767,translator-C
768,translator-C
769,translator-C
770,translator-C
771,translator-C
772,translator-C
773,translator-C
774,translator-C
775,translator-C
776,translator-C
777,translator-C
778,translator-C
779,translator-C
780,translator-C
781,translator-C
783,translator-C
784,translator-C
785,translator-C
786,translator-C
791,translator-C
792,translator-C
793,translator-C
794,translator-C
795,translator-C
796,translator-C
797,translator-C
798,translator-C
800,translator-C
801,translator-C
803,translator-C
804,translator-C
805,translator-C
806,translator-C
807,translator-C
808,translator-C
809,translator-C
810,translator-C
812,translator-C
813,translator-C
814,translator-C
815,translator-C
816,translator-C
819,translator-C
821,translator-C
823,translator-C
824,translator-C
825,translator-C
826,translator-C
827,translator-C
828,translator-C
829,translator-C
830,translator-C
831,translator-C
832,translator-C
833,translator-C
834,translator-C
838,translator-C
839,translator-C
840,translator-C
841,translator-C
842,translator-C
843,translator-C
844,translator-C
845,translator-C
846,translator-C
860,translator-C
861,translator-C
862,translator-C
863,translator-C
864,translator-C
865,translator-C
866,translator-C
867,translator-C
868,translator-C
869,translator-C
870,translator-C
873,translator-C
874,translator-C
875,translator-C
876,translator-C
880,translator-C
883,translator-C
886,translator-C
887,translator-C
888,translator-C
889,translator-C
890,translator-C
937,translator-C
938,translator-C
939,translator-C
940,translator-C
949,translator-C
950,translator-C
951,translator-C
954,translator-C
955,translator-C
956,translator-C
957,translator-C
958,translator-C
959,translator-C
960,translator-C
962,translator-C
963,translator-C
972,translator-C
973,translator-C
974,translator-C
976,translator-C
977,translator-C
978,translator-C
979,translator-C
980,translator-C
981,translator-C
989,translator-C
1001,translator-C
1002,translator-C
1003,translator-C
1004,translator-C
1006,translator-C
1008,translator-C
1009,translator-C
1010,translator-C
1011,translator-C
1012,translator-C
1013,translator-C
1014,translator-C
1027,translator-C
1028,translator-C
1029,translator-C
1031,translator-C
1032,translator-C
1034,translator-C
1038,translator-C
1039,translator-C
1042,translator-C
1048,translator-C
1053,translator-C
1060,translator-C
1062,translator-C
1063,translator-C
1064,translator-C
1066,translator-C
1069,translator-C
1070,translator-C
1071,translator-C
1081,translator-C
1082,translator-C
1083,translator-C
1084,translator-C
1085,translator-C
1110,translator-C
1111,translator-C
1112,translator-C
1113,translator-C
1114,translator-C
1115,translator-C
1116,translator-C
1117,translator-C
1118,translator-C
1119,translator-C
1120,translator-C
1122,translator-C
1123,translator-C
1124,translator-C
1125,translator-C
1126,translator-C
1127,translator-C
1128,translator-C
1129,translator-C
1130,translator-C
1131,translator-C
1142,translator-C
1144,translator-C
1145,translator-C
1146,translator-C
1147,translator-C
1148,translator-C
1149,translator-C
1150,translator-C
1151,translator-C
1174,translator-C
1175,translator-C
1177,translator-C
1188,translator-C
1190,translator-C
1191,translator-C
1192,translator-C
1193,translator-C
1194,translator-C
1195,translator-C
1196,translator-C
1197,translator-C
1207,translator-C
1208,translator-C
1209,translator-C
1210,translator-C
1215,translator-C
1216,translator-C
1217,translator-C
1218,translator-C
1219,translator-C
1220,translator-C
1221,translator-C
1222,translator-C
1223,translator-C
1230,translator-C
1231,translator-C
1248,translator-C
1249,translator-C
1250,translator-C
1251,translator-C
1252,translator-C
1253,translator-C
1254,translator-C
1255,translator-C
1256,translator-C
1257,translator-C
1258,translator-C
1270,translator-C
1271,translator-C
1272,translator-C
1273,translator-C
1274,translator-C
1275,translator-C
1276,translator-C
1277,translator-C
1278,translator-C
1279,translator-C
1280,translator-C
1281,translator-C
1282,translator-C
1283,translator-C
1314,translator-C
1315,translator-C
1316,translator-C
1317,translator-C
1318,translator-C
1319,translator-C
1320,translator-C
1321,translator-C
1322,translator-C
1323,translator-C
1324,translator-C
1325,translator-C
1326,translator-C
1331,translator-C
1332,translator-C
1333,translator-C
1334,translator-C
1335,translator-C
1336,translator-C
1337,translator-C
1338,translator-C
1339,translator-C
1345,translator-C
1346,translator-C
1349,translator-C
1350,translator-C
1352,translator-C
1354,translator-C
1355,translator-C
1357,translator-C
1358,translator-C
1359,translator-C
1360,translator-C
1361,translator-C
1362,translator-C
1363,translator-C
1364,translator-C
1365,translator-C
1367,translator-C
1377,translator-C
1378,translator-C
1381,translator-C
1382,translator-C
1383,translator-C
1384,translator-C
1385,translator-C
1394,translator-C
1396,translator-C
1403,translator-C
1404,translator-C
1405,translator-C
1406,translator-C
1411,translator-C
1433,translator-C
1434,translator-C
1435,translator-C
1436,translator-C
1437,translator-C
1438,translator-C
1439,translator-C
1440,translator-C
1455,translator-C
1456,translator-C
1457,translator-C
1460,translator-C
1461,translator-C
1462,translator-C
1463,translator-C
1464,translator-C
1465,translator-C
1466,translator-C
1468,translator-C
1500,translator-C
1503,translator-C
1504,translator-C
1511,translator-C
1512,translator-C
1513,translator-C
1514,translator-C
1517,translator-C
1519,translator-C
1521,translator-C
1525,translator-C
1526,translator-C
1530,translator-C
1532,translator-C
1534,translator-C
1543,translator-C
1544,translator-C
1545,translator-C
1546,translator-C
1548,translator-C
1549,translator-C
1550,translator-C
1552,translator-C
1569,translator-C
1570,translator-C
1593,translator-C
1594,translator-C
1595,translator-C
1596,translator-C
1597,translator-C
1598,translator-C
1600,translator-C
1601,translator-C
1608,translator-C
1609,translator-C
1610,translator-C
1611,translator-C
1612,translator-C
1613,translator-C
1614,translator-C
1615,translator-C
1616,translator-C
1617,translator-C
1618,translator-C
1619,translator-C
1632,translator-C
1633,translator-C
1634,translator-C
1635,translator-C
1636,translator-C
1637,translator-C
1639,translator-C
1640,translator-C
1641,translator-C
1642,translator-C
1645,translator-C
1647,translator-C
1648,translator-C
1649,translator-C
1650,translator-C
1652,translator-C
1653,translator-C
1654,translator-C
1655,translator-C
1656,translator-C
1657,translator-C
1658,translator-C
1659,translator-C
1660,translator-C
1661,translator-C
1662,translator-C
1663,translator-C
1693,translator-C
1694,translator-C
1695,translator-C
1697,translator-C
1698,translator-C
1699,translator-C
1700,translator-C
1701,translator-C
1702,translator-C
1710,translator-C
1715,translator-C
1716,translator-C
1717,translator-C
1718,translator-C
1719,translator-C
1720,translator-C
1721,translator-C
1722,translator-C
1723,translator-C
1751,translator-C
1752,translator-C
1753,translator-C
1755,translator-C
1764,translator-C
1766,translator-C
1767,translator-C
1768,translator-C
1769,translator-C
1770,translator-C
1771,translator-C
1772,translator-C
1773,translator-C
1774,translator-C
1775,translator-C
1776,translator-C
1785,translator-C
1788,translator-C
1789,translator-C
1790,translator-C
1791,translator-C
1792,translator-C
1793,translator-C
1794,translator-C
1795,translator-C
1796,translator-C
1797,translator-C
1798,translator-C
1800,translator-C
1801,translator-C
1802,translator-C
1803,translator-C
1804,translator-C
1805,translator-C
1806,translator-C
1807,translator-C
1808,translator-C
1809,translator-C
1810,translator-C
1814,translator-C
1815,translator-C
1816,translator-C
1817,translator-C
1819,translator-C
1821,translator-C
1822,translator-C
1823,translator-C
1824,translator-C
1825,translator-C
1826,translator-C
1829,translator-C
1830,translator-C
1831,translator-C
1832,translator-C
1833,translator-C
1838,translator-C
1840,translator-C
1845,translator-C
1846,translator-C
1847,translator-C
1848,translator-C
1849,translator-C
1850,translator-C
1851,translator-C
1852,translator-C
1853,translator-C
1854,translator-C
1855,translator-C
1888,translator-C
1889,translator-C
1893,translator-C
1903,translator-C
1904,translator-C
1905,translator-C
1906,translator-C
1908,translator-C
1909,translator-C
1910,translator-C
1911,translator-C
1912,translator-C
1913,translator-C
1920,translator-C
1921,translator-C
1922,translator-C
1923,translator-C
1924,translator-C
1937,translator-C
1938,translator-C
1939,translator-C
1940,translator-C
1941,translator-C
1942,translator-C
1943,translator-C
1944,translator-C
1946,translator-C
1969,translator-C
1970,translator-C
1971,translator-C
1973,translator-C
1974,translator-C
1975,translator-C
1976,translator-C
1977,translator-C
1978,translator-C
1979,translator-C
1981,translator-C
1997,translator-C
1998,translator-C
1999,translator-C
2000,translator-C
2002,translator-C
2003,translator-C
2005,translator-C
2006,translator-C
2007,translator-C
2018,translator-C
2019,translator-C
2020,translator-C
2021,translator-C
2022,translator-C
2023,translator-C
2024,translator-C
2025,translator-C
2027,translator-C
2028,translator-C
2029,translator-C
2030,translator-C
2031,translator-C
2032,translator-C
2033,translator-C
2034,translator-C
2035,translator-C
2037,translator-C
1,translator-B
18,translator-B
19,translator-B
21,translator-B
23,translator-B
24,translator-B
26,translator-B
28,translator-B
41,translator-B
44,translator-B
45,translator-B
46,translator-B
47,translator-B
48,translator-B
51,translator-B
62,translator-B
63,translator-B
64,translator-B
65,translator-B
66,translator-B
67,translator-B
83,translator-B
84,translator-B
85,translator-B
86,translator-B
87,translator-B
88,translator-B
89,translator-B
90,translator-B
91,translator-B
92,translator-B
97,translator-B
98,translator-B
99,translator-B
100,translator-B
102,translator-B
103,translator-B
109,translator-B
112,translator-B
114,translator-B
115,translator-B
116,translator-B
117,translator-B
126,translator-B
129,translator-B
130,translator-B
131,translator-B
134,translator-B
135,translator-B
136,translator-B
146,translator-B
150,translator-B
151,translator-B
153,translator-B
154,translator-B
155,translator-B
156,translator-B
158,translator-B
159,translator-B
160,translator-B
176,translator-B
177,translator-B
190,translator-B
191,translator-B
197,translator-B
209,translator-B
210,translator-B
211,translator-B
248,translator-B
250,translator-B
251,translator-B
252,translator-B
254,translator-B
256,translator-B
257,translator-B
289,translator-B
290,translator-B
291,translator-B
292,translator-B
293,translator-B
294,translator-B
297,translator-B
310,translator-B
327,translator-B
329,translator-B
330,translator-B
331,translator-B
332,translator-B
337,translator-B
342,translator-B
343,translator-B
344,translator-B
345,translator-B
346,translator-B
347,translator-B
348,translator-B
354,translator-B
355,translator-B
359,translator-B
375,translator-B
376,translator-B
377,translator-B
378,translator-B
379,translator-B
380,translator-B
381,translator-B
382,translator-B
383,translator-B
392,translator-B
393,translator-B
414,translator-B
420,translator-B
421,translator-B
422,translator-B
423,translator-B
424,translator-B
426,translator-B
427,translator-B
434,translator-B
464,translator-B
465,translator-B
467,translator-B
469,translator-B
470,translator-B
471,translator-B
472,translator-B
473,translator-B
474,translator-B
475,translator-B
476,translator-B
477,translator-B
478,translator-B
479,translator-B
480,translator-B
481,translator-B
482,translator-B
488,translator-B
490,translator-B
491,translator-B
492,translator-B
495,translator-B
498,translator-B
499,translator-B
500,translator-B
501,translator-B
516,translator-B
517,translator-B
518,translator-B
519,translator-B
520,translator-B
521,translator-B
524,translator-B
528,translator-B
529,translator-B
537,translator-B
538,translator-B
539,translator-B
541,translator-B
542,translator-B
543,translator-B
547,translator-B
548,translator-B
550,translator-B
556,translator-B
563,translator-B
577,translator-B
578,translator-B
579,translator-B
588,translator-B
590,translator-B
591,translator-B
592,translator-B
595,translator-B
596,translator-B
598,translator-B
599,translator-B
600,translator-B
601,translator-B
602,translator-B
603,translator-B
605,translator-B
644,translator-B
645,translator-B
646,translator-B
647,translator-B
648,translator-B
649,translator-B
650,translator-B
651,translator-B
653,translator-B
659,translator-B
660,translator-B
661,translator-B
663,translator-B
664,translator-B
665,translator-B
666,translator-B
667,translator-B
673,translator-B
674,translator-B
675,translator-B
676,translator-B
677,translator-B
678,translator-B
680,translator-B
681,translator-B
682,translator-B
683,translator-B
684,translator-B
685,translator-B
686,translator-B
687,translator-B
688,translator-B
689,translator-B
690,translator-B
693,translator-B
694,translator-B
695,translator-B
696,translator-B
697,translator-B
714,translator-B
716,translator-B
719,translator-B
721,translator-B
724,translator-B
738,translator-B
740,translator-B
743,translator-B
744,translator-B
745,translator-B
746,translator-B
762,translator-B
763,translator-B
764,translator-B
765,translator-B
766,translator-B
767,translator-B
768,translator-B
769,translator-B
770,translator-B
771,translator-B
772,translator-B
773,translator-B
774,translator-B
775,translator-B
776,translator-B
777,translator-B
778,translator-B
779,translator-B
780,translator-B
786,translator-B
791,translator-B
792,translator-B
793,translator-B
796,translator-B
797,translator-B
801,translator-B
807,translator-B
815,translator-B
819,translator-B
821,translator-B
823,translator-B
824,translator-B
825,translator-B
826,translator-B
827,translator-B
828,translator-B
829,translator-B
831,translator-B
832,translator-B
833,translator-B
834,translator-B
838,translator-B
839,translator-B
841,translator-B
842,translator-B
843,translator-B
844,translator-B
846,translator-B
860,translator-B
861,translator-B
862,translator-B
863,translator-B
864,translator-B
865,translator-B
866,translator-B
867,translator-B
868,translator-B
869,translator-B
870,translator-B
873,translator-B
874,translator-B
875,translator-B
876,translator-B
879,translator-B
880,translator-B
881,translator-B
883,translator-B
886,translator-B
887,translator-B
888,translator-B
889,translator-B
934,translator-B
935,translator-B
936,translator-B
938,translator-B
939,translator-B
940,translator-B
949,translator-B
950,translator-B
951,translator-B
952,translator-B
953,translator-B
954,translator-B
955,translator-B
956,translator-B
957,translator-B
958,translator-B
959,translator-B
960,translator-B
962,translator-B
963,translator-B
971,translator-B
972,translator-B
973,translator-B
975,translator-B
976,translator-B
978,translator-B
979,translator-B
980,translator-B
981,translator-B
982,translator-B
1000,translator-B
1001,translator-B
1002,translator-B
1003,translator-B
1004,translator-B
1006,translator-B
1007,translator-B
1008,translator-B
1009,translator-B
1010,translator-B
1011,translator-B
1012,translator-B
1013,translator-B
1014,translator-B
1015,translator-B
1016,translator-B
1027,translator-B
1029,translator-B
1030,translator-B
1031,translator-B
1032,translator-B
1033,translator-B
1060,translator-B
1061,translator-B
1062,translator-B
1063,translator-B
1064,translator-B
1065,translator-B
1066,translator-B
1067,translator-B
1068,translator-B
1069,translator-B
1070,translator-B
1071,translator-B
1072,translator-B
1081,translator-B
1082,translator-B
1083,translator-B
1084,translator-B
1085,translator-B
1110,translator-B
1112,translator-B
1113,translator-B
1114,translator-B
1115,translator-B
1116,translator-B
1117,translator-B
1119,translator-B
1120,translator-B
1123,translator-B
1124,translator-B
1125,translator-B
1128,translator-B
1129,translator-B
1130,translator-B
1131,translator-B
1142,translator-B
1143,translator-B
1145,translator-B
1146,translator-B
1147,translator-B
1148,translator-B
1149,translator-B
1150,translator-B
1151,translator-B
1169,translator-B
1170,translator-B
1171,translator-B
1172,translator-B
1173,translator-B
1174,translator-B
1176,translator-B
1177,translator-B
1178,translator-B
1179,translator-B
1190,translator-B
1193,translator-B
1194,translator-B
1196,translator-B
1197,translator-B
1214,translator-B
1230,translator-B
1231,translator-B
1251,translator-B
1271,translator-B
1272,translator-B
1273,translator-B
1274,translator-B
1275,translator-B
1276,translator-B
1279,translator-B
1280,translator-B
1290,translator-B
1291,translator-B
1314,translator-B
1316,translator-B
1318,translator-B
1319,translator-B
1320,translator-B
1322,translator-B
1324,translator-B
1325,translator-B
1326,translator-B
1327,translator-B
1331,translator-B
1334,translator-B
1335,translator-B
1337,translator-B
1355,translator-B
1357,translator-B
1362,translator-B
1378,translator-B
1379,translator-B
1380,translator-B
1382,translator-B
1383,translator-B
1384,translator-B
1394,translator-B
1417,translator-B
1435,translator-B
1436,translator-B
1437,translator-B
1438,translator-B
1439,translator-B
1440,translator-B
1455,translator-B
1456,translator-B
1457,translator-B
1459,translator-B
1460,translator-B
1462,translator-B
1463,translator-B
1464,translator-B
1465,translator-B
1466,translator-B
1494,translator-B
1496,translator-B
1497,translator-B
1499,translator-B
1500,translator-B
1501,translator-B
1502,translator-B
1503,translator-B
1504,translator-B
1511,translator-B
1513,translator-B
1514,translator-B
1515,translator-B
1530,translator-B
1532,translator-B
1534,translator-B
1544,translator-B
1548,translator-B
1570,translator-B
1571,translator-B
1572,translator-B
1573,translator-B
1574,translator-B
1575,translator-B
1576,translator-B
1577,translator-B
1578,translator-B
1579,translator-B
1580,translator-B
1581,translator-B
1582,translator-B
1583,translator-B
1584,translator-B
1585,translator-B
1586,translator-B
1587,translator-B
1588,translator-B
1589,translator-B
1593,translator-B
1594,translator-B
1595,translator-B
1596,translator-B
1598,translator-B
1599,translator-B
1600,translator-B
1601,translator-B
1609,translator-B
1610,translator-B
1611,translator-B
1612,translator-B
1615,translator-B
1617,translator-B
1618,translator-B
1619,translator-B
1645,translator-B
1646,translator-B
1647,translator-B
1648,translator-B
1649,translator-B
1650,translator-B
1651,translator-B
1654,translator-B
1657,translator-B
1658,translator-B
1659,translator-B
1660,translator-B
1663,translator-B
1695,translator-B
1701,translator-B
1714,translator-B
1716,translator-B
1717,translator-B
1718,translator-B
1719,translator-B
1720,translator-B
1721,translator-B
1722,translator-B
1723,translator-B
1724,translator-B
1751,translator-B
1756,translator-B
1758,translator-B
1764,translator-B
1766,translator-B
1767,translator-B
1768,translator-B
1769,translator-B
1770,translator-B
1771,translator-B
1772,translator-B
1773,translator-B
1775,translator-B
1776,translator-B
1795,translator-B
1797,translator-B
1799,translator-B
1800,translator-B
1801,translator-B
1802,translator-B
1803,translator-B
1804,translator-B
1805,translator-B
1806,translator-B
1807,translator-B
1808,translator-B
1809,translator-B
1810,translator-B
1813,translator-B
1814,translator-B
1815,translator-B
1816,translator-B
1817,translator-B
1818,translator-B
1819,translator-B
1820,translator-B
1821,translator-B
1822,translator-B
1823,translator-B
1824,translator-B
1825,translator-B
1826,translator-B
1827,translator-B
1828,translator-B
1830,translator-B
1831,translator-B
1832,translator-B
1833,translator-B
1845,translator-B
1846,translator-B
1847,translator-B
1848,translator-B
1849,translator-B
1850,translator-B
1851,translator-B
1852,translator-B
1853,translator-B
1854,translator-B
1855,translator-B
1885,translator-B
1888,translator-B
1889,translator-B
1890,translator-B
1892,translator-B
1894,translator-B
1898,translator-B
1899,translator-B
1900,translator-B
1901,translator-B
1904,translator-B
1906,translator-B
1908,translator-B
1911,translator-B
1920,translator-B
1921,translator-B
1922,translator-B
1923,translator-B
1924,translator-B
1937,translator-B
1938,translator-B
1939,translator-B
1941,translator-B
1943,translator-B
1945,translator-B
1968,translator-B
1969,translator-B
1970,translator-B
1971,translator-B
1972,translator-B
1973,translator-B
1974,translator-B
1975,translator-B
1976,translator-B
1977,translator-B
1978,translator-B
1979,translator-B
1980,translator-B
1981,translator-B
1997,translator-B
1998,translator-B
1999,translator-B
2000,translator-B
2001,translator-B
2003,translator-B
2004,translator-B
2005,translator-B
2006,translator-B
2007,translator-B
2022,translator-B
2023,translator-B
2024,translator-B
2028,translator-B
2029,translator-B
2030,translator-B
2031,translator-B
2032,translator-B
2033,translator-B
2034,translator-B
2035,translator-B
