,SYS,SID,RAW.SCR,Z.SCR,N,Unnamed: 5,DOC
2133,Online-G.1555,4,100.0,0.649296013893982,1,,express.co.uk.11102
2138,Online-G.1555,1,99.5,0.759686830124071,2,,en.ndtv.com.13152
2145,Online-G.1555,3,98.5,1.36877328903235,2,,brisbanetimes.com.au.225990
2161,Online-G.1555,24,100.0,0.65908339312185,1,,guardian.260695
2241,Online-G.1555,12,100.0,0.65908339312185,1,,guardian.260695
2250,Online-G.1555,11,98.0,0.727958497278795,2,,cnbc.com.33995
2253,Online-G.1555,6,98.5,0.855731199985555,2,,telegraph.421297
2258,Online-G.1555,0,98.0,0.676165204563425,2,,novinite.com.35557
2278,Online-G.1555,3,100.0,0.789999781029215,2,,en.ndtv.com.13152
2306,Online-G.1555,4,98.3333333333333,0.808935487629454,3,,kcal.270
2327,Online-Z.1630,5,99.0,0.799568330902019,3,,upi.205650
2372,Online-Z.1630,2,98.6666666666667,0.717582257021767,3,,seattletimes.7059
2382,Online-Z.1630,10,98.0,1.75495916168409,1,,huffingtonpost.com.19390
2498,Online-Z.1630,0,99.5,0.624458380176048,4,,upi.205735
2535,Online-Z.1630,0,99.3333333333333,0.754611044867734,3,,seattletimes.7059
2570,Online-Z.1630,16,100.0,0.600475796391958,1,,dailymail.co.uk.365204
2643,Online-Z.1630,0,98.0,0.664368530041461,2,,seattletimes.7019
2664,Online-Z.1630,8,99.0,0.596670166380201,2,,upi.205735
2703,Online-Z.1630,2,98.0,0.676165204563425,2,,metro.co.uk.12122
2741,Online-Z.1630,11,98.0,0.946699188967124,2,,sky.com.20683
2744,Online-Z.1630,21,98.5,0.96442216886643,2,,sky.com.20683
2748,Online-Z.1630,8,99.5,1.39962193846306,2,,en.ndtv.com.13073
2834,Online-Z.1630,4,100.0,0.652246593971896,2,,upi.205735
2843,Online-Z.1630,1,100.0,0.87975001152648,3,,upi.205650
2861,Online-Z.1630,17,99.3333333333333,0.844163453266422,3,,sciencedaily.com.75572
2881,Online-Z.1630,1,99.6666666666667,0.770773248745855,3,,seattletimes.7059
2932,Online-Z.1630,0,100.0,0.958382619707775,1,,guardian.260755
2938,Online-Z.1630,5,100.0,0.600475796391958,1,,dailymail.co.uk.365204
2939,Online-Z.1630,9,99.0,0.540156781184328,1,,dailymail.co.uk.365204
3003,Online-Z.1630,8,99.0,0.843150704601093,2,,rte.en.ie.5333
3006,Online-Z.1630,9,100.0,0.953579187366919,2,,standard.co.uk.14688
3010,Online-Z.1630,3,100.0,0.652246593971896,2,,upi.205735
3089,Online-Z.1630,0,99.0,0.910254540625257,2,,standard.co.uk.14688
3107,Online-Z.1630,0,99.6666666666667,0.850103237782503,3,,abcnews.363994
3146,Online-Z.1630,8,99.5,0.791687725682157,2,,en.ndtv.com.13143
3175,Online-Z.1630,15,99.0,0.540156781184328,1,,dailymail.co.uk.365204
3180,Online-Z.1630,3,98.6666666666667,0.795950432263819,3,,abcnews.363979
3191,Online-Z.1630,8,98.0,1.23796691004476,2,,independent.281139
3255,Online-Z.1630,7,99.0,0.540156781184328,1,,dailymail.co.uk.365204
3262,Online-Z.1630,0,98.3333333333333,0.778466936683647,6,,upi.205650
3308,Online-Z.1630,11,99.0,1.07317305811242,2,,upi.205721
3326,Online-Z.1630,4,99.6666666666667,0.862266515946308,3,,abcnews.363979
3341,Online-Z.1630,3,98.6666666666667,0.819614887558244,3,,kcal.270
3355,Online-Z.1630,3,99.0,0.72822338404066,2,,guardian.260697
3391,Online-Z.1630,13,99.0,0.540156781184328,1,,dailymail.co.uk.365204
3397,Online-Z.1630,11,99.0,0.540156781184328,1,,dailymail.co.uk.365204
3432,Online-Z.1630,4,99.0,0.830294287487035,3,,sciencedaily.com.75572
3452,Online-Z.1630,5,99.3333333333333,0.844783020366135,3,,abcnews.363979
3497,Online-Z.1630,5,99.0,0.72822338404066,2,,telegraph.421272
3500,Online-Z.1630,4,98.0,0.676165204563425,2,,guardian.260697
3510,Online-Z.1630,4,98.3333333333333,0.805745721778857,3,,kcal.270
3511,Online-Z.1630,2,99.0,0.829088464241014,3,,kcal.270
3514,Online-Z.1630,11,99.3333333333333,0.844163453266422,3,,sciencedaily.com.75572
3521,Online-Z.1630,6,99.5,1.27540545467375,2,,independent.281139
3603,SRPOL.522,1,99.0,1.00114492160414,4,,seattletimes.7044
3627,SRPOL.522,3,99.6666666666667,0.868047698075582,3,,seattletimes.7141
3633,SRPOL.522,0,98.0,1.0106788354047,2,,novinite.com.35557
3634,SRPOL.522,6,99.3333333333333,1.12170954473797,3,,seattletimes.7803
3639,SRPOL.522,5,98.5,1.44199796598219,2,,allafrica.15314
3646,SRPOL.522,6,99.5,1.00760581461744,2,,cnn.385555
3655,SRPOL.522,2,99.0,0.910254540625257,2,,huffingtonpost.com.19347
3664,SRPOL.522,0,99.0,1.08551358851547,1,,upi.205735
3667,SRPOL.522,6,99.0,0.676588940857408,2,,heraldscotland.com.7318
3668,SRPOL.522,20,98.5,0.680106008752587,2,,heraldscotland.com.7318
3670,SRPOL.522,3,98.0,0.810367149807841,2,,upi.205721
3678,SRPOL.522,5,99.0,0.910254540625257,2,,huffingtonpost.com.19347
3680,SRPOL.522,0,99.5,0.931916863996088,2,,newrepublic.com.11841
3693,SRPOL.522,0,98.6666666666667,0.853255600164231,3,,cnbc.com.33953
3717,SRPOL.522,5,99.8,0.832342212652745,5,,abcnews.363979
3759,SRPOL.522,7,99.0,1.18256989696398,2,,cbsnews.302258
3764,SRPOL.522,2,99.5,1.01634823644275,2,,seattletimes.7044
3766,SRPOL.522,3,99.5,0.711580966174838,2,,heraldscotland.com.7318
3769,SRPOL.522,8,99.0,0.846878397828019,1,,upi.205721
3784,SRPOL.522,4,98.5,0.801099533797946,2,,seattletimes.7452
3787,SRPOL.522,9,98.0,0.866929893883596,4,,huffingtonpost.com.19347
3794,SRPOL.522,3,99.5,0.964485462328316,2,,sky.com.20669
3824,SRPOL.522,8,98.5,1.02663971210373,2,,kcal.279
3839,SRPOL.522,2,99.0,0.981409068672439,2,,cnn.385555
3842,SRPOL.522,10,100.0,0.65908339312185,1,,euronews-en.185674
3852,SRPOL.522,11,99.0,0.676588940857408,2,,heraldscotland.com.7318
3853,SRPOL.522,2,99.5,0.711580966174838,2,,aj-english.8608
3854,SRPOL.522,0,100.0,0.727318444885964,2,,aj-english.8608
3856,SRPOL.522,4,99.5,0.711580966174838,2,,foxnews.100073
3865,SRPOL.522,7,98.5,0.597819387165767,2,,express.co.uk.10983
3870,SRPOL.522,1,98.0,0.705521053335587,3,,sciencedaily.com.75569
3889,SRPOL.522,5,99.2,0.797418695646593,5,,seattletimes.7141
3897,SRPOL.522,3,98.5,1.02663971210373,2,,novinite.com.35557
3919,SRPOL.522,3,100.0,0.65908339312185,2,,euronews-en.185674
3941,SRPOL.522,5,99.0,0.676588940857408,2,,dailymail.co.uk.365293
3945,SRPOL.522,5,100.0,0.727318444885964,2,,aj-english.8608
3946,SRPOL.522,6,98.0,0.606604890222547,2,,foxnews.100073
3953,SRPOL.522,1,98.0,1.09864752395792,1,,aj-english.8643
3960,SRPOL.522,12,98.5,0.803236489780298,2,,guardian.260695
3965,SRPOL.522,1,99.25,0.921085702310673,4,,huffingtonpost.com.19347
3966,SRPOL.522,1,99.5,0.931916863996088,2,,seattletimes.7019
4002,SRPOL.522,1,98.3333333333333,1.0429429106234,3,,upi.205695
4016,SRPOL.522,12,99.0,1.11815400945357,6,,seattletimes.7803
4028,SRPOL.522,4,100.0,0.65908339312185,2,,euronews-en.185674
4029,SRPOL.522,7,98.5,0.609328733349189,2,,euronews-en.185674
4030,SRPOL.522,9,99.0,0.625913619940076,2,,euronews-en.185674
4037,SRPOL.522,1,99.0,0.695843487463712,2,,heraldscotland.com.7318
4038,SRPOL.522,7,99.5,0.711580966174838,2,,foxnews.100073
4040,SRPOL.522,4,98.0,0.810367149807841,2,,upi.205721
4047,SRPOL.522,3,99.0,0.953419435062922,2,,reuters.276692
4056,SRPOL.522,9,98.5,0.885751900326254,2,,independent.281139
4057,SRPOL.522,0,100.0,0.958382619707775,1,,guardian.260755
4059,SRPOL.522,6,99.5,0.849465058350426,2,,seattletimes.7452
4067,SRPOL.522,3,98.3333333333333,1.26456438875706,3,,abcnews.364001
4093,SRPOL.522,5,99.5,1.00760581461744,2,,cnn.385555
4099,SRPOL.522,6,100.0,0.65908339312185,1,,euronews-en.185674
4100,SRPOL.522,8,98.0,0.592743846758302,1,,euronews-en.185674
4111,SRPOL.522,5,99.0,0.695843487463712,2,,heraldscotland.com.7318
4113,SRPOL.522,6,99.0,0.695843487463712,2,,dailymail.co.uk.365293
4125,SRPOL.522,6,100.0,0.789999781029215,2,,metro.co.uk.12122
4152,SRPOL.522,0,99.6666666666667,0.861650419375997,3,,abcnews.363979
4153,SRPOL.522,0,99.0,0.834340631090363,3,,seattletimes.7141
4157,SRPOL.522,13,100.0,0.90827846498658,3,,express.co.uk.11102
4159,SRPOL.522,7,98.6666666666667,0.715230066976905,3,,rt.com.113881
4193,SRPOL.522,2,98.5,0.680106008752587,2,,heraldscotland.com.7318
4208,SRPOL.522,3,99.0,0.910254540625257,2,,seattletimes.7019
4210,SRPOL.522,2,100.0,0.958382619707775,1,,guardian.260755
4211,SRPOL.522,5,99.0,0.910254540625257,2,,newrepublic.com.11841
4215,SRPOL.522,0,98.5,0.888592217254427,2,,seattletimes.7019
4254,SRPOL.522,5,99.0,1.06194578914671,3,,seattletimes.7657
4265,SRPOL.522,2,99.5,0.642498506530963,2,,euronews-en.185674
4297,SRPOL.522,2,100.0,1.16953944355514,1,,aj-english.8643
4304,SRPOL.522,8,98.0,0.577690732858898,2,,express.co.uk.10983
4315,SRPOL.522,13,98.5,0.888592217254427,2,,huffingtonpost.com.19347
4324,SRPOL.522,10,98.3333333333333,1.50469146271801,3,,metro.co.uk.12158
4326,SRPOL.522,10,99.5,0.964485462328316,2,,sky.com.20669
4355,SRPOL.522,8,98.3333333333333,1.09788966048129,3,,en.ndtv.com.12997
4368,SRPOL.522,12,98.5,0.609328733349189,2,,euronews-en.185674
4385,SRPOL.522,15,100.0,0.727318444885964,2,,heraldscotland.com.7318
4395,SRPOL.522,2,100.0,0.789999781029215,2,,metro.co.uk.12122
4397,SRPOL.522,1,98.5,1.75179272274051,4,,en.ndtv.com.13152
4401,SRPOL.522,3,99.3333333333333,0.830917423424164,3,,sciencedaily.com.75569
4456,SRPOL.522,1,99.5,0.711580966174838,2,,aj-english.8608
4462,SRPOL.522,0,99.5,0.923665830397042,2,,independent.281139
4488,SRPOL.522,6,99.6666666666667,0.88446036666166,3,,express.co.uk.11102
4513,SRPOL.522,4,99.0,0.695843487463712,2,,heraldscotland.com.7318
4515,SRPOL.522,2,98.0,0.645113983435156,2,,dailymail.co.uk.365293
4518,SRPOL.522,5,98.0,0.927001985709702,2,,reuters.276692
4527,SRPOL.522,8,98.0,0.866794935290859,2,,independent.281139
4528,SRPOL.522,3,98.5,0.888592217254427,2,,huffingtonpost.com.19347
4529,SRPOL.522,4,99.0,0.910254540625257,2,,huffingtonpost.com.19347
4582,SRPOL.522,3,99.5,0.711580966174838,2,,aj-english.8608
4583,SRPOL.522,4,99.5,0.711580966174838,2,,aj-english.8608
4587,SRPOL.522,12,98.0,0.971337658957042,2,,cnbc.com.33995
4591,SRPOL.522,0,99.5,0.975734786685918,2,,reuters.276692
4592,SRPOL.522,1,98.5,0.943246252701773,2,,reuters.276692
4651,SRPOL.522,8,98.5,0.986341184785613,2,,seattletimes.7044
4655,SRPOL.522,10,98.0,0.810367149807841,2,,upi.205721
4656,SRPOL.522,11,99.0,0.846878397828019,1,,upi.205721
4667,SRPOL.522,12,99.5,0.931916863996088,2,,huffingtonpost.com.19347
4673,SRPOL.522,14,100.0,0.953579187366919,2,,huffingtonpost.com.19347
4682,SRPOL.522,11,99.0,0.695843487463712,2,,dailymail.co.uk.365293
4683,SRPOL.522,1,98.5,0.660851462146283,2,,dailymail.co.uk.365293
4685,SRPOL.522,7,99.0,0.676588940857408,2,,heraldscotland.com.7318
4702,SRPOL.522,3,99.0,0.981409068672439,2,,cnn.385555
4703,SRPOL.522,1,99.5,1.00760581461744,2,,cnn.385555
4712,SRPOL.522,2,99.0,1.06115307415901,3,,seattletimes.7657
4717,SRPOL.522,1,99.6666666666667,1.14601583707802,3,,seattletimes.7803
4774,SRPOL.522,12,98.0,1.01250748990224,2,,kcal.279
4821,SRPOL.522,14,98.5,0.660851462146283,2,,dailymail.co.uk.365293
4843,SRPOL.522,3,100.0,0.866868529994951,2,,seattletimes.7452
4892,Online-A.1573,2,99.5,1.14188604279338,2,,allafrica.15314
4909,Online-A.1573,6,100.0,0.65908339312185,1,,cnbc.com.33995
4934,Online-A.1573,2,98.0,0.985124850354924,1,,standard.co.uk.14683
4955,Online-A.1573,17,99.3333333333333,0.83785022189515,6,,sciencedaily.com.75572
4982,Online-A.1573,4,98.0,0.724342254600356,2,,cnn.385672
4988,Online-A.1573,1,98.0,1.0106788354047,2,,aj-english.8608
5036,Online-A.1573,5,99.5,0.975734786685918,2,,cnn.385555
5101,Online-A.1573,0,100.0,1.0317513402914,2,,seattletimes.7755
5122,Online-A.1573,4,100.0,0.600475796391958,1,,euronews-en.185744
5165,Online-A.1573,11,98.5,0.549614234954247,2,,reuters.276702
5174,Online-A.1573,0,100.0,0.65908339312185,1,,cnbc.com.33995
5192,Online-A.1573,2,98.0,0.797254643416857,2,,abcnews.364021
5214,Online-A.1573,12,98.1666666666667,0.735061196538631,6,,sciencedaily.com.75572
5259,Online-A.1573,2,100.0,0.65908339312185,1,,cnbc.com.33995
5276,Online-A.1573,1,99.5,0.864589680058182,2,,cnbc.com.33901
5281,Online-A.1573,8,99.0,0.764601900452902,2,,foxnews.100074
5325,Online-A.1573,10,99.5,0.608742938037099,2,,reuters.276702
5326,Online-A.1573,9,98.5,0.744879481663905,2,,foxnews.100074
5335,Online-A.1573,7,100.0,0.65908339312185,1,,seattletimes.7807
5375,Online-A.1573,4,100.0,0.87975001152648,3,,sciencedaily.com.75572
5412,Online-A.1573,6,99.0,0.981409068672439,2,,telegraph.421297
5433,Online-A.1573,4,98.0,0.577690732858898,2,,reuters.276559
5435,Online-A.1573,3,100.0,0.789999781029215,2,,upi.205735
5466,Online-A.1573,6,99.0,0.86864608203885,2,,cnn.385556
5474,Online-A.1573,4,98.0,1.0106788354047,2,,aj-english.8608
5495,Online-A.1573,12,100.0,0.65908339312185,1,,cnbc.com.33995
5517,Online-A.1573,1,100.0,0.958382619707775,1,,aj-english.8642
5526,Online-A.1573,3,98.3333333333333,0.792332533625618,3,,sciencedaily.com.75572
5556,Online-A.1573,5,100.0,1.17834548130344,2,,allafrica.15314
5579,Online-A.1573,3,99.0,1.21559658057033,2,,sky.com.20669
5612,Online-A.1573,1,99.6666666666667,0.862266515946308,3,,seattletimes.7141
5634,Online-A.1573,10,98.0,0.823767651471932,2,,cnn.385556
5635,Online-A.1573,11,99.0,0.874995637525625,2,,cnn.385556
5654,Online-A.1573,6,99.0,0.625913619940076,1,,seattletimes.7807
5670,Online-A.1573,5,99.0,1.01878131944802,1,,standard.co.uk.14683
5671,Online-A.1573,8,99.0,1.01878131944802,1,,standard.co.uk.14683
5672,Online-A.1573,4,99.0,1.01878131944802,1,,rt.com.113909
5677,Online-A.1573,2,98.5,0.733519773257566,2,,upi.205735
5709,Online-A.1573,2,99.0,1.06194578914671,3,,seattletimes.7452
5713,Online-A.1573,0,99.5,0.791687725682157,2,,aj-english.8643
5763,Online-A.1573,5,99.3333333333333,0.747528675906074,3,,cbsnews.302129
5768,Online-A.1573,7,98.5,0.747247973287895,2,,guardian.260748
5811,Online-A.1573,1,98.0,0.985124850354924,1,,standard.co.uk.14683
5818,Online-A.1573,4,100.0,0.789999781029215,2,,upi.205735
5819,Online-A.1573,3,100.0,0.958382619707775,1,,aj-english.8642
5821,Online-A.1573,5,98.5,0.888592217254427,2,,latimes.431858
5826,Online-A.1573,9,99.0,0.945338549212795,2,,rt.com.113881
5827,Online-A.1573,0,100.0,0.87975001152648,3,,seattletimes.7141
5830,Online-A.1573,18,98.3333333333333,0.792332533625618,3,,sciencedaily.com.75572
5859,Online-A.1573,1,99.0,0.762921206618556,2,,guardian.260748
5860,Online-A.1573,0,98.0,1.01250748990224,2,,aj-english.8608
5861,Online-A.1573,2,98.0,1.01250748990224,2,,aj-english.8608
5893,Online-A.1573,11,98.0,0.810367149807841,1,,seattletimes.7803
5898,Online-A.1573,3,99.0,1.01878131944802,1,,rt.com.113909
5900,Online-A.1573,1,98.5,0.801099533797946,2,,abcnews.364021
5904,Online-A.1573,5,99.0,0.617948041472634,2,,reuters.276559
5917,Online-A.1573,1,99.5,0.771173111772,2,,upi.205735
5923,Online-A.1573,7,98.0,0.985124850354924,1,,standard.co.uk.14683
5930,Online-A.1573,0,100.0,0.883389645848196,1,,seattletimes.7803
5965,Online-A.1573,2,99.3333333333333,0.850944568083072,3,,en.ndtv.com.13004
5988,Online-A.1573,0,98.0,0.592743846758302,1,,seattletimes.7807
6022,Online-A.1573,0,100.0,2.40907072190573,1,,seattletimes.7059
6026,Online-A.1573,3,99.5,0.608742938037099,2,,reuters.276702
6028,Online-A.1573,11,98.5,0.743631730609456,2,,guardian.260748
6029,Online-A.1573,2,98.0,0.727958497278795,2,,guardian.260748
6079,Online-A.1573,0,98.5,0.943246252701773,2,,seattletimes.7044
6131,UEDIN-CUNI.1482,8,98.0,1.23796691004476,2,,thesun.co.uk.27377
6147,UEDIN-CUNI.1482,5,98.0,0.724342254600356,2,,standard.co.uk.14516
6181,UEDIN-CUNI.1482,1,98.5,0.803236489780298,2,,reuters.276692
6187,UEDIN-CUNI.1482,15,100.0,0.958382619707775,1,,metro.co.uk.12158
6194,UEDIN-CUNI.1482,8,99.0,0.540156781184328,1,,scotsman.155294
6195,UEDIN-CUNI.1482,10,100.0,0.600475796391958,1,,scotsman.155294
6198,UEDIN-CUNI.1482,11,100.0,0.649296013893982,1,,standard.co.uk.14676
6214,UEDIN-CUNI.1482,4,98.3333333333333,0.74397089629469,3,,en.ndtv.com.13004
6235,UEDIN-CUNI.1482,6,99.6666666666667,0.766043069829057,3,,telegraph.421297
6242,UEDIN-CUNI.1482,6,98.5,0.958396651171959,2,,seattletimes.7044
6246,UEDIN-CUNI.1482,4,100.0,0.65908339312185,1,,en.ndtv.com.13041
6265,UEDIN-CUNI.1482,3,98.5,0.79677040432066,2,,reuters.276692
6270,UEDIN-CUNI.1482,3,100.0,0.953579187366919,2,,en.ndtv.com.13090
6274,UEDIN-CUNI.1482,1,99.0,0.540156781184328,1,,scotsman.155294
6279,UEDIN-CUNI.1482,10,100.0,0.983632375443836,2,,huffingtonpost.com.19390
6300,UEDIN-CUNI.1482,1,98.6666666666667,0.841597118853365,3,,latimes.431856
6309,UEDIN-CUNI.1482,2,98.5,1.67537166630409,2,,huffingtonpost.com.19389
6330,UEDIN-CUNI.1482,5,98.0,1.11206693561387,1,,sciencedaily.com.75572
6331,UEDIN-CUNI.1482,17,99.0,1.14153737249247,1,,sciencedaily.com.75572
6340,UEDIN-CUNI.1482,1,100.0,0.65820535008637,2,,rt.com.113909
6341,UEDIN-CUNI.1482,4,99.0,0.843150704601093,2,,en.ndtv.com.12997
6343,UEDIN-CUNI.1482,7,100.0,0.958382619707775,2,,metro.co.uk.12158
6352,UEDIN-CUNI.1482,6,100.0,0.649296013893982,1,,standard.co.uk.14676
6353,UEDIN-CUNI.1482,8,100.0,0.649296013893982,1,,standard.co.uk.14676
6354,UEDIN-CUNI.1482,0,99.5,0.624458380176048,2,,upi.205735
6366,UEDIN-CUNI.1482,1,98.3333333333333,0.729937347386745,6,,seattletimes.7141
6408,UEDIN-CUNI.1482,5,98.0,0.515729789040731,4,,gateway-zh.135
6412,UEDIN-CUNI.1482,10,99.5,1.00442148617292,2,,seattletimes.7044
6429,UEDIN-CUNI.1482,4,98.0,0.664368530041461,2,,dailymail.co.uk.365293
6441,UEDIN-CUNI.1482,4,98.0,0.767009998854834,2,,reuters.276692
6446,UEDIN-CUNI.1482,6,100.0,0.958382619707775,1,,metro.co.uk.12158
6447,UEDIN-CUNI.1482,12,100.0,0.958382619707775,1,,metro.co.uk.12158
6448,UEDIN-CUNI.1482,17,100.0,0.958382619707775,1,,metro.co.uk.12158
6450,UEDIN-CUNI.1482,9,98.5,0.888592217254427,2,,upi.205724
6455,UEDIN-CUNI.1482,2,100.0,0.649296013893982,1,,standard.co.uk.14676
6456,UEDIN-CUNI.1482,5,99.5,0.624458380176048,2,,huffingtonpost.com.19368
6461,UEDIN-CUNI.1482,0,99.6666666666667,0.862266515946308,6,,seattletimes.7141
6480,UEDIN-CUNI.1482,2,99.5,0.753129289529722,2,,novinite.com.35568
6481,UEDIN-CUNI.1482,4,98.5,0.702568689051894,2,,novinite.com.35568
6483,UEDIN-CUNI.1482,4,99.0,0.743204818733484,3,,telegraph.421297
6495,UEDIN-CUNI.1482,1,99.5,0.608742938037099,2,,gateway-zh.135
6514,UEDIN-CUNI.1482,4,98.5,0.943246252701773,2,,upi.205721
6515,UEDIN-CUNI.1482,5,98.5,0.943246252701773,2,,upi.205721
6516,UEDIN-CUNI.1482,9,99.0,0.959490519693847,2,,upi.205721
6517,UEDIN-CUNI.1482,11,100.0,0.991979053677987,2,,upi.205721
6527,UEDIN-CUNI.1482,22,98.5,0.821711729144003,2,,en.ndtv.com.12997
6534,UEDIN-CUNI.1482,12,98.5,1.36877328903235,2,,foxnews.100086
6560,UEDIN-CUNI.1482,7,99.0,0.736096650944751,3,,telegraph.421297
6585,UEDIN-CUNI.1482,4,98.0,0.927001985709702,2,,reuters.276541
6598,UEDIN-CUNI.1482,3,100.0,0.600475796391958,1,,scotsman.155294
6599,UEDIN-CUNI.1482,0,100.0,0.649296013893982,1,,standard.co.uk.14676
6600,UEDIN-CUNI.1482,15,100.0,0.649296013893982,1,,standard.co.uk.14676
6601,UEDIN-CUNI.1482,1,100.0,0.652246593971896,2,,upi.205735
6612,UEDIN-CUNI.1482,5,98.6666666666667,1.37373409827211,6,,allafrica.15314
6630,UEDIN-CUNI.1482,3,99.0,0.72822338404066,2,,en.ndtv.com.13143
