word,upos,xpos,deprel,case,gender,number,animacy,score,ner
síťové,ADJ,AANS1----1A----,amod,Nom,Neut,Sing,,0.0690699896444187,O
napájení,NOUN,NNNS1-----A----,nsubj,Nom,Neut,Sing,,0.0462901389221259,O
na,ADP,RR--6----------,case,Loc,,,,-0.0739713964028937,O
zemi,NOUN,NNFS6-----A----,nmod,Loc,Fem,Sing,,0.009534102236857,O
nestačí,VERB,VB-S---3P-NAI--,acl:relcl,,,Sing,,-0.0345178266483522,O
k,ADP,RR--3----------,case,Dat,,,,-0.101879540976226,O
zapálení,NOUN,NNNS3-----A----,obl,Dat,Neut,Sing,,-0.0056227522298448,O
obrovského,ADJ,AANS2----1A----,amod,Gen,Neut,Sing,,0.1369976101575734,O
množství,NOUN,NNNS2-----A----,nmod,Gen,Neut,Sing,,-0.1070809379818272,O
vysílacích,ADJ,AAIP2----1A----,amod,Gen,Masc,Plur,Inan,0.0313376086710441,O
vozů,NOUN,NNIP2-----A----,nmod,Gen,Masc,Plur,Inan,0.05136067781225,O
a,CCONJ,J^-------------,cc,,,,,0.0242304884321487,O
zařízení,NOUN,NNNP2-----A----,conj,Gen,Neut,Plur,,-0.0411274946716605,O
potřebných,ADJ,AANP2----1A----,amod,Gen,Neut,Plur,,0.1423170300430988,O
k,ADP,RR--3----------,case,Dat,,,,0.0513069204771195,O
přenosu,NOUN,NNIS3-----A----,obl,Dat,Masc,Sing,Inan,0.0336696843878314,O
obrazu,NOUN,NNIS2-----A----,nmod,Gen,Masc,Sing,Inan,0.1363283092255513,O
po,ADP,RR--6----------,case,Loc,,,,-0.0683830434948796,O
celém,ADJ,AAIS6----1A----,amod,Loc,Masc,Sing,Inan,0.0126856140690804,O
světě,NOUN,NNIS6-----A----,nmod,Loc,Masc,Sing,Inan,-0.0136502771969773,O
.,PUNCT,Z:-------------,punct,,,,,0.1199961635945659,O
.,PUNCT,Z:-------------,punct,,,,,-0.0386936174314451,O
Obličejové,ADJ,AAFP1----1A----,amod,Nom,Fem,Plur,,0.1594556500880273,O
masky,NOUN,NNFP1-----A----,nsubj,Nom,Fem,Plur,,-0.017781258279599,O
jsou,AUX,VB-P---3P-AAI--,cop,,,Plur,,0.6151762471861346,O
povinné,ADJ,AAFP1----1A----,root,Nom,Fem,Plur,,-0.1223005204461218,O
ve,ADP,RV--6----------,case,Loc,,,,-0.0148993586812006,O
státě,NOUN,NNIS6-----A----,obl,Loc,Masc,Sing,Inan,-0.0327451352657589,O
Kalifornie,PROPN,NNFS1-----A----,nmod,Nom,Fem,Sing,,0.1129350616742507,B-gr
",",PUNCT,Z:-------------,punct,,,,,0.1494505184156127,O
a,CCONJ,J^-------------,cc,,,,,0.0944560047222873,O
to,PART,PDNS4----------,fixed,,,,,-0.0225497512805405,O
i,CCONJ,J^-------------,advmod:emph,,,,,-0.1742477868125333,O
na,ADP,RR--6----------,case,Loc,,,,-0.0870560700289314,O
čerstvém,ADJ,AAIS6----1A----,amod,Loc,Masc,Sing,Inan,-0.0854005747960683,O
vzduchu,NOUN,NNIS6-----A----,obl,Loc,Masc,Sing,Inan,0.0922564110493067,O
.,PUNCT,Z:-------------,punct,,,,,-0.0970434738502626,O
Dnes,ADV,Db-------------,advmod,,,,,-0.3740772249329439,O
byl,AUX,VpYS----R-AAI--,aux:pass,,Masc,Sing,,-0.0392785724638333,O
předložen,ADJ,VsYS----X-APP--,root,,Masc,Sing,,0.0698072039060728,O
druhý,ADJ,CrIS1----------,dep,Nom,Masc,Sing,Inan,0.1223720908672308,O
",",PUNCT,Z:-------------,punct,,,,,0.3558328236264892,O
který,DET,P4IS4----------,obj,Acc,Masc,Sing,Inan,0.3245272856174995,O
podle,ADP,RR--2----------,case,Gen,,,,-0.1035519142266714,O
svých,DET,P8XP2----------,det,Gen,,Plur,,-0.1463248523878056,O
slov,NOUN,NNNP2-----A----,obl,Gen,Neut,Plur,,0.2106725810024868,O
zkoumá,VERB,VB-S---3P-AAI--,acl:relcl,,,Sing,,0.0637616084744267,O
.,PUNCT,Z:-------------,punct,,,,,-0.0507238575535492,O
Dnes,ADV,Db-------------,advmod,,,,,-0.61314125726641,O
byla,AUX,VpQW----R-AAI--,aux:pass,,"Fem,Neut","Plur,Sing",,0.0629885377607552,O
předložena,ADJ,VsQW----X-APP--,root,,"Fem,Neut","Plur,Sing",,0.1503307705228878,O
druhá,ADJ,CrFS1----------,dep,Nom,Fem,Sing,,0.1091443503474125,O
",",PUNCT,Z:-------------,punct,,,,,0.3153417601117169,O
o,ADP,RR--6----------,case,Loc,,,,0.0362296358028481,O
které,DET,P4FS6----------,obl:arg,Loc,Fem,Sing,,0.0884249130434119,O
řekl,VERB,VpYS----R-AAP--,acl:relcl,,Masc,Sing,,-0.1285873399702797,O
",",PUNCT,Z:-------------,punct,,,,,0.3204095098599552,O
že,SCONJ,"J,-------------",mark,,,,,0.1566360138182862,O
ji,PRON,PEFS4--3-------,obj,Acc,Fem,Sing,,0.0667142071397931,O
zkoumá,VERB,VB-S---3P-AAI--,ccomp,,,Sing,,-0.1626738437647429,O
.,PUNCT,Z:-------------,punct,,,,,-0.3748803091566935,O
Khloe,PROPN,NNFXX-----A----,nsubj,,Fem,,,0.0263357654946342,B-P|B-pf
Kardashian,PROPN,NNMS1-----A----,flat,Nom,Masc,Sing,Anim,-0.0674822096078665,I-P|B-ps
se,PRON,P7-X4----------,expl:pv,Acc,,,,-0.0237295442419014,O
rozplyne,VERB,VB-S---3P-AAP--,root,,,Sing,,-0.002177433641053,O
v,ADP,RR--6----------,case,Loc,,,,-0.1006331188966385,O
slzách,NOUN,NNFP6-----A----,obl,Loc,Fem,Plur,,-0.0025029310782755,O
a,CCONJ,J^-------------,cc,,,,,-0.0823318074188328,O
křičí,VERB,VB-S---3P-AAI--,conj,,,Sing,,-0.0635785035274981,O
na,ADP,RR--4----------,case,Acc,,,,-0.0377926048984057,O
podvádějícího,ADJ,AGMS4-----A----,amod,Acc,Masc,Sing,Anim,-0.0718281301843164,O
přítele,NOUN,NNMS4-----A----,obl:arg,Acc,Masc,Sing,Anim,0.1622865580390219,O
Tristana,PROPN,NNMS4-----A----,flat,Acc,Masc,Sing,Anim,0.1242028047450137,B-P|B-pf
Thompsona,PROPN,NNMS4-----A----,flat,Acc,Masc,Sing,Anim,0.0371156631671922,I-P|B-ps
v,ADP,RR--6----------,case,Loc,,,,-0.0801453269434416,O
novém,ADJ,AAIS6----1A----,amod,Loc,Masc,Sing,Inan,0.0005696005180612,O
traileru,NOUN,NNIS6-----A----,obl,Loc,Masc,Sing,Inan,0.0401024844368181,O
Kee,X,F%-------------,nmod,,,,,0.0402526688229726,B-oa
With,X,F%-------------,flat:foreign,,,,,-0.013292836213058,I-oa
The,X,F%-------------,flat:foreign,,,,,-0.0418978667458307,I-oa
Kardashians,X,F%-------------,flat:foreign,,,,,-0.0319954059947858,I-oa
série,NOUN,NNFS2-----A----,nmod,Gen,Fem,Sing,,-0.0121508095076913,O
16,NUM,C=-------------,nummod,,,,,-0.0238669345501846,O
Povinná,ADJ,AAFS1----1A----,amod,Nom,Fem,Sing,,-0.017692289161539,B-oa
domácí,ADJ,AAFS1----1A----,amod,Nom,Fem,Sing,,-0.0378117674988797,I-oa
karanténa,NOUN,NNFS1-----A----,root,Nom,Fem,Sing,,-0.0267783913222062,I-oa
v,ADP,RR--6----------,case,Loc,,,,0.1641557036684506,O
Rakousku,PROPN,NNNS6-----A----,nmod,Loc,Neut,Sing,,0.1789366807887077,B-gc
",",PUNCT,Z:-------------,punct,,,,,0.1122174752020451,O
navzdory,ADV,Db-------------,case,,,,,0.1923922265779099,O
negativnímu,ADJ,AAIS3----1A----,amod,Dat,Masc,Sing,Inan,0.1553811311158858,O
testu,NOUN,NNIS3-----A----,nmod,Dat,Masc,Sing,Inan,0.0979502696821238,O
PCR,NOUN,BNXXX-----A----,nmod,,,,,0.0976978460617888,B-i_
.,PUNCT,Z:-------------,punct,,,,,0.3458381150166579,O
To,DET,PDNS1----------,nsubj,Nom,Neut,Sing,,0.0758625793641357,O
je,AUX,VB-S---3P-AAI--,cop,,,Sing,,-0.2135905229501743,O
již,ADV,Db-------------,advmod,,,,,-0.0630759683893292,O
nutné,ADJ,AANS1----1A----,root,Nom,Neut,Sing,,0.0978185664402441,O
pro,ADP,RR--4----------,case,Acc,,,,0.1492625800708259,O
ty,DET,PDMP4----------,obl,Acc,Masc,Plur,Anim,-0.1303829288254282,O
",",PUNCT,Z:-------------,punct,,,,,0.1812476362941751,O
kteří,DET,P4MP1----------,nsubj,Nom,Masc,Plur,Anim,0.1701119501947554,O
vstupují,VERB,VB-P---3P-AAI--,acl:relcl,,,Plur,,-0.033694003479573,O
do,ADP,RR--2----------,case,Gen,,,,-0.0196129197035296,O
Německa,PROPN,NNNS2-----A----,obl,Gen,Neut,Sing,,0.0337856167814575,B-gc
.,PUNCT,Z:-------------,punct,,,,,-0.1477437120869405,O
V,ADP,RR--6----------,case,Loc,,,,0.0419835522784893,O
příštích,ADJ,AAIP6----1A----,amod,Loc,Masc,Plur,Inan,0.0435661540360521,O
14,NUM,C=-------------,nummod,,,,,-0.1048944649602849,B-nc
dnech,NOUN,NNIP6-----A----,obl,Loc,Masc,Plur,Inan,0.1636307341614118,O
byl,AUX,VpYS----R-AAI--,aux:pass,,Masc,Sing,,-0.1825577161748395,O
přístup,NOUN,NNIS1-----A----,nsubj:pass,Nom,Masc,Sing,Inan,-0.0335853169555249,O
do,ADP,RR--2----------,case,Gen,,,,0.0770894183405979,O
jižního,ADJ,AANS2----1A----,amod,Gen,Neut,Sing,,0.0976793585719027,O
Rumunska,PROPN,NNNS2-----A----,nmod,Gen,Neut,Sing,,0.0081661229017206,B-gc
bez,ADP,RR--2----------,case,Gen,,,,0.1338084383412049,O
rozumného,ADJ,AAIS2----1A----,amod,Gen,Masc,Sing,Inan,0.0131681179941069,O
důvodu,NOUN,NNIS2-----A----,obl,Gen,Masc,Sing,Inan,-0.0090918691131725,O
zamítnut,ADJ,VsYS----X-APP--,root,,Masc,Sing,,0.1160706336988421,O
.,PUNCT,Z:-------------,punct,,,,,0.0746509387398364,O
A,CCONJ,J^-------------,cc,,,,,0.0066004588411094,O
Řecko,PROPN,NNNS1-----A----,nsubj,Nom,Neut,Sing,,0.1291808239954123,B-gc
ještě,ADV,Db-------------,advmod:emph,,,,,0.0683509956097732,O
více,ADV,Dg-------2A----,advmod,,,,,0.0323738758330768,O
zpřísnilo,VERB,VpNS----R-AAP--,root,,Neut,Sing,,0.054045335011209,O
opatření,NOUN,NNNP4-----A----,obj,Acc,Neut,Plur,,0.0376914040874556,O
podél,ADP,RR--2----------,case,Gen,,,,0.1184419050671693,O
svých,DET,P8XP2----------,det,Gen,,Plur,,0.0556692099065001,O
pozemních,ADJ,AAFP2----1A----,amod,Gen,Fem,Plur,,0.0756037335680829,O
hranic,NOUN,NNFP2-----A----,nmod,Gen,Fem,Plur,,0.0358342255038044,O
.,PUNCT,Z:-------------,punct,,,,,0.2645489869363698,O
I,CCONJ,J^-------------,advmod:emph,,,,,0.129296607633143,O
s,ADP,RR--7----------,case,Ins,,,,0.0413163226302144,O
podporou,NOUN,NNFS7-----A----,obl,Ins,Fem,Sing,,0.202002447999024,O
SNP,NOUN,BNXXX-----A----,nmod,,,,,0.0466759985824173,B-io
by,AUX,Vc----------I--,aux,,,,,-0.0541284165556688,O
došlo,VERB,VpNS----R-AAP--,root,,Neut,Sing,,-0.0577787973999772,O
na,ADP,RR--4----------,case,Acc,,,,0.0381345508430317,O
hlasování,NOUN,NNNS4-----A----,obl:arg,Acc,Neut,Sing,,0.05914825681725,O
na,ADP,RR--6----------,case,Acc,,,,0.0113527558199135,O
ostří,NOUN,NNNS6-----A----,nmod,Loc,Neut,Sing,,0.0781768668002331,O
nože,NOUN,NNIS2-----A----,nmod,Gen,Masc,Sing,Inan,0.0270159932256749,O
pro,ADP,RR--4----------,case,Acc,,,,0.3983708909965684,O
pana,NOUN,NNMS4-----A----,nmod,Acc,Masc,Sing,Anim,0.1237414721817393,O
Corbyna,PROPN,NNMS4-----A----,flat,Acc,Masc,Sing,Anim,0.1092388316333236,B-ps
.,PUNCT,Z:-------------,punct,,,,,-0.0362058354922225,O
Je,AUX,VB-S---3P-AAI--,root,,,Sing,,-0.0783183023493306,O
tu,ADV,Db-------------,advmod,,,,,-0.1267294201236883,O
288,NUM,C=-------------,nummod:gov,,,,,0.0582082367101977,B-nc
toryovských,ADJ,AAMP2----1A----,amod,Gen,Masc,Plur,Anim,0.1561689477806817,O
poslanců,NOUN,NNMP2-----A----,nsubj,Gen,Masc,Plur,Anim,0.0028720034000624,O
a,CCONJ,J^-------------,cc,,,,,-0.0462043668275056,O
10,NUM,C=-------------,nummod:gov,,,,,0.0395598929720493,B-nc
demokratických,ADJ,AAMP2----1A----,amod,Gen,Masc,Plur,Anim,0.082931747278551,O
unionistů,NOUN,NNMP2-----A----,conj,Gen,Masc,Plur,Anim,0.0332115141207562,O
",",PUNCT,Z:-------------,punct,,,,,0.080549299169617,O
takže,SCONJ,"J,-------------",mark,,,,,0.0678775744471228,O
by,AUX,Vc----------I--,aux,,,,,-0.0369978872399415,O
opozice,NOUN,NNFS1-----A----,nsubj,Nom,Fem,Sing,,0.4125325655092424,O
potřebovala,VERB,VpQW----R-AAI--,advcl,,"Fem,Neut","Plur,Sing",,0.3455331497252736,O
",",PUNCT,Z:-------------,punct,,,,,0.093817299884517,O
aby,AUX,Vc-------------,aux,,,,,0.1030138369026943,O
se,PRON,P7-X4----------,expl:pv,Acc,,,,0.4468759689817475,O
do,ADP,RR--2----------,case,Gen,,,,0.0405155851621988,O
věci,NOUN,NNFS2-----A----,obl,Gen,Fem,Sing,,0.0580174440205209,O
zapojili,VERB,VpMP----R-AAP--,ccomp,,Masc,Plur,Anim,0.0197186401278142,O
někteří,DET,PZMP1----------,nsubj,Nom,Masc,Plur,Anim,0.0618952408062527,O
z,ADP,RR--2----------,case,Gen,,,,0.1713623245632456,O
34,NUM,C=-------------,nummod,,,,,0.0056381204080385,B-nc
nezávislých,ADJ,AAMP2----1N----,amod,Gen,Masc,Plur,Anim,0.0359097411938372,O
poslanců,NOUN,NNMP2-----A----,nmod,Gen,Masc,Plur,Anim,0.0740217719094483,O
.,PUNCT,Z:-------------,punct,,,,,-0.1713028498306442,O
"""",PUNCT,Z:-------------,punct,,,,,0.0684667931930259,O
Dnešní,ADJ,AAIP1----1A----,amod,Nom,Masc,Plur,Inan,0.03954831096293,O
komentáře,NOUN,NNIP1-----A----,nsubj,Nom,Masc,Plur,Inan,0.0002679000324924,O
prezidenta,NOUN,NNMS2-----A----,nmod,Gen,Masc,Sing,Anim,-0.0121590562644567,O
představují,VERB,VB-P---3P-AAI--,root,,,Plur,,-0.000865388054931,O
trestuhodné,ADJ,AANS4----1A----,amod,Acc,Neut,Sing,,0.0075379167574208,O
zastrašování,NOUN,NNNS4-----A----,obj,Acc,Neut,Sing,,0.0028431286595051,O
svědků,NOUN,NNMP2-----A----,nmod,Gen,Masc,Plur,Anim,0.0083125873114609,O
a,CCONJ,J^-------------,cc,,,,,0.0210132344398985,O
pokus,NOUN,NNIS4-----A----,conj,Acc,Masc,Sing,Inan,-0.0095962372199339,O
o,ADP,RR--4----------,case,Acc,,,,-0.0179724687647509,O
bránění,NOUN,NNNS4-----A----,nmod,Acc,Neut,Sing,,0.0323835382068067,O
vyšetřování,NOUN,NNNS2-----A----,nmod,Gen,Neut,Sing,,-0.0016088480878676,O
obžaloby,NOUN,NNFS2-----A----,nmod,Gen,Fem,Sing,,0.0004045385859593,O
Kongresu,NOUN,NNIS2-----A----,nmod,Gen,Masc,Sing,Inan,0.0147233980365162,B-io
.,PUNCT,Z:-------------,punct,,,,,-0.005072478561368,O
Odsuzujeme,VERB,VB-P---1P-AAI--,ccomp,,,Plur,,0.0064613706733425,O
útoky,NOUN,NNIP4-----A----,obj,Acc,Masc,Plur,Inan,0.0274212875754273,O
prezidenta,NOUN,NNMS2-----A----,nmod,Gen,Masc,Sing,Anim,0.062258552363997,O
a,CCONJ,J^-------------,cc,,,,,0.057396355193062,O
vyzýváme,VERB,VB-P---1P-AAI--,conj,,,Plur,,0.0882969962268239,O
naše,DET,PSXP4-P1-------,det,Acc,,Plur,,-0.0228965093422042,O
republikánské,ADJ,AAIP4----1A----,amod,Acc,Masc,Plur,Inan,0.05243857909011,O
protějšky,NOUN,NNIP4-----A----,iobj,Acc,Masc,Plur,Inan,0.0243971446977706,O
",",PUNCT,Z:-------------,punct,,,,,0.0125142640660071,O
aby,AUX,Vc-------------,aux,,,,,0.007558677416979,O
udělali,VERB,VpMP----R-AAP--,ccomp,,Masc,Plur,Anim,0.0108896612928146,O
totéž,DET,PDNS4----------,obj,Acc,Neut,Sing,,0.0176784611350534,O
",",PUNCT,Z:-------------,punct,,,,,0.0264636826882548,O
protože,SCONJ,"J,-------------",mark,,,,,-0.019527414078537,O
Kongres,NOUN,NNIS1-----A----,nsubj,Nom,Masc,Sing,Inan,0.0124671173665068,B-io
musí,VERB,VB-S---3P-AAI--,advcl,,,Sing,,-0.0366018691922122,O
udělat,VERB,Vf--------A-P--,xcomp,,,,,-0.0188608505330366,O
vše,DET,PLNS4---------1,obj,Acc,Neut,Sing,,-0.0366751202000848,O
",",PUNCT,Z:-------------,punct,,,,,0.0194187754739981,O
co,PRON,PQ--4----------,obj,Acc,,,Inan,0.0028300515846764,O
může,VERB,VB-S---3P-AAI--,acl:relcl,,,Sing,,0.0009989662177695,O
",",PUNCT,Z:-------------,punct,,,,,0.0193592497782066,O
aby,AUX,Vc-------------,aux,,,,,0.0196240298636908,O
ochránil,VERB,VpYS----R-AAP--,advcl,,Masc,Sing,,0.0172580526911219,O
tento,DET,PDIS4----------,det,Acc,Masc,Sing,Inan,-0.0075108462931177,O
whistleblower,NOUN,NNIS4-----A----,obj,Acc,Masc,Sing,Inan,0.0558247897692984,O
a,CCONJ,J^-------------,cc,,,,,-0.0260330776151515,O
všechny,DET,PLYP4----------,det,Acc,Masc,Plur,,-0.0644670275787385,O
whistleblowers,NOUN,F%-------------,conj,Acc,Masc,Sing,Inan,0.0347315933081063,O
",",PUNCT,Z:-------------,punct,,,,,-0.0834770430496117,O
"""",PUNCT,Z:-------------,punct,,,,,-0.0206511892497773,O
"""",PUNCT,Z:-------------,punct,,,,,0.0227040975025156,O
řekli,VERB,VpMP----R-AAP--,root,,Masc,Plur,Anim,0.0104445254828109,O
.,PUNCT,Z:-------------,punct,,,,,-0.0017728838253849,O
"""",PUNCT,Z:-------------,punct,,,,,0.0886771041670297,O
Hrozby,NOUN,NNFP1-----A----,nsubj,Nom,Fem,Plur,,-0.0146383234027542,O
násilí,NOUN,NNNS2-----A----,nmod,Gen,Neut,Sing,,0.0345900893232199,O
od,ADP,RR--2----------,case,Gen,,,,0.0374189866329784,O
vůdce,NOUN,NNMS2-----A----,nmod,Gen,Masc,Sing,Anim,-0.0030417472338532,O
naší,DET,PSFS2-P1-------,det,Gen,Fem,Sing,,0.0068916431492388,O
země,NOUN,NNFS2-----A----,nmod,Gen,Fem,Sing,,-0.004682802718089,O
mají,VERB,VB-P---3P-AAI--,root,,,Plur,,0.0019164726129577,O
mrazivý,ADJ,AAIS4----1A----,amod,Acc,Masc,Sing,Inan,0.0178505372026226,O
účinek,NOUN,NNIS4-----A----,obj,Acc,Masc,Sing,Inan,-0.0001723478559876,O
na,ADP,RR--4----------,case,Acc,,,,0.0603054128248814,O
celý,ADJ,AAIS4----1A----,amod,Acc,Masc,Sing,Inan,0.0528521265598106,O
proces,NOUN,NNIS4-----A----,nmod,Acc,Masc,Sing,Inan,-0.0093238557012474,O
whistleblower,X,F%-------------,nmod,,,,,0.0712368020505325,O
",",PUNCT,Z:-------------,punct,,,,,0.0391386392635951,O
s,ADP,RR--7----------,case,Ins,,,,0.0539935754812317,O
vážnými,ADJ,AAIP7----1A----,amod,Ins,Masc,Plur,Inan,0.003894151173463,O
důsledky,NOUN,NNIP7-----A----,obl,Ins,Masc,Plur,Inan,0.0339160098534916,O
pro,ADP,RR--4----------,case,Acc,,,,0.020803377051733,O
naši,DET,PSFS4-P1-------,det,Acc,Fem,Sing,,-0.0056209946121489,O
demokracii,NOUN,NNFS4-----A----,nmod,Acc,Fem,Sing,,0.0054341987567154,O
a,CCONJ,J^-------------,cc,,,,,0.0608130363334368,O
národní,ADJ,AAFS4----1A----,amod,Acc,Fem,Sing,,-0.0187859051321758,O
bezpečnost,NOUN,NNFS4-----A----,conj,Acc,Fem,Sing,,0.0263565464025045,O
.,PUNCT,Z:-------------,punct,,,,,-0.015166990544981,O
"""",PUNCT,Z:-------------,punct,,,,,0.0699094271843802,O
"""",PUNCT,Z:-------------,punct,,,,,0.0021902159599765,O
"""",PUNCT,Z:-------------,punct,,,,,0.3158431463605153,O
Nemocnice,NOUN,NNFS1-----A----,nsubj,Nom,Fem,Sing,,0.0734163218191944,O
uvedla,VERB,VpQW----R-AAP--,root,,"Fem,Neut","Plur,Sing",,0.0244806883747299,O
",",PUNCT,Z:-------------,punct,,,,,0.0914993729263627,O
že,SCONJ,"J,-------------",mark,,,,,-0.0958349746315707,O
ztráta,NOUN,NNFS1-----A----,nsubj,Nom,Fem,Sing,,0.1027595503232124,O
kmenových,ADJ,AAFP2----1A----,amod,Gen,Fem,Plur,,0.0546472214410428,O
buněk,NOUN,NNFP2-----A----,nmod,Gen,Fem,Plur,,-0.0462401915736241,O
",",PUNCT,Z:-------------,punct,,,,,0.0966966815715927,O
které,DET,P4FP1----------,nsubj:pass,Nom,Fem,Plur,,-0.0159669005452111,O
byly,AUX,VpTP----R-AAI--,aux:pass,,"Fem,Masc",Plur,Inan,-0.0641467438256658,O
umístěny,ADJ,VsTP----X-APP--,amod,,"Fem,Masc",Plur,Inan,-0.0150199531322245,O
v,ADP,RR--6----------,case,Loc,,,,0.1797445049379429,O
dlouhodobém,ADJ,AANS6----1A----,amod,Loc,Neut,Sing,,0.1989663832752371,O
skladování,NOUN,NNNS6-----A----,obl,Loc,Neut,Sing,,0.0026074632527675,O
",",PUNCT,Z:-------------,punct,,,,,0.0747472908544509,O
neohrožovaly,VERB,VpTP----R-NAI--,ccomp,,"Fem,Masc",Plur,Inan,0.3613777683722649,O
žádné,DET,PWNS4----------,det,Acc,Neut,Sing,,-0.0148552777271733,O
zdraví,NOUN,NNNS4-----A----,obj,Acc,Neut,Sing,,-0.0125082264977009,O
dítěte,NOUN,NNNS2-----A----,nmod,Gen,Neut,Sing,,-0.0321219380138584,O
.,PUNCT,Z:-------------,punct,,,,,-0.0102739106622502,O
Nemocnice,NOUN,NNFS1-----A----,nsubj,Nom,Fem,Sing,,0.4607309922140615,O
